Year,Month,Day,net_move,Station
2017,10,01,2.217,9449982
2017,10,02,4.046,9449982
2017,10,03,4.5920000000000005,9449982
2017,10,04,5.171,9449982
2017,10,05,5.678,9449982
2017,10,06,6.029000000000001,9449982
2017,10,07,6.17,9449982
2017,10,08,6.096,9449982
2017,10,09,3.4970000000000003,9449982
2017,10,10,5.459999999999999,9449982
2017,10,11,5.088,9449982
2017,10,12,4.772,9449982
2017,10,13,4.648,9449982
2017,10,14,4.649000000000001,9449982
2017,10,15,4.288,9449982
2017,10,16,4.6979999999999995,9449982
2017,10,17,4.949999999999999,9449982
2017,10,18,5.182,9449982
2017,10,19,5.332000000000001,9449982
2017,10,20,5.349,9449982
2017,10,21,5.229,9449982
2017,10,22,4.9719999999999995,9449982
2017,10,23,2.7430000000000003,9449982
2017,10,24,4.342,9449982
2017,10,25,3.7009999999999996,9449982
2017,10,26,3.803,9449982
2017,10,27,3.623,9449982
2017,10,28,3.4330000000000003,9449982
2017,10,29,4.186999999999999,9449982
2017,10,30,3.77,9449982
2017,10,31,3.558,9449982
