Year,Month,Day,net_move,Station
2017,11,01,3.8280000000000003,9449856
2017,11,02,5.238,9449856
2017,11,03,5.84,9449856
2017,11,04,6.313,9449856
2017,11,05,6.578,9449856
2017,11,06,6.584999999999999,9449856
2017,11,07,3.71,9449856
2017,11,08,6.154999999999999,9449856
2017,11,09,5.758,9449856
2017,11,10,5.354,9449856
2017,11,11,4.975,9449856
2017,11,12,4.731000000000001,9449856
2017,11,13,4.014,9449856
2017,11,14,4.57,9449856
2017,11,15,4.868,9449856
2017,11,16,5.149,9449856
2017,11,17,5.355,9449856
2017,11,18,5.454,9449856
2017,11,19,5.432,9449856
2017,11,20,5.292999999999999,9449856
2017,11,21,5.061,9449856
2017,11,22,2.7980000000000005,9449856
2017,11,23,4.296,9449856
2017,11,24,4.436,9449856
2017,11,25,4.17,9449856
2017,11,26,3.846,9449856
2017,11,27,4.777000000000001,9449856
2017,11,28,3.527,9449856
2017,11,29,4.053,9449856
2017,11,30,4.756,9449856
