Year,Month,Day,net_move,Station
2017,11,01,3.2340000000000004,9449988
2017,11,02,4.4670000000000005,9449988
2017,11,03,5.007,9449988
2017,11,04,5.433,9449988
2017,11,05,5.678,9449988
2017,11,06,5.699,9449988
2017,11,07,3.2279999999999993,9449988
2017,11,08,5.3149999999999995,9449988
2017,11,09,4.939,9449988
2017,11,10,4.5569999999999995,9449988
2017,11,11,4.218,9449988
2017,11,12,4.017,9449988
2017,11,13,3.4140000000000006,9449988
2017,11,14,3.91,9449988
2017,11,15,4.154,9449988
2017,11,16,4.386,9449988
2017,11,17,4.563000000000001,9449988
2017,11,18,4.6530000000000005,9449988
2017,11,19,4.649,9449988
2017,11,20,4.543,9449988
2017,11,21,4.357,9449988
2017,11,22,2.4220000000000006,9449988
2017,11,23,3.6849999999999996,9449988
2017,11,24,3.798,9449988
2017,11,25,3.565,9449988
2017,11,26,3.2779999999999996,9449988
2017,11,27,4.004,9449988
2017,11,28,2.9579999999999997,9449988
2017,11,29,3.414,9449988
2017,11,30,4.055,9449988
