Date_Time (LST/LDT), Event, Speed (knots)
2019-01-01 03:35, slack,-
2019-01-01 04:56, ebb,-0.2
2019-01-01 05:43, slack,-
2019-01-01 10:08, flood,0.6
2019-01-01 13:29, slack,-
2019-01-01 17:02, ebb,-0.8
2019-01-01 19:07, slack,-
2019-01-02 00:20, flood,1.2
2019-01-02 04:53, slack,-
2019-01-02 06:14, ebb,-0.2
2019-01-02 07:13, slack,-
2019-01-02 11:02, flood,0.3
2019-01-02 13:53, slack,-
2019-01-02 17:38, ebb,-0.8
2019-01-02 19:37, slack,-
2019-01-03 00:56, flood,1.5
2019-01-03 05:59, slack,-
2019-01-03 07:32, ebb,-0.2
2019-01-03 08:43, slack,-
2019-01-03 11:56, flood,0.2
2019-01-03 14:05, slack,-
2019-01-03 18:14, ebb,-0.8
2019-01-03 20:13, slack,-
2019-01-04 01:32, flood,1.7
2019-01-04 06:47, slack,-
2019-01-04 08:38, ebb,-0.2
2019-01-04 10:01, slack,-
2019-01-04 14:11, slack,-
2019-01-04 18:44, ebb,-0.8
2019-01-04 20:49, slack,-
2019-01-05 02:02, flood,1.8
2019-01-05 07:29, slack,-
2019-01-05 09:32, ebb,-0.2
2019-01-05 13:14, slack,-
2019-01-05 19:20, ebb,-0.8
2019-01-05 21:25, slack,-
2019-01-06 02:38, flood,1.8
2019-01-06 08:11, slack,-
2019-01-06 10:02, ebb,-0.2
2019-01-06 13:50, slack,-
2019-01-06 19:50, ebb,-0.8
2019-01-06 22:01, slack,-
2019-01-07 03:08, flood,1.8
2019-01-07 08:41, slack,-
2019-01-07 10:32, ebb,-0.2
2019-01-07 14:26, slack,-
2019-01-07 20:26, ebb,-0.7
2019-01-07 22:37, slack,-
2019-01-08 03:44, flood,1.7
2019-01-08 09:05, slack,-
2019-01-08 11:02, ebb,-0.2
2019-01-08 15:02, slack,-
2019-01-08 21:02, ebb,-0.7
2019-01-08 23:13, slack,-
2019-01-09 04:20, flood,1.6
2019-01-09 09:29, slack,-
2019-01-09 11:32, ebb,-0.2
2019-01-09 15:44, slack,-
2019-01-09 21:38, ebb,-0.6
2019-01-09 23:43, slack,-
2019-01-10 05:02, flood,1.5
2019-01-10 09:59, slack,-
2019-01-10 12:08, ebb,-0.3
2019-01-10 16:32, slack,-
2019-01-10 22:14, ebb,-0.5
2019-01-11 00:19, slack,-
2019-01-11 05:44, flood,1.5
2019-01-11 10:29, slack,-
2019-01-11 12:50, ebb,-0.3
2019-01-11 17:32, slack,-
2019-01-11 22:50, ebb,-0.4
2019-01-12 00:49, slack,-
2019-01-12 06:26, flood,1.3
2019-01-12 10:53, slack,-
2019-01-12 13:32, ebb,-0.4
2019-01-12 18:38, slack,-
2019-01-12 23:38, ebb,-0.3
2019-01-13 01:25, slack,-
2019-01-13 07:08, flood,1.2
2019-01-13 11:23, slack,-
