Date_Time (LST/LDT), Event, Speed (knots)
2019-01-01 00:18, flood,0.7
2019-01-01 02:42, slack,-
2019-01-01 05:30, ebb,-1.2
2019-01-01 08:24, slack,-
2019-01-01 10:36, flood,0.5
2019-01-01 12:24, slack,-
2019-01-01 17:00, ebb,-1.7
2019-01-01 22:18, slack,-
2019-01-02 01:42, flood,1.1
2019-01-02 04:12, slack,-
2019-01-02 06:48, ebb,-1.0
2019-01-02 09:36, slack,-
2019-01-02 11:12, flood,0.3
2019-01-02 12:36, slack,-
2019-01-02 17:30, ebb,-1.9
2019-01-02 23:12, slack,-
2019-01-03 02:36, flood,1.4
2019-01-03 05:24, slack,-
2019-01-03 07:54, ebb,-0.9
2019-01-03 10:48, slack,-
2019-01-03 12:00, flood,0.1
2019-01-03 13:00, slack,-
2019-01-03 18:06, ebb,-1.9
2019-01-04 00:00, slack,-
2019-01-04 03:30, flood,1.6
2019-01-04 06:30, slack,-
2019-01-04 08:54, ebb,-0.8
2019-01-04 11:54, slack,-
2019-01-04 13:30, slack,-
2019-01-04 18:48, ebb,-2.0
2019-01-05 00:42, slack,-
2019-01-05 04:24, flood,1.6
2019-01-05 07:36, slack,-
2019-01-05 09:54, ebb,-0.8
2019-01-05 12:36, slack,-
2019-01-05 14:12, slack,-
2019-01-05 19:36, ebb,-2.0
2019-01-06 01:30, slack,-
2019-01-06 05:24, flood,1.6
2019-01-06 08:30, slack,-
2019-01-06 10:42, ebb,-0.8
2019-01-06 13:12, slack,-
2019-01-06 14:48, slack,-
2019-01-06 20:36, ebb,-2.0
2019-01-07 02:06, slack,-
2019-01-07 06:18, flood,1.5
2019-01-07 09:12, slack,-
2019-01-07 11:24, ebb,-0.8
2019-01-07 13:54, slack,-
2019-01-07 15:18, slack,-
2019-01-07 21:30, ebb,-2.1
2019-01-08 02:30, slack,-
2019-01-08 07:06, flood,1.5
2019-01-08 09:48, slack,-
2019-01-08 12:06, ebb,-0.9
2019-01-08 14:48, slack,-
2019-01-08 22:24, ebb,-2.2
2019-01-09 02:48, slack,-
2019-01-09 07:36, flood,1.4
2019-01-09 10:18, slack,-
2019-01-09 12:36, ebb,-0.9
2019-01-09 15:48, slack,-
2019-01-09 23:06, ebb,-2.2
2019-01-10 03:06, slack,-
2019-01-10 07:24, flood,1.4
2019-01-10 10:48, slack,-
2019-01-10 13:00, ebb,-1.0
2019-01-10 16:24, ebb,-0.1
2019-01-10 23:48, ebb,-2.2
2019-01-11 03:36, slack,-
2019-01-11 07:42, flood,1.3
2019-01-11 11:12, slack,-
2019-01-11 13:24, ebb,-1.1
2019-01-11 17:12, ebb,-0.2
2019-01-12 00:36, ebb,-2.1
2019-01-12 04:06, slack,-
2019-01-12 08:00, flood,1.2
2019-01-12 11:30, slack,-
2019-01-12 13:48, ebb,-1.2
2019-01-12 18:06, ebb,-0.3
2019-01-13 01:24, ebb,-1.8
2019-01-13 04:36, slack,-
2019-01-13 08:00, flood,1.1
2019-01-13 11:30, slack,-
2019-01-13 14:24, ebb,-1.4
2019-01-13 21:18, ebb,-0.3
2019-01-14 02:18, ebb,-1.4
2019-01-14 05:18, slack,-
2019-01-14 07:48, flood,1.1
2019-01-14 11:24, slack,-
2019-01-14 15:06, ebb,-1.6
2019-01-14 22:36, slack,-
2019-01-15 03:18, ebb,-1.1
2019-01-15 06:00, slack,-
2019-01-15 08:24, flood,1.0
2019-01-15 11:36, slack,-
2019-01-15 15:48, ebb,-1.8
2019-01-15 22:36, slack,-
2019-01-16 00:24, flood,0.2
2019-01-16 02:18, slack,-
2019-01-16 04:24, ebb,-0.7
2019-01-16 06:42, slack,-
2019-01-16 09:00, flood,0.9
2019-01-16 11:54, slack,-
2019-01-16 16:36, ebb,-2.0
2019-01-16 23:00, slack,-
2019-01-17 01:54, flood,0.6
2019-01-17 04:00, slack,-
2019-01-17 05:30, ebb,-0.5
2019-01-17 07:30, slack,-
2019-01-17 09:48, flood,0.7
2019-01-17 12:24, slack,-
2019-01-17 17:24, ebb,-2.2
2019-01-17 23:36, slack,-
2019-01-18 02:48, flood,0.9
2019-01-18 05:18, slack,-
2019-01-18 06:36, ebb,-0.3
2019-01-18 08:30, slack,-
2019-01-18 10:36, flood,0.6
2019-01-18 13:06, slack,-
2019-01-18 18:12, ebb,-2.4
2019-01-19 00:06, slack,-
2019-01-19 03:36, flood,1.2
2019-01-19 06:36, slack,-
2019-01-19 07:54, ebb,-0.3
2019-01-19 09:36, slack,-
2019-01-19 11:42, flood,0.5
2019-01-19 13:48, slack,-
2019-01-19 19:06, ebb,-2.5
2019-01-20 00:36, slack,-
2019-01-20 04:24, flood,1.4
2019-01-20 07:42, slack,-
2019-01-20 09:24, ebb,-0.3
2019-01-20 10:54, slack,-
2019-01-20 12:42, flood,0.5
2019-01-20 14:36, slack,-
2019-01-20 20:06, ebb,-2.6
2019-01-21 01:06, slack,-
2019-01-21 05:18, flood,1.5
2019-01-21 08:30, slack,-
2019-01-21 10:24, ebb,-0.5
2019-01-21 12:00, slack,-
2019-01-21 13:30, flood,0.5
2019-01-21 15:18, slack,-
2019-01-21 21:12, ebb,-2.7
2019-01-22 01:42, slack,-
2019-01-22 06:06, flood,1.6
2019-01-22 09:12, slack,-
2019-01-22 11:12, ebb,-0.7
2019-01-22 13:00, slack,-
2019-01-22 14:18, flood,0.4
2019-01-22 16:00, slack,-
2019-01-22 22:12, ebb,-2.8
2019-01-23 02:12, slack,-
2019-01-23 06:06, flood,1.6
2019-01-23 09:48, slack,-
2019-01-23 11:54, ebb,-0.9
2019-01-23 14:00, slack,-
2019-01-23 15:12, flood,0.3
2019-01-23 16:48, slack,-
2019-01-23 23:06, ebb,-2.8
2019-01-24 02:54, slack,-
2019-01-24 06:30, flood,1.6
2019-01-24 10:18, slack,-
2019-01-24 12:30, ebb,-1.0
2019-01-24 15:00, slack,-
2019-01-24 16:06, flood,0.3
2019-01-24 17:42, slack,-
2019-01-24 23:54, ebb,-2.7
2019-01-25 03:36, slack,-
2019-01-25 06:54, flood,1.5
2019-01-25 10:42, slack,-
2019-01-25 13:00, ebb,-1.2
2019-01-25 16:00, slack,-
2019-01-25 17:06, flood,0.2
2019-01-25 19:06, slack,-
2019-01-26 00:42, ebb,-2.5
2019-01-26 04:18, slack,-
2019-01-26 07:30, flood,1.3
2019-01-26 11:00, slack,-
2019-01-26 13:30, ebb,-1.3
2019-01-26 17:12, slack,-
2019-01-26 19:36, flood,0.2
2019-01-26 21:06, slack,-
2019-01-27 01:36, ebb,-2.1
2019-01-27 05:06, slack,-
2019-01-27 08:00, flood,1.0
2019-01-27 11:00, slack,-
2019-01-27 14:00, ebb,-1.4
2019-01-27 18:36, slack,-
2019-01-27 21:06, flood,0.4
2019-01-27 23:18, slack,-
2019-01-28 02:36, ebb,-1.6
2019-01-28 06:00, slack,-
2019-01-28 08:30, flood,0.7
2019-01-28 10:48, slack,-
2019-01-28 14:36, ebb,-1.5
2019-01-28 19:54, slack,-
2019-01-28 22:30, flood,0.6
2019-01-29 01:12, slack,-
2019-01-29 03:54, ebb,-1.2
2019-01-29 07:00, slack,-
2019-01-29 09:00, flood,0.5
2019-01-29 10:48, slack,-
2019-01-29 15:18, ebb,-1.6
2019-01-29 21:06, slack,-
2019-01-30 00:36, flood,0.9
2019-01-30 02:42, slack,-
2019-01-30 05:18, ebb,-0.9
2019-01-30 08:00, slack,-
2019-01-30 09:30, flood,0.3
2019-01-30 11:00, slack,-
2019-01-30 16:00, ebb,-1.6
2019-01-30 22:12, slack,-
2019-01-31 01:36, flood,1.1
2019-01-31 04:00, slack,-
2019-01-31 06:30, ebb,-0.8
2019-01-31 09:06, slack,-
2019-01-31 10:12, flood,0.1
2019-01-31 11:24, slack,-
2019-01-31 16:48, ebb,-1.7
2019-01-31 23:12, slack,-
2019-02-01 02:30, flood,1.3
2019-02-01 05:12, slack,-
2019-02-01 07:36, ebb,-0.7
2019-02-01 10:24, slack,-
2019-02-01 12:06, slack,-
2019-02-01 17:36, ebb,-1.7
2019-02-02 00:06, slack,-
2019-02-02 03:24, flood,1.4
2019-02-02 06:18, slack,-
2019-02-02 08:36, ebb,-0.6
2019-02-02 11:24, slack,-
2019-02-02 13:06, slack,-
2019-02-02 18:30, ebb,-1.8
2019-02-03 00:48, slack,-
2019-02-03 04:12, flood,1.4
2019-02-03 07:12, slack,-
2019-02-03 09:30, ebb,-0.6
2019-02-03 12:06, slack,-
2019-02-03 13:12, flood,0.1
2019-02-03 14:06, slack,-
2019-02-03 19:24, ebb,-1.9
2019-02-04 01:18, slack,-
2019-02-04 05:00, flood,1.4
2019-02-04 08:00, slack,-
2019-02-04 10:18, ebb,-0.7
2019-02-04 12:42, slack,-
2019-02-04 13:54, flood,0.1
2019-02-04 14:54, slack,-
2019-02-04 20:18, ebb,-2.0
2019-02-05 01:42, slack,-
2019-02-05 05:36, flood,1.3
2019-02-05 08:36, slack,-
2019-02-05 11:00, ebb,-0.8
2019-02-05 13:24, slack,-
2019-02-05 14:30, flood,0.1
2019-02-05 15:30, slack,-
2019-02-05 21:12, ebb,-2.1
2019-02-06 02:00, slack,-
2019-02-06 05:36, flood,1.3
2019-02-06 09:06, slack,-
2019-02-06 11:30, ebb,-0.9
2019-02-06 14:06, slack,-
2019-02-06 15:00, flood,0.1
2019-02-06 16:06, slack,-
2019-02-06 22:06, ebb,-2.2
2019-02-07 02:12, slack,-
2019-02-07 05:42, flood,1.3
2019-02-07 09:30, slack,-
2019-02-07 11:54, ebb,-1.0
2019-02-07 14:48, slack,-
2019-02-07 15:36, flood,0.1
2019-02-07 16:42, slack,-
2019-02-07 22:54, ebb,-2.3
2019-02-08 02:36, slack,-
2019-02-08 06:00, flood,1.2
2019-02-08 09:48, slack,-
2019-02-08 12:12, ebb,-1.1
2019-02-08 15:30, slack,-
2019-02-08 17:18, slack,-
2019-02-08 23:36, ebb,-2.2
2019-02-09 03:00, slack,-
2019-02-09 06:18, flood,1.2
2019-02-09 10:00, slack,-
2019-02-09 12:30, ebb,-1.3
2019-02-09 16:18, slack,-
2019-02-09 18:00, slack,-
2019-02-10 00:24, ebb,-2.0
2019-02-10 03:36, slack,-
2019-02-10 06:00, flood,1.1
2019-02-10 09:54, slack,-
2019-02-10 13:00, ebb,-1.5
2019-02-10 17:18, slack,-
2019-02-10 18:36, slack,-
2019-02-11 01:12, ebb,-1.7
2019-02-11 04:06, slack,-
2019-02-11 06:18, flood,1.1
2019-02-11 09:54, slack,-
2019-02-11 13:36, ebb,-1.7
2019-02-11 20:06, slack,-
2019-02-11 21:54, slack,-
2019-02-12 02:06, ebb,-1.3
2019-02-12 04:48, slack,-
2019-02-12 07:00, flood,1.0
2019-02-12 10:06, slack,-
2019-02-12 14:18, ebb,-1.8
2019-02-12 20:54, slack,-
2019-02-12 22:24, flood,0.2
2019-02-13 00:30, slack,-
2019-02-13 03:00, ebb,-0.9
2019-02-13 05:24, slack,-
2019-02-13 07:42, flood,0.9
2019-02-13 10:24, slack,-
2019-02-13 15:06, ebb,-1.9
2019-02-13 21:48, slack,-
2019-02-14 00:42, flood,0.4
2019-02-14 02:24, slack,-
2019-02-14 04:06, ebb,-0.6
2019-02-14 06:12, slack,-
2019-02-14 08:24, flood,0.8
2019-02-14 10:54, slack,-
2019-02-14 16:00, ebb,-2.0
2019-02-14 22:36, slack,-
2019-02-15 01:48, flood,0.8
2019-02-15 03:54, slack,-
2019-02-15 05:12, ebb,-0.4
2019-02-15 07:06, slack,-
2019-02-15 09:12, flood,0.6
2019-02-15 11:36, slack,-
2019-02-15 16:54, ebb,-2.1
2019-02-15 23:18, slack,-
2019-02-16 02:36, flood,1.1
2019-02-16 05:12, slack,-
2019-02-16 06:24, ebb,-0.3
2019-02-16 08:12, slack,-
2019-02-16 10:06, flood,0.5
2019-02-16 12:24, slack,-
2019-02-16 17:54, ebb,-2.3
2019-02-16 23:48, slack,-
2019-02-17 03:18, flood,1.3
2019-02-17 06:12, slack,-
2019-02-17 07:48, ebb,-0.3
2019-02-17 09:30, slack,-
2019-02-17 11:12, flood,0.4
2019-02-17 13:24, slack,-
2019-02-17 18:54, ebb,-2.4
2019-02-18 00:18, slack,-
2019-02-18 03:54, flood,1.4
2019-02-18 07:06, slack,-
2019-02-18 09:06, ebb,-0.4
2019-02-18 10:54, slack,-
2019-02-18 12:30, flood,0.4
2019-02-18 14:24, slack,-
2019-02-18 20:00, ebb,-2.5
2019-02-19 00:48, slack,-
2019-02-19 04:12, flood,1.5
2019-02-19 07:48, slack,-
2019-02-19 10:00, ebb,-0.6
2019-02-19 12:00, slack,-
2019-02-19 13:36, flood,0.4
2019-02-19 15:24, slack,-
2019-02-19 21:12, ebb,-2.7
2019-02-20 01:18, slack,-
2019-02-20 04:24, flood,1.5
2019-02-20 08:24, slack,-
2019-02-20 10:48, ebb,-0.9
2019-02-20 12:54, slack,-
2019-02-20 14:36, flood,0.5
2019-02-20 16:24, slack,-
2019-02-20 22:12, ebb,-2.7
2019-02-21 01:54, slack,-
2019-02-21 04:54, flood,1.4
2019-02-21 08:54, slack,-
2019-02-21 11:18, ebb,-1.1
2019-02-21 13:42, slack,-
2019-02-21 15:30, flood,0.5
2019-02-21 17:36, slack,-
2019-02-21 23:06, ebb,-2.7
2019-02-22 02:36, slack,-
2019-02-22 05:24, flood,1.3
2019-02-22 09:18, slack,-
2019-02-22 11:48, ebb,-1.3
2019-02-22 14:30, slack,-
2019-02-22 16:30, flood,0.5
2019-02-22 19:06, slack,-
2019-02-22 23:48, ebb,-2.6
2019-02-23 03:18, slack,-
2019-02-23 05:54, flood,1.1
2019-02-23 09:30, slack,-
2019-02-23 12:12, ebb,-1.4
2019-02-23 15:24, slack,-
2019-02-23 18:12, flood,0.6
2019-02-23 21:00, slack,-
2019-02-24 00:42, ebb,-2.3
2019-02-24 04:00, slack,-
2019-02-24 06:24, flood,0.8
2019-02-24 09:12, slack,-
2019-02-24 12:36, ebb,-1.5
2019-02-24 16:18, slack,-
2019-02-24 19:42, flood,0.7
2019-02-24 22:30, slack,-
2019-02-25 01:30, ebb,-1.8
2019-02-25 04:54, slack,-
2019-02-25 06:54, flood,0.6
2019-02-25 09:00, slack,-
2019-02-25 13:06, ebb,-1.6
2019-02-25 17:24, slack,-
2019-02-25 21:06, flood,0.8
2019-02-25 23:48, slack,-
2019-02-26 02:30, ebb,-1.4
2019-02-26 05:48, slack,-
2019-02-26 07:24, flood,0.3
2019-02-26 09:12, slack,-
2019-02-26 13:42, ebb,-1.6
2019-02-26 19:06, slack,-
2019-02-26 22:36, flood,0.8
2019-02-27 01:12, slack,-
2019-02-27 03:42, ebb,-1.0
2019-02-27 06:48, slack,-
2019-02-27 08:00, flood,0.2
2019-02-27 09:24, slack,-
2019-02-27 14:24, ebb,-1.5
2019-02-27 20:48, slack,-
2019-02-28 00:12, flood,0.9
2019-02-28 02:30, slack,-
2019-02-28 05:00, ebb,-0.8
2019-02-28 07:54, slack,-
2019-02-28 09:42, slack,-
2019-02-28 15:18, ebb,-1.5
2019-02-28 22:06, slack,-
2019-03-01 01:18, flood,1.1
2019-03-01 03:42, slack,-
2019-03-01 06:12, ebb,-0.7
2019-03-01 09:36, slack,-
2019-03-01 16:12, ebb,-1.4
2019-03-01 23:06, slack,-
2019-03-02 02:12, flood,1.2
2019-03-02 04:42, slack,-
2019-03-02 07:12, ebb,-0.6
2019-03-02 10:54, slack,-
2019-03-02 17:12, ebb,-1.5
2019-03-02 23:54, slack,-
2019-03-03 03:00, flood,1.2
2019-03-03 05:36, slack,-
2019-03-03 08:12, ebb,-0.6
2019-03-03 11:42, slack,-
2019-03-03 18:06, ebb,-1.6
2019-03-04 00:24, slack,-
2019-03-04 03:36, flood,1.2
2019-03-04 06:18, slack,-
2019-03-04 09:00, ebb,-0.7
2019-03-04 12:06, slack,-
2019-03-04 13:12, flood,0.1
2019-03-04 14:00, slack,-
2019-03-04 19:06, ebb,-1.8
2019-03-05 00:48, slack,-
2019-03-05 03:54, flood,1.1
