Date_Time (LST/LDT), Event, Speed (knots)
2019-01-01 01:14, flood,0.6
2019-01-01 03:06, slack,-
2019-01-01 05:47, ebb,-0.4
2019-01-01 09:21, slack,-
2019-01-01 11:56, flood,0.4
2019-01-01 13:00, slack,-
2019-01-01 17:53, ebb,-1.5
2019-01-01 22:45, slack,-
2019-01-02 02:08, flood,0.8
2019-01-02 04:24, slack,-
2019-01-02 07:05, ebb,-0.4
2019-01-02 10:51, slack,-
2019-01-02 12:50, flood,0.2
2019-01-02 13:24, slack,-
2019-01-02 18:29, ebb,-1.6
2019-01-02 23:15, slack,-
2019-01-03 02:44, flood,1.0
2019-01-03 05:30, slack,-
2019-01-03 08:23, ebb,-0.4
2019-01-03 12:21, slack,-
2019-01-03 13:44, flood,0.1
2019-01-03 13:36, slack,-
2019-01-03 19:05, ebb,-1.6
2019-01-03 23:51, slack,-
2019-01-04 03:20, flood,1.2
2019-01-04 06:18, slack,-
2019-01-04 09:29, ebb,-0.4
2019-01-04 13:39, slack,-
2019-01-04 19:35, ebb,-1.6
2019-01-05 00:27, slack,-
2019-01-05 03:50, flood,1.2
2019-01-05 07:00, slack,-
2019-01-05 10:23, ebb,-0.4
2019-01-05 14:05, slack,-
2019-01-05 20:11, ebb,-1.6
2019-01-06 01:03, slack,-
2019-01-06 04:26, flood,1.2
2019-01-06 07:42, slack,-
2019-01-06 10:53, ebb,-0.3
2019-01-06 14:41, slack,-
2019-01-06 20:41, ebb,-1.5
2019-01-07 01:39, slack,-
2019-01-07 04:56, flood,1.2
2019-01-07 08:12, slack,-
2019-01-07 11:23, ebb,-0.3
2019-01-07 15:17, slack,-
2019-01-07 21:17, ebb,-1.5
2019-01-08 02:15, slack,-
2019-01-08 05:32, flood,1.1
2019-01-08 08:36, slack,-
2019-01-08 11:53, ebb,-0.3
2019-01-08 15:53, slack,-
2019-01-08 21:53, ebb,-1.4
2019-01-09 02:51, slack,-
2019-01-09 06:08, flood,1.1
2019-01-09 09:00, slack,-
2019-01-09 12:23, ebb,-0.4
2019-01-09 16:35, ebb,-0.1
2019-01-09 22:29, ebb,-1.2
2019-01-10 03:21, slack,-
2019-01-10 06:50, flood,1.0
2019-01-10 09:30, slack,-
2019-01-10 12:59, ebb,-0.5
2019-01-10 17:23, ebb,-0.2
2019-01-10 23:05, ebb,-1.1
2019-01-11 03:57, slack,-
2019-01-11 07:32, flood,1.0
2019-01-11 10:00, slack,-
2019-01-11 13:41, ebb,-0.6
2019-01-11 18:23, ebb,-0.2
2019-01-11 23:41, ebb,-0.9
2019-01-12 04:27, slack,-
2019-01-12 08:14, flood,0.9
2019-01-12 10:24, slack,-
2019-01-12 14:23, ebb,-0.8
2019-01-12 19:29, ebb,-0.2
2019-01-13 00:29, ebb,-0.7
2019-01-13 05:03, slack,-
2019-01-13 08:56, flood,0.8
2019-01-13 10:54, slack,-
2019-01-13 15:11, ebb,-0.9
2019-01-13 20:41, slack,-
2019-01-14 01:35, ebb,-0.4
2019-01-14 05:39, slack,-
2019-01-14 09:38, flood,0.7
2019-01-14 11:18, slack,-
2019-01-14 15:53, ebb,-1.1
2019-01-14 21:33, slack,-
2019-01-14 23:06, slack,-
2019-01-15 02:59, ebb,-0.3
2019-01-15 06:27, slack,-
2019-01-15 10:20, flood,0.5
2019-01-15 11:42, slack,-
2019-01-15 16:29, ebb,-1.3
2019-01-15 21:45, slack,-
2019-01-16 00:02, flood,0.3
2019-01-16 02:18, slack,-
2019-01-16 04:47, ebb,-0.2
2019-01-16 07:21, slack,-
2019-01-16 11:08, flood,0.4
2019-01-16 12:00, slack,-
2019-01-16 17:11, ebb,-1.5
2019-01-16 22:09, slack,-
2019-01-17 01:08, flood,0.6
2019-01-17 04:00, slack,-
2019-01-17 05:59, ebb,-0.1
2019-01-17 08:39, slack,-
2019-01-17 12:02, flood,0.2
2019-01-17 12:24, slack,-
2019-01-17 17:47, ebb,-1.6
2019-01-17 22:45, slack,-
2019-01-18 01:56, flood,0.9
2019-01-18 05:00, slack,-
2019-01-18 07:05, ebb,-0.2
2019-01-18 10:21, slack,-
2019-01-18 12:50, flood,0.2
2019-01-18 12:54, slack,-
2019-01-18 18:29, ebb,-1.7
2019-01-18 23:15, slack,-
2019-01-19 02:38, flood,1.1
2019-01-19 05:42, slack,-
2019-01-19 08:05, ebb,-0.2
2019-01-19 11:57, slack,-
2019-01-19 13:50, flood,0.1
2019-01-19 13:36, slack,-
2019-01-19 19:05, ebb,-1.8
2019-01-19 23:57, slack,-
2019-01-20 03:20, flood,1.3
2019-01-20 06:18, slack,-
2019-01-20 08:59, ebb,-0.3
2019-01-20 13:03, slack,-
2019-01-20 14:44, flood,0.1
2019-01-20 14:30, slack,-
2019-01-20 19:53, ebb,-1.8
2019-01-21 00:39, slack,-
2019-01-21 04:02, flood,1.4
2019-01-21 06:54, slack,-
2019-01-21 09:47, ebb,-0.4
2019-01-21 13:57, slack,-
2019-01-21 15:32, flood,0.2
2019-01-21 15:24, slack,-
2019-01-21 20:35, ebb,-1.8
2019-01-22 01:21, slack,-
2019-01-22 04:44, flood,1.4
2019-01-22 07:30, slack,-
2019-01-22 10:41, ebb,-0.5
2019-01-22 14:51, slack,-
2019-01-22 16:26, flood,0.2
2019-01-22 16:18, slack,-
2019-01-22 21:23, ebb,-1.7
2019-01-23 02:09, slack,-
2019-01-23 05:26, flood,1.4
2019-01-23 08:06, slack,-
2019-01-23 11:29, ebb,-0.7
2019-01-23 15:51, slack,-
2019-01-23 17:26, flood,0.2
2019-01-23 17:12, slack,-
2019-01-23 22:17, ebb,-1.5
2019-01-24 02:51, slack,-
2019-01-24 06:14, flood,1.3
2019-01-24 08:42, slack,-
2019-01-24 12:23, ebb,-0.8
2019-01-24 16:51, slack,-
2019-01-24 18:20, flood,0.2
2019-01-24 18:12, slack,-
2019-01-24 23:11, ebb,-1.2
2019-01-25 03:39, slack,-
2019-01-25 07:02, flood,1.2
2019-01-25 09:18, slack,-
2019-01-25 13:11, ebb,-0.9
2019-01-25 17:57, slack,-
2019-01-25 19:26, flood,0.2
2019-01-25 19:30, slack,-
2019-01-26 00:11, ebb,-1.0
2019-01-26 04:27, slack,-
2019-01-26 07:50, flood,1.0
2019-01-26 09:54, slack,-
2019-01-26 13:59, ebb,-1.1
2019-01-26 18:57, slack,-
2019-01-26 20:32, flood,0.2
2019-01-26 21:06, slack,-
2019-01-27 01:23, ebb,-0.7
2019-01-27 05:21, slack,-
2019-01-27 08:38, flood,0.8
2019-01-27 10:30, slack,-
2019-01-27 14:53, ebb,-1.2
2019-01-27 19:45, slack,-
2019-01-27 21:50, flood,0.3
2019-01-27 23:12, slack,-
2019-01-28 02:47, ebb,-0.5
2019-01-28 06:27, slack,-
2019-01-28 09:32, flood,0.6
2019-01-28 11:00, slack,-
2019-01-28 15:41, ebb,-1.3
2019-01-28 20:39, slack,-
2019-01-28 23:20, flood,0.5
2019-01-29 01:24, slack,-
2019-01-29 04:17, ebb,-0.3
2019-01-29 07:51, slack,-
2019-01-29 10:26, flood,0.3
2019-01-29 11:24, slack,-
2019-01-29 16:29, ebb,-1.4
2019-01-29 21:21, slack,-
2019-01-30 00:44, flood,0.6
2019-01-30 03:18, slack,-
2019-01-30 05:47, ebb,-0.3
2019-01-30 09:39, slack,-
2019-01-30 11:26, flood,0.1
2019-01-30 11:42, slack,-
2019-01-30 17:17, ebb,-1.4
2019-01-30 22:09, slack,-
2019-01-31 01:44, flood,0.8
2019-01-31 04:30, slack,-
2019-01-31 07:35, ebb,-0.3
2019-01-31 11:45, slack,-
2019-01-31 17:59, ebb,-1.4
2019-01-31 22:51, slack,-
2019-02-01 02:32, flood,0.9
2019-02-01 05:30, slack,-
2019-02-01 08:53, ebb,-0.3
2019-02-01 12:17, slack,-
2019-02-01 18:41, ebb,-1.5
2019-02-01 23:33, slack,-
2019-02-02 03:08, flood,1.0
2019-02-02 06:18, slack,-
2019-02-02 09:47, ebb,-0.3
2019-02-02 13:05, slack,-
2019-02-02 19:17, ebb,-1.5
2019-02-03 00:15, slack,-
2019-02-03 03:38, flood,1.0
2019-02-03 06:48, slack,-
2019-02-03 10:29, ebb,-0.3
2019-02-03 13:41, slack,-
2019-02-03 19:53, ebb,-1.4
2019-02-04 00:51, slack,-
2019-02-04 04:08, flood,1.0
2019-02-04 07:12, slack,-
2019-02-04 10:35, ebb,-0.3
2019-02-04 15:03, slack,-
2019-02-04 20:29, ebb,-1.4
2019-02-05 01:27, slack,-
2019-02-05 04:38, flood,1.0
2019-02-05 07:24, slack,-
2019-02-05 10:35, ebb,-0.3
2019-02-05 15:09, slack,-
2019-02-05 20:59, ebb,-1.3
2019-02-06 01:57, slack,-
2019-02-06 05:08, flood,1.0
2019-02-06 07:42, slack,-
2019-02-06 11:05, ebb,-0.4
