Year,Month,Day,net_move,Station
2020,10,01,4.515,9448772
2020,10,02,5.606999999999999,9448772
2020,10,03,5.5649999999999995,9448772
2020,10,04,5.412,9448772
2020,10,05,3.12,9448772
2020,10,06,4.752999999999999,9448772
2020,10,07,4.353999999999999,9448772
2020,10,08,4.260999999999999,9448772
2020,10,09,3.95,9448772
2020,10,10,4.722,9448772
2020,10,11,4.4079999999999995,9448772
2020,10,12,4.61,9448772
2020,10,13,5.194,9448772
2020,10,14,6.020999999999999,9448772
2020,10,15,6.854,9448772
2020,10,16,7.535,9448772
2020,10,17,7.945,9448772
2020,10,18,7.997,9448772
2020,10,19,4.679,9448772
2020,10,20,7.188,9448772
2020,10,21,6.507,9448772
2020,10,22,5.9079999999999995,9448772
2020,10,23,5.483,9448772
2020,10,24,4.961,9448772
2020,10,25,4.584,9448772
2020,10,26,4.532,9448772
2020,10,27,4.691000000000001,9448772
2020,10,28,4.922,9448772
2020,10,29,5.163,9448772
2020,10,30,5.401,9448772
2020,10,31,5.6049999999999995,9448772
