Year,Month,Day,net_move,Station
2020,10,01,3.348,9449988
2020,10,02,4.0169999999999995,9449988
2020,10,03,3.947,9449988
2020,10,04,3.825,9449988
2020,10,05,2.212,9449988
2020,10,06,3.424,9449988
2020,10,07,3.3000000000000007,9449988
2020,10,08,3.2680000000000002,9449988
2020,10,09,3.1639999999999997,9449988
2020,10,10,3.3579999999999997,9449988
2020,10,11,3.4669999999999996,9449988
2020,10,12,4.234,9449988
2020,10,13,3.8180000000000005,9449988
2020,10,14,4.407,9449988
2020,10,15,4.891,9449988
2020,10,16,5.324999999999999,9449988
2020,10,17,5.636,9449988
2020,10,18,5.748,9449988
2020,10,19,3.334,9449988
2020,10,20,5.369,9449988
2020,10,21,5.03,9449988
2020,10,22,4.622999999999999,9449988
2020,10,23,3.925,9449988
2020,10,24,3.865,9449988
2020,10,25,4.354,9449988
2020,10,26,3.383,9449988
2020,10,27,3.5100000000000002,9449988
2020,10,28,3.658,9449988
2020,10,29,3.833,9449988
2020,10,30,4.014,9449988
2020,10,31,4.175,9449988
