Year,Month,Day,net_move,Station
2020,10,01,4.362,9449834
2020,10,02,5.415,9449834
2020,10,03,5.3759999999999994,9449834
2020,10,04,3.3299999999999996,9449834
2020,10,05,4.91,9449834
2020,10,06,4.587,9449834
2020,10,07,4.204000000000001,9449834
2020,10,08,4.125,9449834
2020,10,09,3.822,9449834
2020,10,10,4.57,9449834
2020,10,11,4.261,9449834
2020,10,12,4.456,9449834
2020,10,13,5.018,9449834
2020,10,14,5.82,9449834
2020,10,15,6.628,9449834
2020,10,16,7.289,9449834
2020,10,17,7.683,9449834
2020,10,18,7.736,9449834
2020,10,19,4.523,9449834
2020,10,20,6.949,9449834
2020,10,21,6.292,9449834
2020,10,22,5.721,9449834
2020,10,23,5.306,9449834
2020,10,24,4.7989999999999995,9449834
2020,10,25,4.428,9449834
2020,10,26,4.377,9449834
2020,10,27,4.53,9449834
2020,10,28,4.752999999999999,9449834
2020,10,29,4.989,9449834
2020,10,30,5.22,9449834
2020,10,31,5.417,9449834
