Year,Month,Day,net_move,Station
2020,11,01,3.8109999999999995,9448918
2020,11,02,6.033,9448918
2020,11,03,3.4869999999999997,9448918
2020,11,04,5.713,9448918
2020,11,05,5.459999999999999,9448918
2020,11,06,4.855,9448918
2020,11,07,5.11,9448918
2020,11,08,4.888,9448918
2020,11,09,5.781,9448918
2020,11,10,4.824,9448918
2020,11,11,5.473000000000001,9448918
2020,11,12,6.263999999999999,9448918
2020,11,13,7.134,9448918
2020,11,14,7.878,9448918
2020,11,15,8.338999999999999,9448918
2020,11,16,8.425,9448918
2020,11,17,4.884,9448918
2020,11,18,7.82,9448918
2020,11,19,7.144,9448918
2020,11,20,6.453,9448918
2020,11,21,5.813,9448918
2020,11,22,5.231,9448918
2020,11,23,4.473,9448918
2020,11,24,4.41,9448918
2020,11,25,4.571000000000001,9448918
2020,11,26,4.91,9448918
2020,11,27,5.311,9448918
2020,11,28,5.708,9448918
2020,11,29,6.045,9448918
2020,11,30,6.2730000000000015,9448918
