Year,Month,Day,net_move,Station
2020,11,01,3.1500000000000004,9449856
2020,11,02,4.965999999999999,9449856
2020,11,03,4.8740000000000006,9449856
2020,11,04,2.62,9449856
2020,11,05,4.444,9449856
2020,11,06,4.641,9449856
2020,11,07,4.629,9449856
2020,11,08,4.5200000000000005,9449856
2020,11,09,4.291,9449856
2020,11,10,5.461,9449856
2020,11,11,4.224,9449856
2020,11,12,5.143000000000001,9449856
2020,11,13,5.869,9449856
2020,11,14,6.545,9449856
2020,11,15,7.013,9449856
2020,11,16,7.176,9449856
2020,11,17,7.01,9449856
2020,11,18,3.751,9449856
2020,11,19,5.878,9449856
2020,11,20,5.704,9449856
2020,11,21,5.1530000000000005,9449856
2020,11,22,4.5329999999999995,9449856
2020,11,23,5.252,9449856
2020,11,24,3.5879999999999996,9449856
2020,11,25,3.8210000000000006,9449856
2020,11,26,4.136,9449856
2020,11,27,4.534,9449856
2020,11,28,4.929,9449856
2020,11,29,5.254999999999999,9449856
2020,11,30,5.471,9449856
