Year,Month,Day,net_move,Station
2020,10,01,5.186,9449161
2020,10,02,6.255000000000001,9449161
2020,10,03,4.154,9449161
2020,10,04,5.7589999999999995,9449161
2020,10,05,5.433,9449161
2020,10,06,5.082,9449161
2020,10,07,4.771,9449161
2020,10,08,4.585,9449161
2020,10,09,4.2410000000000005,9449161
2020,10,10,4.699,9449161
2020,10,11,4.8709999999999996,9449161
2020,10,12,6.119,9449161
2020,10,13,5.859,9449161
2020,10,14,6.6610000000000005,9449161
2020,10,15,7.481000000000001,9449161
2020,10,16,8.172,9449161
2020,10,17,8.617,9449161
2020,10,18,5.641,9449161
2020,10,19,8.447,9449161
2020,10,20,8.039,9449161
2020,10,21,7.436,9449161
2020,10,22,6.801,9449161
2020,10,23,5.369,9449161
2020,10,24,5.606,9449161
2020,10,25,6.459,9449161
2020,10,26,5.234999999999999,9449161
2020,10,27,5.395999999999999,9449161
2020,10,28,5.656,9449161
2020,10,29,5.922000000000001,9449161
2020,10,30,6.144,9449161
2020,10,31,6.292,9449161
