Year,Month,Day,Amplitude,Station
2021,10,01,4,PUG1704
2021,10,02,4.2,PUG1704
2021,10,03,4.3,PUG1704
2021,10,04,4.5,PUG1704
2021,10,05,4.9,PUG1704
2021,10,06,5.2,PUG1704
2021,10,07,5.3,PUG1704
2021,10,08,5.800000000000001,PUG1704
2021,10,09,6,PUG1704
2021,10,10,6.1,PUG1704
2021,10,11,4.199999999999999,PUG1704
2021,10,12,5.7,PUG1704
2021,10,13,5.3,PUG1704
2021,10,14,5,PUG1704
2021,10,15,4.6,PUG1704
2021,10,16,4.8,PUG1704
2021,10,17,5,PUG1704
2021,10,18,5,PUG1704
2021,10,19,4.9,PUG1704
2021,10,20,5.1,PUG1704
2021,10,21,5.1,PUG1704
2021,10,22,5,PUG1704
2021,10,23,5,PUG1704
2021,10,24,4.9,PUG1704
2021,10,25,4.7,PUG1704
2021,10,26,3.3,PUG1704
2021,10,27,4.5,PUG1704
2021,10,28,4.2,PUG1704
2021,10,29,3.8,PUG1704
2021,10,30,3.8000000000000003,PUG1704
2021,10,31,3.8000000000000003,PUG1704
2021,11,01,4.2,PUG1704
2021,11,02,4.5,PUG1704
2021,11,03,4.9,PUG1704
2021,11,04,5.7,PUG1704
2021,11,05,6.3,PUG1704
2021,11,06,6.8,PUG1704
2021,11,07,6.9,PUG1704
2021,11,08,6.6,PUG1704
2021,11,09,6,PUG1704
2021,11,10,5.4,PUG1704
2021,11,11,4.4,PUG1704
2021,11,12,4.3,PUG1704
2021,11,13,4.5,PUG1704
2021,11,14,4.6,PUG1704
2021,11,15,4.6,PUG1704
2021,11,16,4.800000000000001,PUG1704
2021,11,17,5.199999999999999,PUG1704
2021,11,18,5.4,PUG1704
2021,11,19,5.5,PUG1704
2021,11,20,5.5,PUG1704
2021,11,21,5.5,PUG1704
2021,11,22,5.5,PUG1704
2021,11,23,5.3,PUG1704
2021,11,24,5,PUG1704
2021,11,25,4.6,PUG1704
2021,11,26,4,PUG1704
2021,11,27,4,PUG1704
2021,11,28,4,PUG1704
2021,11,29,4.2,PUG1704
2021,11,30,4.5,PUG1704
2021,12,01,4.699999999999999,PUG1704
2021,12,02,5.7,PUG1704
2021,12,03,6.5,PUG1704
2021,12,04,7.1,PUG1704
2021,12,05,7.3,PUG1704
2021,12,06,7.2,PUG1704
2021,12,07,6.6,PUG1704
2021,12,08,5.9,PUG1704
2021,12,09,5.1,PUG1704
2021,12,10,4.6,PUG1704
2021,12,11,4.4,PUG1704
2021,12,12,4.3,PUG1704
2021,12,13,4.4,PUG1704
2021,12,14,4.8,PUG1704
2021,12,15,4,PUG1704
2021,12,16,5.2,PUG1704
2021,12,17,5.5,PUG1704
2021,12,18,5.699999999999999,PUG1704
2021,12,19,5.9,PUG1704
2021,12,20,5.8,PUG1704
2021,12,21,5.7,PUG1704
2021,12,22,5.5,PUG1704
2021,12,23,5.3,PUG1704
2021,12,24,4.9,PUG1704
2021,12,25,4.6,PUG1704
2021,12,26,4.5,PUG1704
2021,12,27,4.4,PUG1704
2021,12,28,4.4,PUG1704
2021,12,29,5.199999999999999,PUG1704
2021,12,30,4.7,PUG1704
2021,12,31,6.4,PUG1704
