Year,Month,Day,Amplitude,Station
2021,10,01,4.4,PCT2026
2021,10,02,4.800000000000001,PCT2026
2021,10,03,5.3,PCT2026
2021,10,04,5.3,PCT2026
2021,10,05,5.1,PCT2026
2021,10,06,4.9,PCT2026
2021,10,07,5.1,PCT2026
2021,10,08,5.800000000000001,PCT2026
2021,10,09,6.2,PCT2026
2021,10,10,6.300000000000001,PCT2026
2021,10,11,3.9000000000000004,PCT2026
2021,10,12,6,PCT2026
2021,10,13,5.6,PCT2026
2021,10,14,5.199999999999999,PCT2026
2021,10,15,5.1,PCT2026
2021,10,16,5.1,PCT2026
2021,10,17,5.1,PCT2026
2021,10,18,5.1,PCT2026
2021,10,19,4.9,PCT2026
2021,10,20,4.9,PCT2026
2021,10,21,5.3,PCT2026
2021,10,22,5.5,PCT2026
2021,10,23,5.5,PCT2026
2021,10,24,5.300000000000001,PCT2026
2021,10,25,4.9,PCT2026
2021,10,26,4.6,PCT2026
2021,10,27,2.6,PCT2026
2021,10,28,4.300000000000001,PCT2026
2021,10,29,4.300000000000001,PCT2026
2021,10,30,4.4,PCT2026
2021,10,31,4.4,PCT2026
2021,11,01,4.3,PCT2026
2021,11,02,4.6,PCT2026
2021,11,03,4.9,PCT2026
2021,11,04,5.800000000000001,PCT2026
2021,11,05,6.699999999999999,PCT2026
2021,11,06,7.2,PCT2026
2021,11,07,7.3,PCT2026
2021,11,08,7,PCT2026
2021,11,09,6.5,PCT2026
2021,11,10,5.8,PCT2026
2021,11,11,4.4,PCT2026
2021,11,12,5,PCT2026
2021,11,13,4.5,PCT2026
2021,11,14,4.7,PCT2026
2021,11,15,4.699999999999999,PCT2026
2021,11,16,4.5,PCT2026
2021,11,17,5.1,PCT2026
2021,11,18,5.8,PCT2026
2021,11,19,6.1,PCT2026
2021,11,20,6.2,PCT2026
2021,11,21,6,PCT2026
2021,11,22,5.8,PCT2026
2021,11,23,5.5,PCT2026
2021,11,24,5.1,PCT2026
2021,11,25,4.8,PCT2026
2021,11,26,3.4,PCT2026
2021,11,27,4.6,PCT2026
2021,11,28,4.2,PCT2026
2021,11,29,4.2,PCT2026
2021,11,30,4.3,PCT2026
2021,12,01,4.5,PCT2026
2021,12,02,6,PCT2026
2021,12,03,7,PCT2026
2021,12,04,7.6,PCT2026
2021,12,05,7.9,PCT2026
2021,12,06,7.7,PCT2026
2021,12,07,7.2,PCT2026
2021,12,08,6.6,PCT2026
2021,12,09,5.8,PCT2026
2021,12,10,4.800000000000001,PCT2026
2021,12,11,4.699999999999999,PCT2026
2021,12,12,4.5,PCT2026
2021,12,13,4.3,PCT2026
2021,12,14,4.7,PCT2026
2021,12,15,3.6999999999999997,PCT2026
2021,12,16,5.5,PCT2026
2021,12,17,6,PCT2026
2021,12,18,6.300000000000001,PCT2026
2021,12,19,6.4,PCT2026
2021,12,20,6.2,PCT2026
2021,12,21,6.2,PCT2026
2021,12,22,6,PCT2026
2021,12,23,5.800000000000001,PCT2026
2021,12,24,5.4,PCT2026
2021,12,25,4.699999999999999,PCT2026
2021,12,26,4.1,PCT2026
2021,12,27,4.1,PCT2026
2021,12,28,4.1,PCT2026
2021,12,29,5.3,PCT2026
2021,12,30,4.2,PCT2026
2021,12,31,6.7,PCT2026
