Year,Month,Day,Amplitude,Station
2021,10,01,1.9,PUG1722
2021,10,02,2,PUG1722
2021,10,03,2.2,PUG1722
2021,10,04,2.5,PUG1722
2021,10,05,2.7,PUG1722
2021,10,06,2.7,PUG1722
2021,10,07,2.9000000000000004,PUG1722
2021,10,08,3.2,PUG1722
2021,10,09,3.3,PUG1722
2021,10,10,3.3,PUG1722
2021,10,11,2.0999999999999996,PUG1722
2021,10,12,3,PUG1722
2021,10,13,2.8,PUG1722
2021,10,14,2.5,PUG1722
2021,10,15,2.4000000000000004,PUG1722
2021,10,16,2.5,PUG1722
2021,10,17,2.5,PUG1722
2021,10,18,2.5,PUG1722
2021,10,19,2.4000000000000004,PUG1722
2021,10,20,2.5,PUG1722
2021,10,21,2.6,PUG1722
2021,10,22,2.6,PUG1722
2021,10,23,2.5,PUG1722
2021,10,24,2.5,PUG1722
2021,10,25,2.4000000000000004,PUG1722
2021,10,26,1.6,PUG1722
2021,10,27,2.3,PUG1722
2021,10,28,2.1,PUG1722
2021,10,29,2,PUG1722
2021,10,30,2,PUG1722
2021,10,31,2.2,PUG1722
2021,11,01,2.3,PUG1722
2021,11,02,2.5,PUG1722
2021,11,03,2.7,PUG1722
2021,11,04,3.0999999999999996,PUG1722
2021,11,05,3.5,PUG1722
2021,11,06,3.5999999999999996,PUG1722
2021,11,07,3.5999999999999996,PUG1722
2021,11,08,3.5,PUG1722
2021,11,09,3.1,PUG1722
2021,11,10,2.3,PUG1722
2021,11,11,2.7,PUG1722
2021,11,12,2.3,PUG1722
2021,11,13,2.4,PUG1722
2021,11,14,2.3,PUG1722
2021,11,15,2.3,PUG1722
2021,11,16,2.4000000000000004,PUG1722
2021,11,17,2.5,PUG1722
2021,11,18,2.7,PUG1722
2021,11,19,2.7,PUG1722
2021,11,20,2.7,PUG1722
2021,11,21,2.7,PUG1722
2021,11,22,2.7,PUG1722
2021,11,23,2.6,PUG1722
2021,11,24,2.5,PUG1722
2021,11,25,2.3,PUG1722
2021,11,26,2.1,PUG1722
2021,11,27,2.1,PUG1722
2021,11,28,2.2,PUG1722
2021,11,29,2.3,PUG1722
2021,11,30,2.5,PUG1722
2021,12,01,2.6,PUG1722
2021,12,02,3.1,PUG1722
2021,12,03,3.5,PUG1722
2021,12,04,3.7,PUG1722
2021,12,05,3.8,PUG1722
2021,12,06,3.7,PUG1722
2021,12,07,3.4000000000000004,PUG1722
2021,12,08,3,PUG1722
2021,12,09,2.6,PUG1722
2021,12,10,2.5,PUG1722
2021,12,11,2.3,PUG1722
2021,12,12,2.2,PUG1722
2021,12,13,2.1,PUG1722
2021,12,14,2,PUG1722
2021,12,15,2.4000000000000004,PUG1722
2021,12,16,2.5,PUG1722
2021,12,17,2.7,PUG1722
2021,12,18,2.8,PUG1722
2021,12,19,2.9,PUG1722
2021,12,20,2.9,PUG1722
2021,12,21,2.9,PUG1722
2021,12,22,2.8,PUG1722
2021,12,23,2.6,PUG1722
2021,12,24,2.5,PUG1722
2021,12,25,2.4,PUG1722
2021,12,26,2.3,PUG1722
2021,12,27,2.3,PUG1722
2021,12,28,2.4,PUG1722
2021,12,29,2.8,PUG1722
2021,12,30,2.5,PUG1722
2021,12,31,3.3,PUG1722
