Year,Month,Day,Amplitude,Station
2021,10,01,2.9,PCT2281
2021,10,02,3,PCT2281
2021,10,03,3.1999999999999997,PCT2281
2021,10,04,3.4,PCT2281
2021,10,05,3.5,PCT2281
2021,10,06,3.7,PCT2281
2021,10,07,3.8,PCT2281
2021,10,08,4.1000000000000005,PCT2281
2021,10,09,4.2,PCT2281
2021,10,10,3.2,PCT2281
2021,10,11,4.300000000000001,PCT2281
2021,10,12,4.300000000000001,PCT2281
2021,10,13,4.1,PCT2281
2021,10,14,3.7,PCT2281
2021,10,15,3.4,PCT2281
2021,10,16,3.3,PCT2281
2021,10,17,3.4,PCT2281
2021,10,18,3.2,PCT2281
2021,10,19,3.3,PCT2281
2021,10,20,3.3,PCT2281
2021,10,21,3.3,PCT2281
2021,10,22,3.3,PCT2281
2021,10,23,3.3,PCT2281
2021,10,24,3.3,PCT2281
2021,10,25,2.7,PCT2281
2021,10,26,3.1999999999999997,PCT2281
2021,10,27,3.1,PCT2281
2021,10,28,3,PCT2281
2021,10,29,2.8,PCT2281
2021,10,30,2.9000000000000004,PCT2281
2021,10,31,3.0999999999999996,PCT2281
2021,11,01,3.2,PCT2281
2021,11,02,3.4000000000000004,PCT2281
2021,11,03,3.7,PCT2281
2021,11,04,4.2,PCT2281
2021,11,05,4.5,PCT2281
2021,11,06,4.8,PCT2281
2021,11,07,4.8,PCT2281
2021,11,08,4.7,PCT2281
2021,11,09,3.3,PCT2281
2021,11,10,4.3,PCT2281
2021,11,11,3.8000000000000003,PCT2281
2021,11,12,3.3,PCT2281
2021,11,13,3.2,PCT2281
2021,11,14,3.0999999999999996,PCT2281
2021,11,15,3.1,PCT2281
2021,11,16,3.3,PCT2281
2021,11,17,3.4,PCT2281
2021,11,18,3.6,PCT2281
2021,11,19,3.6,PCT2281
2021,11,20,3.7,PCT2281
2021,11,21,3.8000000000000003,PCT2281
2021,11,22,3.8000000000000003,PCT2281
2021,11,23,3.7,PCT2281
2021,11,24,3.4,PCT2281
2021,11,25,3,PCT2281
2021,11,26,3,PCT2281
2021,11,27,2.9000000000000004,PCT2281
2021,11,28,2.9000000000000004,PCT2281
2021,11,29,3,PCT2281
2021,11,30,3.3000000000000003,PCT2281
2021,12,01,3.7,PCT2281
2021,12,02,4.2,PCT2281
2021,12,03,4.7,PCT2281
2021,12,04,5,PCT2281
2021,12,05,5.3,PCT2281
2021,12,06,5.1,PCT2281
2021,12,07,4.8,PCT2281
2021,12,08,4.2,PCT2281
2021,12,09,3.5,PCT2281
2021,12,10,3.4,PCT2281
2021,12,11,3.0999999999999996,PCT2281
2021,12,12,2.9,PCT2281
2021,12,13,3,PCT2281
2021,12,14,2.5999999999999996,PCT2281
2021,12,15,3.2,PCT2281
2021,12,16,3.4,PCT2281
2021,12,17,3.7,PCT2281
2021,12,18,3.9,PCT2281
2021,12,19,4,PCT2281
2021,12,20,4.1,PCT2281
2021,12,21,4,PCT2281
2021,12,22,3.8,PCT2281
2021,12,23,3.4,PCT2281
2021,12,24,3.2,PCT2281
2021,12,25,3.1,PCT2281
2021,12,26,3.0999999999999996,PCT2281
2021,12,27,3,PCT2281
2021,12,28,3.2,PCT2281
2021,12,29,3.7,PCT2281
2021,12,30,3.6999999999999997,PCT2281
2021,12,31,4.6,PCT2281
