Year,Month,Day,Amplitude,Station
2021,10,01,3.2,PCT2191
2021,10,02,3.4000000000000004,PCT2191
2021,10,03,3.5,PCT2191
2021,10,04,3.6,PCT2191
2021,10,05,3.5,PCT2191
2021,10,06,3.5,PCT2191
2021,10,07,3.5999999999999996,PCT2191
2021,10,08,4,PCT2191
2021,10,09,4.2,PCT2191
2021,10,10,3.7,PCT2191
2021,10,11,4.3,PCT2191
2021,10,12,4.3,PCT2191
2021,10,13,4.2,PCT2191
2021,10,14,4,PCT2191
2021,10,15,3.8,PCT2191
2021,10,16,3.6999999999999997,PCT2191
2021,10,17,3.5,PCT2191
2021,10,18,3.2,PCT2191
2021,10,19,3.2,PCT2191
2021,10,20,3.4,PCT2191
2021,10,21,3.6,PCT2191
2021,10,22,3.6,PCT2191
2021,10,23,3.6,PCT2191
2021,10,24,3.5,PCT2191
2021,10,25,3.4000000000000004,PCT2191
2021,10,26,3.1,PCT2191
2021,10,27,3.4000000000000004,PCT2191
2021,10,28,3.3,PCT2191
2021,10,29,3.2,PCT2191
2021,10,30,3.2,PCT2191
2021,10,31,3.2,PCT2191
2021,11,01,3.2,PCT2191
2021,11,02,3.3,PCT2191
2021,11,03,3.4,PCT2191
2021,11,04,4.1,PCT2191
2021,11,05,4.5,PCT2191
2021,11,06,4.8,PCT2191
2021,11,07,5,PCT2191
2021,11,08,5,PCT2191
2021,11,09,4.8,PCT2191
2021,11,10,4.1,PCT2191
2021,11,11,4.1,PCT2191
2021,11,12,3.5999999999999996,PCT2191
2021,11,13,3.3,PCT2191
2021,11,14,3.0999999999999996,PCT2191
2021,11,15,3.2,PCT2191
2021,11,16,2.5,PCT2191
2021,11,17,3.5,PCT2191
2021,11,18,3.8,PCT2191
2021,11,19,3.9,PCT2191
2021,11,20,4,PCT2191
2021,11,21,4.1,PCT2191
2021,11,22,4.1,PCT2191
2021,11,23,4.1,PCT2191
2021,11,24,3.9000000000000004,PCT2191
2021,11,25,3.7,PCT2191
2021,11,26,3.5,PCT2191
2021,11,27,3.2,PCT2191
2021,11,28,3,PCT2191
2021,11,29,2.9,PCT2191
2021,11,30,3.1,PCT2191
2021,12,01,3.8,PCT2191
2021,12,02,3.0999999999999996,PCT2191
2021,12,03,4.7,PCT2191
2021,12,04,5.2,PCT2191
2021,12,05,5.5,PCT2191
2021,12,06,5.5,PCT2191
2021,12,07,5.3,PCT2191
2021,12,08,4.9,PCT2191
2021,12,09,4.2,PCT2191
2021,12,10,3.7,PCT2191
2021,12,11,3.2,PCT2191
2021,12,12,2.7,PCT2191
2021,12,13,2.9000000000000004,PCT2191
2021,12,14,3.2,PCT2191
2021,12,15,2,PCT2191
2021,12,16,3.7,PCT2191
2021,12,17,3.9,PCT2191
2021,12,18,4.2,PCT2191
2021,12,19,4.4,PCT2191
2021,12,20,4.5,PCT2191
2021,12,21,4.5,PCT2191
2021,12,22,4.4,PCT2191
2021,12,23,4.1,PCT2191
2021,12,24,3.7,PCT2191
2021,12,25,3.5,PCT2191
2021,12,26,3.1,PCT2191
2021,12,27,2.9,PCT2191
2021,12,28,2.9,PCT2191
2021,12,29,3.7,PCT2191
2021,12,30,4.4,PCT2191
2021,12,31,3,PCT2191
