Year,Month,Day,net_move,Station
2019,11,01,3.1250000000000004,9449856
2019,11,02,4.729000000000001,9449856
2019,11,03,4.673,9449856
2019,11,04,4.308,9449856
2019,11,05,3.911,9449856
2019,11,06,4.724,9449856
2019,11,07,3.4419999999999997,9449856
2019,11,08,3.828,9449856
2019,11,09,4.184,9449856
2019,11,10,4.585,9449856
2019,11,11,4.962,9449856
2019,11,12,5.26,9449856
2019,11,13,5.449,9449856
2019,11,14,5.527999999999999,9449856
2019,11,15,5.510999999999999,9449856
2019,11,16,3.025,9449856
2019,11,17,5.058,9449856
2019,11,18,5.199999999999999,9449856
2019,11,19,4.949999999999999,9449856
2019,11,20,5.657,9449856
2019,11,21,4.847,9449856
2019,11,22,4.234,9449856
2019,11,23,5.142,9449856
2019,11,24,5.779,9449856
2019,11,25,6.33,9449856
2019,11,26,6.670999999999999,9449856
2019,11,27,6.7379999999999995,9449856
2019,11,28,6.536,9449856
2019,11,29,6.1240000000000006,9449856
2019,11,30,2.88,9449856
