Year,Month,Day,net_move,Station
2019,11,01,3.5380000000000003,9449771
2019,11,02,4.998,9449771
2019,11,03,5.035,9449771
2019,11,04,4.611,9449771
2019,11,05,4.17,9449771
2019,11,06,4.907,9449771
2019,11,07,3.913,9449771
2019,11,08,4.202,9449771
2019,11,09,4.577,9449771
2019,11,10,4.982,9449771
2019,11,11,5.373,9449771
2019,11,12,5.699999999999999,9449771
2019,11,13,5.925,9449771
2019,11,14,6.027,9449771
2019,11,15,3.4789999999999996,9449771
2019,11,16,5.968,9449771
2019,11,17,5.364,9449771
2019,11,18,5.643000000000001,9449771
2019,11,19,5.351,9449771
2019,11,20,6.212,9449771
2019,11,21,4.759,9449771
2019,11,22,5.006,9449771
2019,11,23,5.578,9449771
2019,11,24,6.234999999999999,9449771
2019,11,25,6.802999999999999,9449771
2019,11,26,7.16,9449771
2019,11,27,7.239999999999999,9449771
2019,11,28,7.045,9449771
2019,11,29,3.9689999999999994,9449771
2019,11,30,6.436,9449771
