Year,Month,Day,net_move,Station
2019,10,01,2.861,9448876
2019,10,02,7.1240000000000006,9448876
2019,10,03,6.418000000000001,9448876
2019,10,04,5.693999999999999,9448876
2019,10,05,5.173,9448876
2019,10,06,4.914,9448876
2019,10,07,4.813,9448876
2019,10,08,4.497,9448876
2019,10,09,4.837,9448876
2019,10,10,5.081,9448876
2019,10,11,5.36,9448876
2019,10,12,5.65,9448876
2019,10,13,5.9239999999999995,9448876
2019,10,14,6.122,9448876
2019,10,15,6.2010000000000005,9448876
2019,10,16,3.8569999999999998,9448876
2019,10,17,5.914999999999999,9448876
2019,10,18,5.672000000000001,9448876
2019,10,19,5.385,9448876
2019,10,20,5.147,9448876
2019,10,21,5.082,9448876
2019,10,22,5.213,9448876
2019,10,23,5.17,9448876
2019,10,24,5.792,9448876
2019,10,25,6.481,9448876
2019,10,26,7.198999999999999,9448876
2019,10,27,7.779,9448876
2019,10,28,8.099,9448876
2019,10,29,8.091,9448876
2019,10,30,4.859,9448876
2019,10,31,7.343999999999999,9448876
