Year,Month,Day,net_move,Station
2019,10,01,4.336,9449771
2019,10,02,6.095000000000001,9449771
2019,10,03,5.590000000000002,9449771
2019,10,04,5.0969999999999995,9449771
2019,10,05,4.709,9449771
2019,10,06,3.968,9449771
2019,10,07,4.853,9449771
2019,10,08,4.178,9449771
2019,10,09,4.298,9449771
2019,10,10,4.53,9449771
2019,10,11,4.775,9449771
2019,10,12,4.987,9449771
2019,10,13,5.147,9449771
2019,10,14,5.2490000000000006,9449771
2019,10,15,5.276000000000001,9449771
2019,10,16,3.232,9449771
2019,10,17,5.0329999999999995,9449771
2019,10,18,4.9270000000000005,9449771
2019,10,19,4.848,9449771
2019,10,20,4.839,9449771
2019,10,21,4.406,9449771
2019,10,22,5.545,9449771
2019,10,23,5.183999999999999,9449771
2019,10,24,4.927999999999999,9449771
2019,10,25,5.672000000000001,9449771
2019,10,26,6.253,9449771
2019,10,27,6.744000000000001,9449771
2019,10,28,7.058,9449771
2019,10,29,7.114000000000001,9449771
2019,10,30,4.202,9449771
2019,10,31,6.5600000000000005,9449771
