Year,Month,Day,net_move,Station
2019,10,01,2.81,9448918
2019,10,02,7.0249999999999995,9448918
2019,10,03,6.321,9448918
2019,10,04,5.598,9448918
2019,10,05,5.0809999999999995,9448918
2019,10,06,4.824999999999999,9448918
2019,10,07,4.724,9448918
2019,10,08,4.427,9448918
2019,10,09,4.7509999999999994,9448918
2019,10,10,4.9910000000000005,9448918
2019,10,11,5.272,9448918
2019,10,12,5.5600000000000005,9448918
2019,10,13,5.832,9448918
2019,10,14,6.026,9448918
2019,10,15,6.107,9448918
2019,10,16,3.786,9448918
2019,10,17,5.821,9448918
2019,10,18,5.578000000000001,9448918
2019,10,19,5.289999999999999,9448918
2019,10,20,5.054,9448918
2019,10,21,4.991,9448918
2019,10,22,5.122,9448918
2019,10,23,5.099,9448918
2019,10,24,5.702,9448918
2019,10,25,6.387,9448918
2019,10,26,7.101,9448918
2019,10,27,7.679,9448918
2019,10,28,7.995,9448918
2019,10,29,7.984999999999999,9448918
2019,10,30,4.779,9448918
2019,10,31,7.24,9448918
