Year,Month,Day,net_move,Station
2019,11,01,4.234999999999999,9448683
2019,11,02,6.238,9448683
2019,11,03,5.703,9448683
2019,11,04,5.24,9448683
2019,11,05,4.9,9448683
2019,11,06,4.295999999999999,9448683
2019,11,07,4.65,9448683
2019,11,08,4.96,9448683
2019,11,09,5.373,9448683
2019,11,10,5.8309999999999995,9448683
2019,11,11,6.257,9448683
2019,11,12,6.607,9448683
2019,11,13,6.839,9448683
2019,11,14,6.927999999999999,9448683
2019,11,15,6.856,9448683
2019,11,16,4.069000000000001,9448683
2019,11,17,6.508,9448683
2019,11,18,6.223,9448683
2019,11,19,5.976,9448683
2019,11,20,5.845000000000001,9448683
2019,11,21,5.272,9448683
2019,11,22,5.897,9448683
2019,11,23,6.5009999999999994,9448683
2019,11,24,7.189,9448683
2019,11,25,7.7589999999999995,9448683
2019,11,26,8.082,9448683
2019,11,27,8.114,9448683
2019,11,28,7.857,9448683
2019,11,29,7.363999999999999,9448683
2019,11,30,4.3709999999999996,9448683
