Year,Month,Day,net_move,Station
2019,11,01,3.5250000000000004,9449911
2019,11,02,4.977,9449911
2019,11,03,5.015000000000001,9449911
2019,11,04,4.586,9449911
2019,11,05,4.1370000000000005,9449911
2019,11,06,4.856999999999999,9449911
2019,11,07,3.8790000000000004,9449911
2019,11,08,4.16,9449911
2019,11,09,4.54,9449911
2019,11,10,4.9559999999999995,9449911
2019,11,11,5.356999999999999,9449911
2019,11,12,5.687,9449911
2019,11,13,5.904999999999999,9449911
2019,11,14,6.008,9449911
2019,11,15,3.465,9449911
2019,11,16,5.955,9449911
2019,11,17,5.352,9449911
2019,11,18,5.625,9449911
2019,11,19,5.339,9449911
2019,11,20,6.192,9449911
2019,11,21,4.748,9449911
2019,11,22,5.016,9449911
2019,11,23,5.5840000000000005,9449911
2019,11,24,6.246,9449911
2019,11,25,6.815999999999999,9449911
2019,11,26,7.167,9449911
2019,11,27,7.234,9449911
2019,11,28,7.023,9449911
2019,11,29,3.9530000000000003,9449911
2019,11,30,6.399000000000001,9449911
