point,longitude,latitude,grid_id,left_bound,top_bound,right_bound,bottom_bound
3834,-123.0925513,48.6320884,307,492958.5416,5387096.821,493958.5416,5386096.821
3835,-123.0858185,48.6320884,307,492958.5416,5387096.821,493958.5416,5386096.821
3906,-123.0925513,48.6365883,307,492958.5416,5387096.821,493958.5416,5386096.821
3907,-123.0858185,48.6365883,307,492958.5416,5387096.821,493958.5416,5386096.821
3690,-123.0925513,48.62308862,308,492958.5416,5386096.821,493958.5416,5385096.821
3691,-123.0858185,48.62308862,308,492958.5416,5386096.821,493958.5416,5385096.821
3762,-123.0925513,48.62758851,308,492958.5416,5386096.821,493958.5416,5385096.821
3763,-123.0858185,48.62758851,308,492958.5416,5386096.821,493958.5416,5385096.821
3546,-123.0925513,48.61408883,309,492958.5416,5385096.821,493958.5416,5384096.821
3547,-123.0858185,48.61408883,309,492958.5416,5385096.821,493958.5416,5384096.821
3618,-123.0925513,48.61858872,309,492958.5416,5385096.821,493958.5416,5384096.821
3619,-123.0858185,48.61858872,309,492958.5416,5385096.821,493958.5416,5384096.821
3402,-123.0925513,48.60508904,310,492958.5416,5384096.821,493958.5416,5383096.821
3403,-123.0858185,48.60508904,310,492958.5416,5384096.821,493958.5416,5383096.821
3474,-123.0925513,48.60958894,310,492958.5416,5384096.821,493958.5416,5383096.821
3475,-123.0858185,48.60958894,310,492958.5416,5384096.821,493958.5416,5383096.821
3258,-123.0925513,48.59608926,311,492958.5416,5383096.821,493958.5416,5382096.821
3259,-123.0858185,48.59608926,311,492958.5416,5383096.821,493958.5416,5382096.821
3330,-123.0925513,48.60058915,311,492958.5416,5383096.821,493958.5416,5382096.821
3331,-123.0858185,48.60058915,311,492958.5416,5383096.821,493958.5416,5382096.821
3114,-123.0925513,48.58708947,312,492958.5416,5382096.821,493958.5416,5381096.821
3115,-123.0858185,48.58708947,312,492958.5416,5382096.821,493958.5416,5381096.821
3186,-123.0925513,48.59158937,312,492958.5416,5382096.821,493958.5416,5381096.821
3187,-123.0858185,48.59158937,312,492958.5416,5382096.821,493958.5416,5381096.821
2970,-123.0925513,48.57808969,313,492958.5416,5381096.821,493958.5416,5380096.821
2971,-123.0858185,48.57808969,313,492958.5416,5381096.821,493958.5416,5380096.821
3042,-123.0925513,48.58258958,313,492958.5416,5381096.821,493958.5416,5380096.821
3043,-123.0858185,48.58258958,313,492958.5416,5381096.821,493958.5416,5380096.821
2826,-123.0925513,48.5690899,314,492958.5416,5380096.821,493958.5416,5379096.821
2827,-123.0858185,48.5690899,314,492958.5416,5380096.821,493958.5416,5379096.821
2898,-123.0925513,48.57358979,314,492958.5416,5380096.821,493958.5416,5379096.821
2899,-123.0858185,48.57358979,314,492958.5416,5380096.821,493958.5416,5379096.821
2682,-123.0925513,48.56009011,315,492958.5416,5379096.821,493958.5416,5378096.821
2683,-123.0858185,48.56009011,315,492958.5416,5379096.821,493958.5416,5378096.821
2754,-123.0925513,48.56459001,315,492958.5416,5379096.821,493958.5416,5378096.821
2755,-123.0858185,48.56459001,315,492958.5416,5379096.821,493958.5416,5378096.821
2538,-123.0925513,48.55109033,316,492958.5416,5378096.821,493958.5416,5377096.821
2539,-123.0858185,48.55109033,316,492958.5416,5378096.821,493958.5416,5377096.821
2610,-123.0925513,48.55559022,316,492958.5416,5378096.821,493958.5416,5377096.821
2611,-123.0858185,48.55559022,316,492958.5416,5378096.821,493958.5416,5377096.821
2394,-123.0925513,48.54209054,317,492958.5416,5377096.821,493958.5416,5376096.821
2395,-123.0858185,48.54209054,317,492958.5416,5377096.821,493958.5416,5376096.821
2466,-123.0925513,48.54659044,317,492958.5416,5377096.821,493958.5416,5376096.821
2467,-123.0858185,48.54659044,317,492958.5416,5377096.821,493958.5416,5376096.821
2250,-123.0925513,48.53309076,318,492958.5416,5376096.821,493958.5416,5375096.821
2251,-123.0858185,48.53309076,318,492958.5416,5376096.821,493958.5416,5375096.821
2322,-123.0925513,48.53759065,318,492958.5416,5376096.821,493958.5416,5375096.821
2323,-123.0858185,48.53759065,318,492958.5416,5376096.821,493958.5416,5375096.821
2106,-123.0925513,48.52409097,319,492958.5416,5375096.821,493958.5416,5374096.821
2107,-123.0858185,48.52409097,319,492958.5416,5375096.821,493958.5416,5374096.821
2178,-123.0925513,48.52859086,319,492958.5416,5375096.821,493958.5416,5374096.821
2179,-123.0858185,48.52859086,319,492958.5416,5375096.821,493958.5416,5374096.821
1962,-123.0925513,48.51509118,320,492958.5416,5374096.821,493958.5416,5373096.821
1963,-123.0858185,48.51509118,320,492958.5416,5374096.821,493958.5416,5373096.821
2034,-123.0925513,48.51959108,320,492958.5416,5374096.821,493958.5416,5373096.821
2035,-123.0858185,48.51959108,320,492958.5416,5374096.821,493958.5416,5373096.821
1818,-123.0925513,48.5060914,321,492958.5416,5373096.821,493958.5416,5372096.821
1819,-123.0858185,48.5060914,321,492958.5416,5373096.821,493958.5416,5372096.821
1890,-123.0925513,48.51059129,321,492958.5416,5373096.821,493958.5416,5372096.821
1891,-123.0858185,48.51059129,321,492958.5416,5373096.821,493958.5416,5372096.821
1674,-123.0925513,48.49709161,322,492958.5416,5372096.821,493958.5416,5371096.821
1675,-123.0858185,48.49709161,322,492958.5416,5372096.821,493958.5416,5371096.821
1746,-123.0925513,48.50159151,322,492958.5416,5372096.821,493958.5416,5371096.821
1747,-123.0858185,48.50159151,322,492958.5416,5372096.821,493958.5416,5371096.821
1530,-123.0925513,48.48809183,323,492958.5416,5371096.821,493958.5416,5370096.821
1531,-123.0858185,48.48809183,323,492958.5416,5371096.821,493958.5416,5370096.821
1602,-123.0925513,48.49259172,323,492958.5416,5371096.821,493958.5416,5370096.821
1603,-123.0858185,48.49259172,323,492958.5416,5371096.821,493958.5416,5370096.821
1386,-123.0925513,48.47909204,324,492958.5416,5370096.821,493958.5416,5369096.821
1387,-123.0858185,48.47909204,324,492958.5416,5370096.821,493958.5416,5369096.821
1458,-123.0925513,48.48359193,324,492958.5416,5370096.821,493958.5416,5369096.821
1459,-123.0858185,48.48359193,324,492958.5416,5370096.821,493958.5416,5369096.821
1242,-123.0925513,48.47009226,325,492958.5416,5369096.821,493958.5416,5368096.821
1243,-123.0858185,48.47009226,325,492958.5416,5369096.821,493958.5416,5368096.821
1314,-123.0925513,48.47459215,325,492958.5416,5369096.821,493958.5416,5368096.821
1315,-123.0858185,48.47459215,325,492958.5416,5369096.821,493958.5416,5368096.821
1098,-123.0925513,48.46109247,326,492958.5416,5368096.821,493958.5416,5367096.821
1099,-123.0858185,48.46109247,326,492958.5416,5368096.821,493958.5416,5367096.821
1170,-123.0925513,48.46559236,326,492958.5416,5368096.821,493958.5416,5367096.821
1171,-123.0858185,48.46559236,326,492958.5416,5368096.821,493958.5416,5367096.821
954,-123.0925513,48.45209268,327,492958.5416,5367096.821,493958.5416,5366096.821
955,-123.0858185,48.45209268,327,492958.5416,5367096.821,493958.5416,5366096.821
1026,-123.0925513,48.45659258,327,492958.5416,5367096.821,493958.5416,5366096.821
1027,-123.0858185,48.45659258,327,492958.5416,5367096.821,493958.5416,5366096.821
810,-123.0925513,48.4430929,328,492958.5416,5366096.821,493958.5416,5365096.821
811,-123.0858185,48.4430929,328,492958.5416,5366096.821,493958.5416,5365096.821
882,-123.0925513,48.44759279,328,492958.5416,5366096.821,493958.5416,5365096.821
883,-123.0858185,48.44759279,328,492958.5416,5366096.821,493958.5416,5365096.821
666,-123.0925513,48.43409311,329,492958.5416,5365096.821,493958.5416,5364096.821
667,-123.0858185,48.43409311,329,492958.5416,5365096.821,493958.5416,5364096.821
738,-123.0925513,48.438593,329,492958.5416,5365096.821,493958.5416,5364096.821
739,-123.0858185,48.438593,329,492958.5416,5365096.821,493958.5416,5364096.821
522,-123.0925513,48.42509333,330,492958.5416,5364096.821,493958.5416,5363096.821
523,-123.0858185,48.42509333,330,492958.5416,5364096.821,493958.5416,5363096.821
594,-123.0925513,48.42959322,330,492958.5416,5364096.821,493958.5416,5363096.821
595,-123.0858185,48.42959322,330,492958.5416,5364096.821,493958.5416,5363096.821
378,-123.0925513,48.41609354,331,492958.5416,5363096.821,493958.5416,5362096.821
379,-123.0858185,48.41609354,331,492958.5416,5363096.821,493958.5416,5362096.821
450,-123.0925513,48.42059343,331,492958.5416,5363096.821,493958.5416,5362096.821
451,-123.0858185,48.42059343,331,492958.5416,5363096.821,493958.5416,5362096.821
234,-123.0925513,48.40709375,332,492958.5416,5362096.821,493958.5416,5361096.821
235,-123.0858185,48.40709375,332,492958.5416,5362096.821,493958.5416,5361096.821
306,-123.0925513,48.41159365,332,492958.5416,5362096.821,493958.5416,5361096.821
307,-123.0858185,48.41159365,332,492958.5416,5362096.821,493958.5416,5361096.821
90,-123.0925513,48.39809397,333,492958.5416,5361096.821,493958.5416,5360096.821
91,-123.0858185,48.39809397,333,492958.5416,5361096.821,493958.5416,5360096.821
162,-123.0925513,48.40259386,333,492958.5416,5361096.821,493958.5416,5360096.821
163,-123.0858185,48.40259386,333,492958.5416,5361096.821,493958.5416,5360096.821
5276,-123.0790857,48.72208626,334,493958.5416,5397096.821,494958.5416,5396096.821
5277,-123.0723529,48.72208626,334,493958.5416,5397096.821,494958.5416,5396096.821
5348,-123.0790857,48.72658616,334,493958.5416,5397096.821,494958.5416,5396096.821
5349,-123.0723529,48.72658616,334,493958.5416,5397096.821,494958.5416,5396096.821
5132,-123.0790857,48.71308648,335,493958.5416,5396096.821,494958.5416,5395096.821
5133,-123.0723529,48.71308648,335,493958.5416,5396096.821,494958.5416,5395096.821
5204,-123.0790857,48.71758637,335,493958.5416,5396096.821,494958.5416,5395096.821
5205,-123.0723529,48.71758637,335,493958.5416,5396096.821,494958.5416,5395096.821
4988,-123.0790857,48.70408669,336,493958.5416,5395096.821,494958.5416,5394096.821
4989,-123.0723529,48.70408669,336,493958.5416,5395096.821,494958.5416,5394096.821
5060,-123.0790857,48.70858658,336,493958.5416,5395096.821,494958.5416,5394096.821
5061,-123.0723529,48.70858658,336,493958.5416,5395096.821,494958.5416,5394096.821
4844,-123.0790857,48.6950869,337,493958.5416,5394096.821,494958.5416,5393096.821
4845,-123.0723529,48.6950869,337,493958.5416,5394096.821,494958.5416,5393096.821
4916,-123.0790857,48.6995868,337,493958.5416,5394096.821,494958.5416,5393096.821
4917,-123.0723529,48.6995868,337,493958.5416,5394096.821,494958.5416,5393096.821
4700,-123.0790857,48.68608712,338,493958.5416,5393096.821,494958.5416,5392096.821
4701,-123.0723529,48.68608712,338,493958.5416,5393096.821,494958.5416,5392096.821
4772,-123.0790857,48.69058701,338,493958.5416,5393096.821,494958.5416,5392096.821
4773,-123.0723529,48.69058701,338,493958.5416,5393096.821,494958.5416,5392096.821
4556,-123.0790857,48.67708733,339,493958.5416,5392096.821,494958.5416,5391096.821
4557,-123.0723529,48.67708733,339,493958.5416,5392096.821,494958.5416,5391096.821
4628,-123.0790857,48.68158723,339,493958.5416,5392096.821,494958.5416,5391096.821
4629,-123.0723529,48.68158723,339,493958.5416,5392096.821,494958.5416,5391096.821
4412,-123.0790857,48.66808755,340,493958.5416,5391096.821,494958.5416,5390096.821
4413,-123.0723529,48.66808755,340,493958.5416,5391096.821,494958.5416,5390096.821
4484,-123.0790857,48.67258744,340,493958.5416,5391096.821,494958.5416,5390096.821
4485,-123.0723529,48.67258744,340,493958.5416,5391096.821,494958.5416,5390096.821
4268,-123.0790857,48.65908776,341,493958.5416,5390096.821,494958.5416,5389096.821
4269,-123.0723529,48.65908776,341,493958.5416,5390096.821,494958.5416,5389096.821
4340,-123.0790857,48.66358765,341,493958.5416,5390096.821,494958.5416,5389096.821
4341,-123.0723529,48.66358765,341,493958.5416,5390096.821,494958.5416,5389096.821
4124,-123.0790857,48.65008797,342,493958.5416,5389096.821,494958.5416,5388096.821
4125,-123.0723529,48.65008797,342,493958.5416,5389096.821,494958.5416,5388096.821
4196,-123.0790857,48.65458787,342,493958.5416,5389096.821,494958.5416,5388096.821
4197,-123.0723529,48.65458787,342,493958.5416,5389096.821,494958.5416,5388096.821
3980,-123.0790857,48.64108819,343,493958.5416,5388096.821,494958.5416,5387096.821
3981,-123.0723529,48.64108819,343,493958.5416,5388096.821,494958.5416,5387096.821
4052,-123.0790857,48.64558808,343,493958.5416,5388096.821,494958.5416,5387096.821
4053,-123.0723529,48.64558808,343,493958.5416,5388096.821,494958.5416,5387096.821
3836,-123.0790857,48.6320884,344,493958.5416,5387096.821,494958.5416,5386096.821
3837,-123.0723529,48.6320884,344,493958.5416,5387096.821,494958.5416,5386096.821
3908,-123.0790857,48.6365883,344,493958.5416,5387096.821,494958.5416,5386096.821
3909,-123.0723529,48.6365883,344,493958.5416,5387096.821,494958.5416,5386096.821
3692,-123.0790857,48.62308862,345,493958.5416,5386096.821,494958.5416,5385096.821
3693,-123.0723529,48.62308862,345,493958.5416,5386096.821,494958.5416,5385096.821
3764,-123.0790857,48.62758851,345,493958.5416,5386096.821,494958.5416,5385096.821
3765,-123.0723529,48.62758851,345,493958.5416,5386096.821,494958.5416,5385096.821
3548,-123.0790857,48.61408883,346,493958.5416,5385096.821,494958.5416,5384096.821
3549,-123.0723529,48.61408883,346,493958.5416,5385096.821,494958.5416,5384096.821
3620,-123.0790857,48.61858872,346,493958.5416,5385096.821,494958.5416,5384096.821
3621,-123.0723529,48.61858872,346,493958.5416,5385096.821,494958.5416,5384096.821
3404,-123.0790857,48.60508904,347,493958.5416,5384096.821,494958.5416,5383096.821
3405,-123.0723529,48.60508904,347,493958.5416,5384096.821,494958.5416,5383096.821
3476,-123.0790857,48.60958894,347,493958.5416,5384096.821,494958.5416,5383096.821
3477,-123.0723529,48.60958894,347,493958.5416,5384096.821,494958.5416,5383096.821
3260,-123.0790857,48.59608926,348,493958.5416,5383096.821,494958.5416,5382096.821
3261,-123.0723529,48.59608926,348,493958.5416,5383096.821,494958.5416,5382096.821
3332,-123.0790857,48.60058915,348,493958.5416,5383096.821,494958.5416,5382096.821
3333,-123.0723529,48.60058915,348,493958.5416,5383096.821,494958.5416,5382096.821
3116,-123.0790857,48.58708947,349,493958.5416,5382096.821,494958.5416,5381096.821
3117,-123.0723529,48.58708947,349,493958.5416,5382096.821,494958.5416,5381096.821
3188,-123.0790857,48.59158937,349,493958.5416,5382096.821,494958.5416,5381096.821
3189,-123.0723529,48.59158937,349,493958.5416,5382096.821,494958.5416,5381096.821
2972,-123.0790857,48.57808969,350,493958.5416,5381096.821,494958.5416,5380096.821
2973,-123.0723529,48.57808969,350,493958.5416,5381096.821,494958.5416,5380096.821
3044,-123.0790857,48.58258958,350,493958.5416,5381096.821,494958.5416,5380096.821
3045,-123.0723529,48.58258958,350,493958.5416,5381096.821,494958.5416,5380096.821
2828,-123.0790857,48.5690899,351,493958.5416,5380096.821,494958.5416,5379096.821
2829,-123.0723529,48.5690899,351,493958.5416,5380096.821,494958.5416,5379096.821
2900,-123.0790857,48.57358979,351,493958.5416,5380096.821,494958.5416,5379096.821
2901,-123.0723529,48.57358979,351,493958.5416,5380096.821,494958.5416,5379096.821
2684,-123.0790857,48.56009011,352,493958.5416,5379096.821,494958.5416,5378096.821
2685,-123.0723529,48.56009011,352,493958.5416,5379096.821,494958.5416,5378096.821
2756,-123.0790857,48.56459001,352,493958.5416,5379096.821,494958.5416,5378096.821
2757,-123.0723529,48.56459001,352,493958.5416,5379096.821,494958.5416,5378096.821
2540,-123.0790857,48.55109033,353,493958.5416,5378096.821,494958.5416,5377096.821
2541,-123.0723529,48.55109033,353,493958.5416,5378096.821,494958.5416,5377096.821
2612,-123.0790857,48.55559022,353,493958.5416,5378096.821,494958.5416,5377096.821
2613,-123.0723529,48.55559022,353,493958.5416,5378096.821,494958.5416,5377096.821
2396,-123.0790857,48.54209054,354,493958.5416,5377096.821,494958.5416,5376096.821
2397,-123.0723529,48.54209054,354,493958.5416,5377096.821,494958.5416,5376096.821
2468,-123.0790857,48.54659044,354,493958.5416,5377096.821,494958.5416,5376096.821
2469,-123.0723529,48.54659044,354,493958.5416,5377096.821,494958.5416,5376096.821
2252,-123.0790857,48.53309076,355,493958.5416,5376096.821,494958.5416,5375096.821
2253,-123.0723529,48.53309076,355,493958.5416,5376096.821,494958.5416,5375096.821
2324,-123.0790857,48.53759065,355,493958.5416,5376096.821,494958.5416,5375096.821
2325,-123.0723529,48.53759065,355,493958.5416,5376096.821,494958.5416,5375096.821
2108,-123.0790857,48.52409097,356,493958.5416,5375096.821,494958.5416,5374096.821
2109,-123.0723529,48.52409097,356,493958.5416,5375096.821,494958.5416,5374096.821
2180,-123.0790857,48.52859086,356,493958.5416,5375096.821,494958.5416,5374096.821
2181,-123.0723529,48.52859086,356,493958.5416,5375096.821,494958.5416,5374096.821
1964,-123.0790857,48.51509118,357,493958.5416,5374096.821,494958.5416,5373096.821
1965,-123.0723529,48.51509118,357,493958.5416,5374096.821,494958.5416,5373096.821
2036,-123.0790857,48.51959108,357,493958.5416,5374096.821,494958.5416,5373096.821
2037,-123.0723529,48.51959108,357,493958.5416,5374096.821,494958.5416,5373096.821
1820,-123.0790857,48.5060914,358,493958.5416,5373096.821,494958.5416,5372096.821
1821,-123.0723529,48.5060914,358,493958.5416,5373096.821,494958.5416,5372096.821
1892,-123.0790857,48.51059129,358,493958.5416,5373096.821,494958.5416,5372096.821
1893,-123.0723529,48.51059129,358,493958.5416,5373096.821,494958.5416,5372096.821
1676,-123.0790857,48.49709161,359,493958.5416,5372096.821,494958.5416,5371096.821
1677,-123.0723529,48.49709161,359,493958.5416,5372096.821,494958.5416,5371096.821
1748,-123.0790857,48.50159151,359,493958.5416,5372096.821,494958.5416,5371096.821
1749,-123.0723529,48.50159151,359,493958.5416,5372096.821,494958.5416,5371096.821
1532,-123.0790857,48.48809183,360,493958.5416,5371096.821,494958.5416,5370096.821
1533,-123.0723529,48.48809183,360,493958.5416,5371096.821,494958.5416,5370096.821
1604,-123.0790857,48.49259172,360,493958.5416,5371096.821,494958.5416,5370096.821
1605,-123.0723529,48.49259172,360,493958.5416,5371096.821,494958.5416,5370096.821
1388,-123.0790857,48.47909204,361,493958.5416,5370096.821,494958.5416,5369096.821
1389,-123.0723529,48.47909204,361,493958.5416,5370096.821,494958.5416,5369096.821
1460,-123.0790857,48.48359193,361,493958.5416,5370096.821,494958.5416,5369096.821
1461,-123.0723529,48.48359193,361,493958.5416,5370096.821,494958.5416,5369096.821
1244,-123.0790857,48.47009226,362,493958.5416,5369096.821,494958.5416,5368096.821
1245,-123.0723529,48.47009226,362,493958.5416,5369096.821,494958.5416,5368096.821
1316,-123.0790857,48.47459215,362,493958.5416,5369096.821,494958.5416,5368096.821
1317,-123.0723529,48.47459215,362,493958.5416,5369096.821,494958.5416,5368096.821
1100,-123.0790857,48.46109247,363,493958.5416,5368096.821,494958.5416,5367096.821
1101,-123.0723529,48.46109247,363,493958.5416,5368096.821,494958.5416,5367096.821
1172,-123.0790857,48.46559236,363,493958.5416,5368096.821,494958.5416,5367096.821
1173,-123.0723529,48.46559236,363,493958.5416,5368096.821,494958.5416,5367096.821
956,-123.0790857,48.45209268,364,493958.5416,5367096.821,494958.5416,5366096.821
957,-123.0723529,48.45209268,364,493958.5416,5367096.821,494958.5416,5366096.821
1028,-123.0790857,48.45659258,364,493958.5416,5367096.821,494958.5416,5366096.821
1029,-123.0723529,48.45659258,364,493958.5416,5367096.821,494958.5416,5366096.821
812,-123.0790857,48.4430929,365,493958.5416,5366096.821,494958.5416,5365096.821
813,-123.0723529,48.4430929,365,493958.5416,5366096.821,494958.5416,5365096.821
884,-123.0790857,48.44759279,365,493958.5416,5366096.821,494958.5416,5365096.821
885,-123.0723529,48.44759279,365,493958.5416,5366096.821,494958.5416,5365096.821
668,-123.0790857,48.43409311,366,493958.5416,5365096.821,494958.5416,5364096.821
669,-123.0723529,48.43409311,366,493958.5416,5365096.821,494958.5416,5364096.821
740,-123.0790857,48.438593,366,493958.5416,5365096.821,494958.5416,5364096.821
741,-123.0723529,48.438593,366,493958.5416,5365096.821,494958.5416,5364096.821
524,-123.0790857,48.42509333,367,493958.5416,5364096.821,494958.5416,5363096.821
525,-123.0723529,48.42509333,367,493958.5416,5364096.821,494958.5416,5363096.821
596,-123.0790857,48.42959322,367,493958.5416,5364096.821,494958.5416,5363096.821
597,-123.0723529,48.42959322,367,493958.5416,5364096.821,494958.5416,5363096.821
380,-123.0790857,48.41609354,368,493958.5416,5363096.821,494958.5416,5362096.821
381,-123.0723529,48.41609354,368,493958.5416,5363096.821,494958.5416,5362096.821
452,-123.0790857,48.42059343,368,493958.5416,5363096.821,494958.5416,5362096.821
453,-123.0723529,48.42059343,368,493958.5416,5363096.821,494958.5416,5362096.821
236,-123.0790857,48.40709375,369,493958.5416,5362096.821,494958.5416,5361096.821
237,-123.0723529,48.40709375,369,493958.5416,5362096.821,494958.5416,5361096.821
308,-123.0790857,48.41159365,369,493958.5416,5362096.821,494958.5416,5361096.821
309,-123.0723529,48.41159365,369,493958.5416,5362096.821,494958.5416,5361096.821
92,-123.0790857,48.39809397,370,493958.5416,5361096.821,494958.5416,5360096.821
93,-123.0723529,48.39809397,370,493958.5416,5361096.821,494958.5416,5360096.821
164,-123.0790857,48.40259386,370,493958.5416,5361096.821,494958.5416,5360096.821
165,-123.0723529,48.40259386,370,493958.5416,5361096.821,494958.5416,5360096.821
5278,-123.0656201,48.72208626,371,494958.5416,5397096.821,495958.5416,5396096.821
5279,-123.0588872,48.72208626,371,494958.5416,5397096.821,495958.5416,5396096.821
5350,-123.0656201,48.72658616,371,494958.5416,5397096.821,495958.5416,5396096.821
5351,-123.0588872,48.72658616,371,494958.5416,5397096.821,495958.5416,5396096.821
5134,-123.0656201,48.71308648,372,494958.5416,5396096.821,495958.5416,5395096.821
5135,-123.0588872,48.71308648,372,494958.5416,5396096.821,495958.5416,5395096.821
5206,-123.0656201,48.71758637,372,494958.5416,5396096.821,495958.5416,5395096.821
5207,-123.0588872,48.71758637,372,494958.5416,5396096.821,495958.5416,5395096.821
4990,-123.0656201,48.70408669,373,494958.5416,5395096.821,495958.5416,5394096.821
4991,-123.0588872,48.70408669,373,494958.5416,5395096.821,495958.5416,5394096.821
5062,-123.0656201,48.70858658,373,494958.5416,5395096.821,495958.5416,5394096.821
5063,-123.0588872,48.70858658,373,494958.5416,5395096.821,495958.5416,5394096.821
4846,-123.0656201,48.6950869,374,494958.5416,5394096.821,495958.5416,5393096.821
4847,-123.0588872,48.6950869,374,494958.5416,5394096.821,495958.5416,5393096.821
4918,-123.0656201,48.6995868,374,494958.5416,5394096.821,495958.5416,5393096.821
4919,-123.0588872,48.6995868,374,494958.5416,5394096.821,495958.5416,5393096.821
4702,-123.0656201,48.68608712,375,494958.5416,5393096.821,495958.5416,5392096.821
4703,-123.0588872,48.68608712,375,494958.5416,5393096.821,495958.5416,5392096.821
4774,-123.0656201,48.69058701,375,494958.5416,5393096.821,495958.5416,5392096.821
4775,-123.0588872,48.69058701,375,494958.5416,5393096.821,495958.5416,5392096.821
4558,-123.0656201,48.67708733,376,494958.5416,5392096.821,495958.5416,5391096.821
4559,-123.0588872,48.67708733,376,494958.5416,5392096.821,495958.5416,5391096.821
4630,-123.0656201,48.68158723,376,494958.5416,5392096.821,495958.5416,5391096.821
4631,-123.0588872,48.68158723,376,494958.5416,5392096.821,495958.5416,5391096.821
4414,-123.0656201,48.66808755,377,494958.5416,5391096.821,495958.5416,5390096.821
4415,-123.0588872,48.66808755,377,494958.5416,5391096.821,495958.5416,5390096.821
4486,-123.0656201,48.67258744,377,494958.5416,5391096.821,495958.5416,5390096.821
4487,-123.0588872,48.67258744,377,494958.5416,5391096.821,495958.5416,5390096.821
4270,-123.0656201,48.65908776,378,494958.5416,5390096.821,495958.5416,5389096.821
4271,-123.0588872,48.65908776,378,494958.5416,5390096.821,495958.5416,5389096.821
4342,-123.0656201,48.66358765,378,494958.5416,5390096.821,495958.5416,5389096.821
4343,-123.0588872,48.66358765,378,494958.5416,5390096.821,495958.5416,5389096.821
4126,-123.0656201,48.65008797,379,494958.5416,5389096.821,495958.5416,5388096.821
4127,-123.0588872,48.65008797,379,494958.5416,5389096.821,495958.5416,5388096.821
4198,-123.0656201,48.65458787,379,494958.5416,5389096.821,495958.5416,5388096.821
4199,-123.0588872,48.65458787,379,494958.5416,5389096.821,495958.5416,5388096.821
3982,-123.0656201,48.64108819,380,494958.5416,5388096.821,495958.5416,5387096.821
3983,-123.0588872,48.64108819,380,494958.5416,5388096.821,495958.5416,5387096.821
4054,-123.0656201,48.64558808,380,494958.5416,5388096.821,495958.5416,5387096.821
4055,-123.0588872,48.64558808,380,494958.5416,5388096.821,495958.5416,5387096.821
3838,-123.0656201,48.6320884,381,494958.5416,5387096.821,495958.5416,5386096.821
3839,-123.0588872,48.6320884,381,494958.5416,5387096.821,495958.5416,5386096.821
3910,-123.0656201,48.6365883,381,494958.5416,5387096.821,495958.5416,5386096.821
3911,-123.0588872,48.6365883,381,494958.5416,5387096.821,495958.5416,5386096.821
3694,-123.0656201,48.62308862,382,494958.5416,5386096.821,495958.5416,5385096.821
3695,-123.0588872,48.62308862,382,494958.5416,5386096.821,495958.5416,5385096.821
3766,-123.0656201,48.62758851,382,494958.5416,5386096.821,495958.5416,5385096.821
3767,-123.0588872,48.62758851,382,494958.5416,5386096.821,495958.5416,5385096.821
3550,-123.0656201,48.61408883,383,494958.5416,5385096.821,495958.5416,5384096.821
3551,-123.0588872,48.61408883,383,494958.5416,5385096.821,495958.5416,5384096.821
3622,-123.0656201,48.61858872,383,494958.5416,5385096.821,495958.5416,5384096.821
3623,-123.0588872,48.61858872,383,494958.5416,5385096.821,495958.5416,5384096.821
3406,-123.0656201,48.60508904,384,494958.5416,5384096.821,495958.5416,5383096.821
3407,-123.0588872,48.60508904,384,494958.5416,5384096.821,495958.5416,5383096.821
3478,-123.0656201,48.60958894,384,494958.5416,5384096.821,495958.5416,5383096.821
3479,-123.0588872,48.60958894,384,494958.5416,5384096.821,495958.5416,5383096.821
3262,-123.0656201,48.59608926,385,494958.5416,5383096.821,495958.5416,5382096.821
3263,-123.0588872,48.59608926,385,494958.5416,5383096.821,495958.5416,5382096.821
3334,-123.0656201,48.60058915,385,494958.5416,5383096.821,495958.5416,5382096.821
3335,-123.0588872,48.60058915,385,494958.5416,5383096.821,495958.5416,5382096.821
3118,-123.0656201,48.58708947,386,494958.5416,5382096.821,495958.5416,5381096.821
3119,-123.0588872,48.58708947,386,494958.5416,5382096.821,495958.5416,5381096.821
3190,-123.0656201,48.59158937,386,494958.5416,5382096.821,495958.5416,5381096.821
3191,-123.0588872,48.59158937,386,494958.5416,5382096.821,495958.5416,5381096.821
2974,-123.0656201,48.57808969,387,494958.5416,5381096.821,495958.5416,5380096.821
2975,-123.0588872,48.57808969,387,494958.5416,5381096.821,495958.5416,5380096.821
3046,-123.0656201,48.58258958,387,494958.5416,5381096.821,495958.5416,5380096.821
3047,-123.0588872,48.58258958,387,494958.5416,5381096.821,495958.5416,5380096.821
2830,-123.0656201,48.5690899,388,494958.5416,5380096.821,495958.5416,5379096.821
2831,-123.0588872,48.5690899,388,494958.5416,5380096.821,495958.5416,5379096.821
2902,-123.0656201,48.57358979,388,494958.5416,5380096.821,495958.5416,5379096.821
2903,-123.0588872,48.57358979,388,494958.5416,5380096.821,495958.5416,5379096.821
2686,-123.0656201,48.56009011,389,494958.5416,5379096.821,495958.5416,5378096.821
2687,-123.0588872,48.56009011,389,494958.5416,5379096.821,495958.5416,5378096.821
2758,-123.0656201,48.56459001,389,494958.5416,5379096.821,495958.5416,5378096.821
2759,-123.0588872,48.56459001,389,494958.5416,5379096.821,495958.5416,5378096.821
2542,-123.0656201,48.55109033,390,494958.5416,5378096.821,495958.5416,5377096.821
