grid_id,left_bound,top_bound,right_bound,bottom_bound,latitude,longitude,lat_deg,long_deg,name,number,Direction,length(m),EW Joined layer_left,EW Joined layer_top,EW Joined layer_right,EW Joined layer_bottom,EW Joined layer_latitude,EW Joined layer_longitude,EW Joined layer_lat_deg,EW Joined layer_long_deg,EW Joined_name,EW Joined layer_number,EW Joined layer_Direction,EW Joined_length(m)
631,501958.5416,5396096.821,502958.5416,5395096.821,5395597,502459,48.713397,-122.966578,President Pass,22,NS,11373.8431,501958.5416,5396096.821,502958.5416,5395096.821,5395597,502459,48.713397,-122.966578,President Channel,3,EW,7219.8832
632,501958.5416,5395096.821,502958.5416,5394096.821,5394597,502459,48.704401,-122.966584,President Pass,22,NS,11373.8431,501958.5416,5395096.821,502958.5416,5394096.821,5394597,502459,48.704401,-122.966584,President Channel,6,EW,4594.4715
633,501958.5416,5394096.821,502958.5416,5393096.821,5393597,502459,48.695405,-122.96659,President Pass,22,NS,11373.8431,501958.5416,5394096.821,502958.5416,5393096.821,5393597,502459,48.695405,-122.96659,President Channel,9,EW,4360.3118
634,501958.5416,5393096.821,502958.5416,5392096.821,5392597,502459,48.686409,-122.966596,President Pass,22,NS,11373.8431,501958.5416,5393096.821,502958.5416,5392096.821,5392597,502459,48.686409,-122.966596,President Channel,12,EW,4172.5304
635,501958.5416,5392096.821,502958.5416,5391096.821,5391597,502459,48.677413,-122.966602,,,,,501958.5416,5392096.821,502958.5416,5391096.821,5391597,502459,48.677413,-122.966602,,,,
636,501958.5416,5391096.821,502958.5416,5390096.821,5390597,502459,48.668417,-122.966608,,,,,501958.5416,5391096.821,502958.5416,5390096.821,5390597,502459,48.668417,-122.966608,,,,
637,501958.5416,5390096.821,502958.5416,5389096.821,5389597,502459,48.65942,-122.966614,,,,,501958.5416,5390096.821,502958.5416,5389096.821,5389597,502459,48.65942,-122.966614,,,,
638,501958.5416,5389096.821,502958.5416,5388096.821,5388597,502459,48.650424,-122.96662,,,,,501958.5416,5389096.821,502958.5416,5388096.821,5388597,502459,48.650424,-122.96662,,,,
639,501958.5416,5388096.821,502958.5416,5387096.821,5387597,502459,48.641428,-122.966626,,,,,501958.5416,5388096.821,502958.5416,5387096.821,5387597,502459,48.641428,-122.966626,,,,
640,501958.5416,5387096.821,502958.5416,5386096.821,5386597,502459,48.632432,-122.966632,,,,,501958.5416,5387096.821,502958.5416,5386096.821,5386597,502459,48.632432,-122.966632,,,,
641,501958.5416,5386096.821,502958.5416,5385096.821,5385597,502459,48.623436,-122.966638,West Sound,75,NS,3706.0964,501958.5416,5386096.821,502958.5416,5385096.821,5385597,502459,48.623436,-122.966638,West Sound,50,EW,2555.0888
642,501958.5416,5385096.821,502958.5416,5384096.821,5384597,502459,48.614439,-122.966644,West Sound,75,NS,3706.0964,501958.5416,5385096.821,502958.5416,5384096.821,5384597,502459,48.614439,-122.966644,East Sound,109,EW,1778.2557
643,501958.5416,5384096.821,502958.5416,5383096.821,5383597,502459,48.605443,-122.96665,West Sound,75,NS,3706.0964,501958.5416,5384096.821,502958.5416,5383096.821,5383597,502459,48.605443,-122.96665,East Sound,110,EW,1703.792
644,501958.5416,5383096.821,502958.5416,5382096.821,5382597,502459,48.596447,-122.966656,West Sound,75,NS,3706.0964,501958.5416,5383096.821,502958.5416,5382096.821,5382597,502459,48.596447,-122.966656,Peavine Passage,112,EW,3222.602
645,501958.5416,5382096.821,502958.5416,5381096.821,5381597,502459,48.587451,-122.966661,,,,,501958.5416,5382096.821,502958.5416,5381096.821,5381597,502459,48.587451,-122.966661,,,,
646,501958.5416,5381096.821,502958.5416,5380096.821,5380597,502459,48.578454,-122.966667,,,,,501958.5416,5381096.821,502958.5416,5380096.821,5380597,502459,48.578454,-122.966667,,,,
647,501958.5416,5380096.821,502958.5416,5379096.821,5379597,502459,48.569458,-122.966673,,,,,501958.5416,5380096.821,502958.5416,5379096.821,5379597,502459,48.569458,-122.966673,,,,
648,501958.5416,5379096.821,502958.5416,5378096.821,5378597,502459,48.560462,-122.966679,,,,,501958.5416,5379096.821,502958.5416,5378096.821,5378597,502459,48.560462,-122.966679,,,,
649,501958.5416,5378096.821,502958.5416,5377096.821,5377597,502459,48.551466,-122.966685,,,,,501958.5416,5378096.821,502958.5416,5377096.821,5377597,502459,48.551466,-122.966685,San Juan Channel,92,EW,2878.1176
650,501958.5416,5377096.821,502958.5416,5376096.821,5376597,502459,48.542469,-122.966691,San Juan Channel,70,NS,9156.0798,501958.5416,5377096.821,502958.5416,5376096.821,5376597,502459,48.542469,-122.966691,San Juan Channel,93,EW,7009.4187
651,501958.5416,5376096.821,502958.5416,5375096.821,5375597,502459,48.533473,-122.966697,San Juan Channel,70,NS,9156.0798,501958.5416,5376096.821,502958.5416,5375096.821,5375597,502459,48.533473,-122.966697,San Juan Channel,94,EW,3690.3687
652,501958.5416,5375096.821,502958.5416,5374096.821,5374597,502459,48.524477,-122.966703,San Juan Channel,70,NS,9156.0798,501958.5416,5375096.821,502958.5416,5374096.821,5374597,502459,48.524477,-122.966703,San Juan Channel,96,EW,4224.2593
653,501958.5416,5374096.821,502958.5416,5373096.821,5373597,502459,48.51548,-122.966709,San Juan Channel,70,NS,9156.0798,501958.5416,5374096.821,502958.5416,5373096.821,5373597,502459,48.51548,-122.966709,San Juan Channel,98,EW,3690.661
654,501958.5416,5373096.821,502958.5416,5372096.821,5372597,502459,48.506484,-122.966715,San Juan Channel,70,NS,9156.0798,501958.5416,5373096.821,502958.5416,5372096.821,5372597,502459,48.506484,-122.966715,San Juan Channel,101,EW,5454.3193
655,501958.5416,5372096.821,502958.5416,5371096.821,5371597,502459,48.497487,-122.96672,San Juan Channel,70,NS,9156.0798,501958.5416,5372096.821,502958.5416,5371096.821,5371597,502459,48.497487,-122.96672,San Juan Channel,103,EW,5802.5139
656,501958.5416,5371096.821,502958.5416,5370096.821,5370597,502459,48.488491,-122.966726,San Juan Channel,70,NS,9156.0798,501958.5416,5371096.821,502958.5416,5370096.821,5370597,502459,48.488491,-122.966726,San Juan Channel,104,EW,5338.4719
657,501958.5416,5370096.821,502958.5416,5369096.821,5369597,502459,48.479495,-122.966732,San Juan Channel,70,NS,9156.0798,501958.5416,5370096.821,502958.5416,5369096.821,5369597,502459,48.479495,-122.966732,San Juan Channel,105,EW,4897.2825
658,501958.5416,5369096.821,502958.5416,5368096.821,5368597,502459,48.470498,-122.966738,San Juan Channel,70,NS,9156.0798,501958.5416,5369096.821,502958.5416,5368096.821,5368597,502459,48.470498,-122.966738,San Juan Channel,106,EW,4711.6607
659,501958.5416,5368096.821,502958.5416,5367096.821,5367597,502459,48.461502,-122.966744,,,,,501958.5416,5368096.821,502958.5416,5367096.821,5367597,502459,48.461502,-122.966744,,,,
660,501958.5416,5367096.821,502958.5416,5366096.821,5366597,502459,48.452505,-122.96675,,,,,501958.5416,5367096.821,502958.5416,5366096.821,5366597,502459,48.452505,-122.96675,,,,
661,501958.5416,5366096.821,502958.5416,5365096.821,5365597,502459,48.443509,-122.966756,Haro Strait,121,NS,39391.1465,501958.5416,5366096.821,502958.5416,5365096.821,5365597,502459,48.443509,-122.966756,Strait of Juan de Fuca,80,EW,25011.8293
662,501958.5416,5365096.821,502958.5416,5364096.821,5364597,502459,48.434512,-122.966762,Haro Strait,121,NS,39391.1465,501958.5416,5365096.821,502958.5416,5364096.821,5364597,502459,48.434512,-122.966762,Strait of Juan de Fuca,81,EW,25390.8147
663,501958.5416,5364096.821,502958.5416,5363096.821,5363597,502459,48.425516,-122.966767,Haro Strait,121,NS,39391.1465,501958.5416,5364096.821,502958.5416,5363096.821,5363597,502459,48.425516,-122.966767,Strait of Juan de Fuca,82,EW,25305.7346
664,501958.5416,5363096.821,502958.5416,5362096.821,5362597,502459,48.416519,-122.966773,Haro Strait,121,NS,39391.1465,501958.5416,5363096.821,502958.5416,5362096.821,5362597,502459,48.416519,-122.966773,Strait of Juan de Fuca,83,EW,46639.2741
665,501958.5416,5362096.821,502958.5416,5361096.821,5361597,502459,48.407523,-122.966779,Haro Strait,121,NS,39391.1465,501958.5416,5362096.821,502958.5416,5361096.821,5361597,502459,48.407523,-122.966779,Strait of Juan de Fuca,84,EW,48031.9372
666,501958.5416,5361096.821,502958.5416,5360096.821,5360597,502459,48.398526,-122.966785,Haro Strait,121,NS,39391.1465,501958.5416,5361096.821,502958.5416,5360096.821,5360597,502459,48.398526,-122.966785,Strait of Juan de Fuca,85,EW,47413.0115
667,502958.5416,5397096.821,503958.5416,5396096.821,5396597,503459,48.722388,-122.952976,President Pass,23,NS,10001.9468,502958.5416,5397096.821,503958.5416,5396096.821,5396597,503459,48.722388,-122.952976,Strait of Georgia,1,EW,42832.6242
668,502958.5416,5396096.821,503958.5416,5395096.821,5395597,503459,48.713392,-122.952984,President Pass,23,NS,10001.9468,502958.5416,5396096.821,503958.5416,5395096.821,5395597,503459,48.713392,-122.952984,President Channel,3,EW,7219.8832
669,502958.5416,5395096.821,503958.5416,5394096.821,5394597,503459,48.704396,-122.952993,President Pass,23,NS,10001.9468,502958.5416,5395096.821,503958.5416,5394096.821,5394597,503459,48.704396,-122.952993,President Channel,6,EW,4594.4715
670,502958.5416,5394096.821,503958.5416,5393096.821,5393597,503459,48.6954,-122.953001,President Pass,23,NS,10001.9468,502958.5416,5394096.821,503958.5416,5393096.821,5393597,503459,48.6954,-122.953001,President Channel,9,EW,4360.3118
671,502958.5416,5393096.821,503958.5416,5392096.821,5392597,503459,48.686404,-122.953009,,,,,502958.5416,5393096.821,503958.5416,5392096.821,5392597,503459,48.686404,-122.953009,,,,
672,502958.5416,5392096.821,503958.5416,5391096.821,5391597,503459,48.677408,-122.953018,,,,,502958.5416,5392096.821,503958.5416,5391096.821,5391597,503459,48.677408,-122.953018,,,,
673,502958.5416,5391096.821,503958.5416,5390096.821,5390597,503459,48.668412,-122.953026,,,,,502958.5416,5391096.821,503958.5416,5390096.821,5390597,503459,48.668412,-122.953026,,,,
674,502958.5416,5390096.821,503958.5416,5389096.821,5389597,503459,48.659416,-122.953034,,,,,502958.5416,5390096.821,503958.5416,5389096.821,5389597,503459,48.659416,-122.953034,,,,
675,502958.5416,5389096.821,503958.5416,5388096.821,5388597,503459,48.650419,-122.953043,,,,,502958.5416,5389096.821,503958.5416,5388096.821,5388597,503459,48.650419,-122.953043,,,,
676,502958.5416,5388096.821,503958.5416,5387096.821,5387597,503459,48.641423,-122.953051,,,,,502958.5416,5388096.821,503958.5416,5387096.821,5387597,503459,48.641423,-122.953051,,,,
677,502958.5416,5387096.821,503958.5416,5386096.821,5386597,503459,48.632427,-122.953059,,,,,502958.5416,5387096.821,503958.5416,5386096.821,5386597,503459,48.632427,-122.953059,,,,
678,502958.5416,5386096.821,503958.5416,5385096.821,5385597,503459,48.623431,-122.953068,,,,,502958.5416,5386096.821,503958.5416,5385096.821,5385597,503459,48.623431,-122.953068,West Sound,50,EW,2555.0888
679,502958.5416,5385096.821,503958.5416,5384096.821,5384597,503459,48.614435,-122.953076,,,,,502958.5416,5385096.821,503958.5416,5384096.821,5384597,503459,48.614435,-122.953076,,,,
680,502958.5416,5384096.821,503958.5416,5383096.821,5383597,503459,48.605438,-122.953084,,,,,502958.5416,5384096.821,503958.5416,5383096.821,5383597,503459,48.605438,-122.953084,East Sound,110,EW,1703.792
681,502958.5416,5383096.821,503958.5416,5382096.821,5382597,503459,48.596442,-122.953093,Harney Channel,76,NS,1613.803,502958.5416,5383096.821,503958.5416,5382096.821,5382597,503459,48.596442,-122.953093,Peavine Passage,112,EW,3222.602
682,502958.5416,5382096.821,503958.5416,5381096.821,5381597,503459,48.587446,-122.953101,Harney Channel,76,NS,1613.803,502958.5416,5382096.821,503958.5416,5381096.821,5381597,503459,48.587446,-122.953101,Peavine Passage,116,EW,10185.7037
683,502958.5416,5381096.821,503958.5416,5380096.821,5380597,503459,48.57845,-122.953109,,,,,502958.5416,5381096.821,503958.5416,5380096.821,5380597,503459,48.57845,-122.953109,,,,
684,502958.5416,5380096.821,503958.5416,5379096.821,5379597,503459,48.569453,-122.953118,,,,,502958.5416,5380096.821,503958.5416,5379096.821,5379597,503459,48.569453,-122.953118,,,,
685,502958.5416,5379096.821,503958.5416,5378096.821,5378597,503459,48.560457,-122.953126,,,,,502958.5416,5379096.821,503958.5416,5378096.821,5378597,503459,48.560457,-122.953126,,,,
686,502958.5416,5378096.821,503958.5416,5377096.821,5377597,503459,48.551461,-122.953134,,,,,502958.5416,5378096.821,503958.5416,5377096.821,5377597,503459,48.551461,-122.953134,,,,
687,502958.5416,5377096.821,503958.5416,5376096.821,5376597,503459,48.542465,-122.953143,San Juan Channel,77,NS,50169.2129,502958.5416,5377096.821,503958.5416,5376096.821,5376597,503459,48.542465,-122.953143,San Juan Channel,93,EW,7009.4187
688,502958.5416,5376096.821,503958.5416,5375096.821,5375597,503459,48.533468,-122.953151,San Juan Channel,77,NS,50169.2129,502958.5416,5376096.821,503958.5416,5375096.821,5375597,503459,48.533468,-122.953151,San Juan Channel,94,EW,3690.3687
689,502958.5416,5375096.821,503958.5416,5374096.821,5374597,503459,48.524472,-122.953159,San Juan Channel,77,NS,50169.2129,502958.5416,5375096.821,503958.5416,5374096.821,5374597,503459,48.524472,-122.953159,San Juan Channel,96,EW,4224.2593
690,502958.5416,5374096.821,503958.5416,5373096.821,5373597,503459,48.515475,-122.953168,San Juan Channel,77,NS,50169.2129,502958.5416,5374096.821,503958.5416,5373096.821,5373597,503459,48.515475,-122.953168,San Juan Channel,98,EW,3690.661
691,502958.5416,5373096.821,503958.5416,5372096.821,5372597,503459,48.506479,-122.953176,San Juan Channel,77,NS,50169.2129,502958.5416,5373096.821,503958.5416,5372096.821,5372597,503459,48.506479,-122.953176,San Juan Channel,101,EW,5454.3193
692,502958.5416,5372096.821,503958.5416,5371096.821,5371597,503459,48.497483,-122.953184,San Juan Channel,77,NS,50169.2129,502958.5416,5372096.821,503958.5416,5371096.821,5371597,503459,48.497483,-122.953184,San Juan Channel,103,EW,5802.5139
693,502958.5416,5371096.821,503958.5416,5370096.821,5370597,503459,48.488486,-122.953192,San Juan Channel,77,NS,50169.2129,502958.5416,5371096.821,503958.5416,5370096.821,5370597,503459,48.488486,-122.953192,San Juan Channel,104,EW,5338.4719
694,502958.5416,5370096.821,503958.5416,5369096.821,5369597,503459,48.47949,-122.953201,San Juan Channel,77,NS,50169.2129,502958.5416,5370096.821,503958.5416,5369096.821,5369597,503459,48.47949,-122.953201,San Juan Channel,105,EW,4897.2825
695,502958.5416,5369096.821,503958.5416,5368096.821,5368597,503459,48.470493,-122.953209,San Juan Channel,77,NS,50169.2129,502958.5416,5369096.821,503958.5416,5368096.821,5368597,503459,48.470493,-122.953209,San Juan Channel,106,EW,4711.6607
696,502958.5416,5368096.821,503958.5416,5367096.821,5367597,503459,48.461497,-122.953217,San Juan Channel,77,NS,50169.2129,502958.5416,5368096.821,503958.5416,5367096.821,5367597,503459,48.461497,-122.953217,San Juan Channel,107,EW,1253.3328
697,502958.5416,5367096.821,503958.5416,5366096.821,5366597,503459,48.4525,-122.953226,San Juan Channel,77,NS,50169.2129,502958.5416,5367096.821,503958.5416,5366096.821,5366597,503459,48.4525,-122.953226,Cattle Passage,122,EW,3296.4666
698,502958.5416,5366096.821,503958.5416,5365096.821,5365597,503459,48.443504,-122.953234,San Juan Channel,77,NS,50169.2129,502958.5416,5366096.821,503958.5416,5365096.821,5365597,503459,48.443504,-122.953234,Strait of Juan de Fuca,80,EW,25011.8293
699,502958.5416,5365096.821,503958.5416,5364096.821,5364597,503459,48.434508,-122.953242,San Juan Channel,77,NS,50169.2129,502958.5416,5365096.821,503958.5416,5364096.821,5364597,503459,48.434508,-122.953242,Strait of Juan de Fuca,81,EW,25390.8147
700,502958.5416,5364096.821,503958.5416,5363096.821,5363597,503459,48.425511,-122.95325,San Juan Channel,77,NS,50169.2129,502958.5416,5364096.821,503958.5416,5363096.821,5363597,503459,48.425511,-122.95325,Strait of Juan de Fuca,82,EW,25305.7346
701,502958.5416,5363096.821,503958.5416,5362096.821,5362597,503459,48.416514,-122.953259,San Juan Channel,77,NS,50169.2129,502958.5416,5363096.821,503958.5416,5362096.821,5362597,503459,48.416514,-122.953259,Strait of Juan de Fuca,83,EW,46639.2741
702,502958.5416,5362096.821,503958.5416,5361096.821,5361597,503459,48.407518,-122.953267,San Juan Channel,77,NS,50169.2129,502958.5416,5362096.821,503958.5416,5361096.821,5361597,503459,48.407518,-122.953267,Strait of Juan de Fuca,84,EW,48031.9372
703,502958.5416,5361096.821,503958.5416,5360096.821,5360597,503459,48.398521,-122.953275,San Juan Channel,77,NS,50169.2129,502958.5416,5361096.821,503958.5416,5360096.821,5360597,503459,48.398521,-122.953275,Strait of Juan de Fuca,85,EW,47413.0115
704,503958.5416,5397096.821,504958.5416,5396096.821,5396597,504459,48.722382,-122.939379,Strait of Georgia,24,NS,40657.8424,503958.5416,5397096.821,504958.5416,5396096.821,5396597,504459,48.722382,-122.939379,Strait of Georgia,1,EW,42832.6242
705,503958.5416,5396096.821,504958.5416,5395096.821,5395597,504459,48.713386,-122.93939,Strait of Georgia,24,NS,40657.8424,503958.5416,5396096.821,504958.5416,5395096.821,5395597,504459,48.713386,-122.93939,President Channel,3,EW,7219.8832
706,503958.5416,5395096.821,504958.5416,5394096.821,5394597,504459,48.70439,-122.939401,,,,,503958.5416,5395096.821,504958.5416,5394096.821,5394597,504459,48.70439,-122.939401,,,,
707,503958.5416,5394096.821,504958.5416,5393096.821,5393597,504459,48.695394,-122.939412,,,,,503958.5416,5394096.821,504958.5416,5393096.821,5393597,504459,48.695394,-122.939412,,,,
708,503958.5416,5393096.821,504958.5416,5392096.821,5392597,504459,48.686398,-122.939422,,,,,503958.5416,5393096.821,504958.5416,5392096.821,5392597,504459,48.686398,-122.939422,,,,
709,503958.5416,5392096.821,504958.5416,5391096.821,5391597,504459,48.677402,-122.939433,,,,,503958.5416,5392096.821,504958.5416,5391096.821,5391597,504459,48.677402,-122.939433,,,,
710,503958.5416,5391096.821,504958.5416,5390096.821,5390597,504459,48.668405,-122.939444,,,,,503958.5416,5391096.821,504958.5416,5390096.821,5390597,504459,48.668405,-122.939444,,,,
711,503958.5416,5390096.821,504958.5416,5389096.821,5389597,504459,48.659409,-122.939455,,,,,503958.5416,5390096.821,504958.5416,5389096.821,5389597,504459,48.659409,-122.939455,,,,
712,503958.5416,5389096.821,504958.5416,5388096.821,5388597,504459,48.650413,-122.939466,,,,,503958.5416,5389096.821,504958.5416,5388096.821,5388597,504459,48.650413,-122.939466,,,,
713,503958.5416,5388096.821,504958.5416,5387096.821,5387597,504459,48.641417,-122.939476,,,,,503958.5416,5388096.821,504958.5416,5387096.821,5387597,504459,48.641417,-122.939476,,,,
714,503958.5416,5387096.821,504958.5416,5386096.821,5386597,504459,48.632421,-122.939487,,,,,503958.5416,5387096.821,504958.5416,5386096.821,5386597,504459,48.632421,-122.939487,,,,
715,503958.5416,5386096.821,504958.5416,5385096.821,5385597,504459,48.623425,-122.939498,,,,,503958.5416,5386096.821,504958.5416,5385096.821,5385597,504459,48.623425,-122.939498,,,,
716,503958.5416,5385096.821,504958.5416,5384096.821,5384597,504459,48.614428,-122.939509,,,,,503958.5416,5385096.821,504958.5416,5384096.821,5384597,504459,48.614428,-122.939509,,,,
717,503958.5416,5384096.821,504958.5416,5383096.821,5383597,504459,48.605432,-122.939519,,,,,503958.5416,5384096.821,504958.5416,5383096.821,5383597,504459,48.605432,-122.939519,,,,
718,503958.5416,5383096.821,504958.5416,5382096.821,5382597,504459,48.596436,-122.93953,Harney Channel,78,NS,2201.8188,503958.5416,5383096.821,504958.5416,5382096.821,5382597,504459,48.596436,-122.93953,Peavine Passage,112,EW,3222.602
719,503958.5416,5382096.821,504958.5416,5381096.821,5381597,504459,48.58744,-122.939541,Harney Channel,78,NS,2201.8188,503958.5416,5382096.821,504958.5416,5381096.821,5381597,504459,48.58744,-122.939541,Peavine Passage,116,EW,10185.7037
720,503958.5416,5381096.821,504958.5416,5380096.821,5380597,504459,48.578443,-122.939552,Harney Channel,78,NS,2201.8188,503958.5416,5381096.821,504958.5416,5380096.821,5380597,504459,48.578443,-122.939552,Blind Bay,117,EW,925.9737
721,503958.5416,5380096.821,504958.5416,5379096.821,5379597,504459,48.569447,-122.939562,,,,,503958.5416,5380096.821,504958.5416,5379096.821,5379597,504459,48.569447,-122.939562,,,,
722,503958.5416,5379096.821,504958.5416,5378096.821,5378597,504459,48.560451,-122.939573,,,,,503958.5416,5379096.821,504958.5416,5378096.821,5378597,504459,48.560451,-122.939573,Upright Channel,120,EW,3518.8944
723,503958.5416,5378096.821,504958.5416,5377096.821,5377597,504459,48.551455,-122.939584,San Juan Channel,86,NS,6409.4031,503958.5416,5378096.821,504958.5416,5377096.821,5377597,504459,48.551455,-122.939584,Upright Passage,121,EW,3000.3831
724,503958.5416,5377096.821,504958.5416,5376096.821,5376597,504459,48.542458,-122.939594,San Juan Channel,86,NS,6409.4031,503958.5416,5377096.821,504958.5416,5376096.821,5376597,504459,48.542458,-122.939594,San Juan Channel,93,EW,7009.4187
725,503958.5416,5376096.821,504958.5416,5375096.821,5375597,504459,48.533462,-122.939605,San Juan Channel,86,NS,6409.4031,503958.5416,5376096.821,504958.5416,5375096.821,5375597,504459,48.533462,-122.939605,San Juan Channel,94,EW,3690.3687
726,503958.5416,5375096.821,504958.5416,5374096.821,5374597,504459,48.524466,-122.939616,San Juan Channel,86,NS,6409.4031,503958.5416,5375096.821,504958.5416,5374096.821,5374597,504459,48.524466,-122.939616,San Juan Channel,96,EW,4224.2593
727,503958.5416,5374096.821,504958.5416,5373096.821,5373597,504459,48.515469,-122.939627,San Juan Channel,86,NS,6409.4031,503958.5416,5374096.821,504958.5416,5373096.821,5373597,504459,48.515469,-122.939627,San Juan Channel,98,EW,3690.661
728,503958.5416,5373096.821,504958.5416,5372096.821,5372597,504459,48.506473,-122.939637,San Juan Channel,86,NS,6409.4031,503958.5416,5373096.821,504958.5416,5372096.821,5372597,504459,48.506473,-122.939637,San Juan Channel,101,EW,5454.3193
729,503958.5416,5372096.821,504958.5416,5371096.821,5371597,504459,48.497476,-122.939648,,,,,503958.5416,5372096.821,504958.5416,5371096.821,5371597,504459,48.497476,-122.939648,San Juan Channel,103,EW,5802.5139
730,503958.5416,5371096.821,504958.5416,5370096.821,5370597,504459,48.48848,-122.939659,,,,,503958.5416,5371096.821,504958.5416,5370096.821,5370597,504459,48.48848,-122.939659,,,,
731,503958.5416,5370096.821,504958.5416,5369096.821,5369597,504459,48.479484,-122.939669,,,,,503958.5416,5370096.821,504958.5416,5369096.821,5369597,504459,48.479484,-122.939669,,,,
732,503958.5416,5369096.821,504958.5416,5368096.821,5368597,504459,48.470487,-122.93968,,,,,503958.5416,5369096.821,504958.5416,5368096.821,5368597,504459,48.470487,-122.93968,,,,
733,503958.5416,5368096.821,504958.5416,5367096.821,5367597,504459,48.461491,-122.939691,,,,,503958.5416,5368096.821,504958.5416,5367096.821,5367597,504459,48.461491,-122.939691,,,,
734,503958.5416,5367096.821,504958.5416,5366096.821,5366597,504459,48.452494,-122.939701,Haro Strait,132,NS,37083.3731,503958.5416,5367096.821,504958.5416,5366096.821,5366597,504459,48.452494,-122.939701,Cattle Passage,122,EW,3296.4666
735,503958.5416,5366096.821,504958.5416,5365096.821,5365597,504459,48.443498,-122.939712,Haro Strait,132,NS,37083.3731,503958.5416,5366096.821,504958.5416,5365096.821,5365597,504459,48.443498,-122.939712,Strait of Juan de Fuca,80,EW,25011.8293
736,503958.5416,5365096.821,504958.5416,5364096.821,5364597,504459,48.434501,-122.939723,Haro Strait,132,NS,37083.3731,503958.5416,5365096.821,504958.5416,5364096.821,5364597,504459,48.434501,-122.939723,Strait of Juan de Fuca,81,EW,25390.8147
737,503958.5416,5364096.821,504958.5416,5363096.821,5363597,504459,48.425505,-122.939733,Haro Strait,132,NS,37083.3731,503958.5416,5364096.821,504958.5416,5363096.821,5363597,504459,48.425505,-122.939733,Strait of Juan de Fuca,82,EW,25305.7346
738,503958.5416,5363096.821,504958.5416,5362096.821,5362597,504459,48.416508,-122.939744,Haro Strait,132,NS,37083.3731,503958.5416,5363096.821,504958.5416,5362096.821,5362597,504459,48.416508,-122.939744,Strait of Juan de Fuca,83,EW,46639.2741
739,503958.5416,5362096.821,504958.5416,5361096.821,5361597,504459,48.407512,-122.939754,Haro Strait,132,NS,37083.3731,503958.5416,5362096.821,504958.5416,5361096.821,5361597,504459,48.407512,-122.939754,Strait of Juan de Fuca,84,EW,48031.9372
740,503958.5416,5361096.821,504958.5416,5360096.821,5360597,504459,48.398515,-122.939765,Haro Strait,132,NS,37083.3731,503958.5416,5361096.821,504958.5416,5360096.821,5360597,504459,48.398515,-122.939765,Strait of Juan de Fuca,85,EW,47413.0115
741,504958.5416,5397096.821,505958.5416,5396096.821,5396597,505459,48.722374,-122.925783,President Pass,25,NS,40858.3705,504958.5416,5397096.821,505958.5416,5396096.821,5396597,505459,48.722374,-122.925783,Strait of Georgia,1,EW,42832.6242
742,504958.5416,5396096.821,505958.5416,5395096.821,5395597,505459,48.713378,-122.925796,President Pass,25,NS,40858.3705,504958.5416,5396096.821,505958.5416,5395096.821,5395597,505459,48.713378,-122.925796,President Channel,3,EW,7219.8832
743,504958.5416,5395096.821,505958.5416,5394096.821,5394597,505459,48.704382,-122.925809,,,,,504958.5416,5395096.821,505958.5416,5394096.821,5394597,505459,48.704382,-122.925809,,,,
744,504958.5416,5394096.821,505958.5416,5393096.821,5393597,505459,48.695386,-122.925822,,,,,504958.5416,5394096.821,505958.5416,5393096.821,5393597,505459,48.695386,-122.925822,,,,
745,504958.5416,5393096.821,505958.5416,5392096.821,5392597,505459,48.68639,-122.925836,,,,,504958.5416,5393096.821,505958.5416,5392096.821,5392597,505459,48.68639,-122.925836,,,,
746,504958.5416,5392096.821,505958.5416,5391096.821,5391597,505459,48.677394,-122.925849,,,,,504958.5416,5392096.821,505958.5416,5391096.821,5391597,505459,48.677394,-122.925849,,,,
747,504958.5416,5391096.821,505958.5416,5390096.821,5390597,505459,48.668397,-122.925862,,,,,504958.5416,5391096.821,505958.5416,5390096.821,5390597,505459,48.668397,-122.925862,,,,
748,504958.5416,5390096.821,505958.5416,5389096.821,5389597,505459,48.659401,-122.925875,,,,,504958.5416,5390096.821,505958.5416,5389096.821,5389597,505459,48.659401,-122.925875,,,,
749,504958.5416,5389096.821,505958.5416,5388096.821,5388597,505459,48.650405,-122.925888,,,,,504958.5416,5389096.821,505958.5416,5388096.821,5388597,505459,48.650405,-122.925888,,,,
750,504958.5416,5388096.821,505958.5416,5387096.821,5387597,505459,48.641409,-122.925902,,,,,504958.5416,5388096.821,505958.5416,5387096.821,5387597,505459,48.641409,-122.925902,,,,
751,504958.5416,5387096.821,505958.5416,5386096.821,5386597,505459,48.632413,-122.925915,,,,,504958.5416,5387096.821,505958.5416,5386096.821,5386597,505459,48.632413,-122.925915,,,,
752,504958.5416,5386096.821,505958.5416,5385096.821,5385597,505459,48.623417,-122.925928,,,,,504958.5416,5386096.821,505958.5416,5385096.821,5385597,505459,48.623417,-122.925928,,,,
753,504958.5416,5385096.821,505958.5416,5384096.821,5384597,505459,48.61442,-122.925941,,,,,504958.5416,5385096.821,505958.5416,5384096.821,5384597,505459,48.61442,-122.925941,,,,
754,504958.5416,5384096.821,505958.5416,5383096.821,5383597,505459,48.605424,-122.925954,,,,,504958.5416,5384096.821,505958.5416,5383096.821,5383597,505459,48.605424,-122.925954,,,,
755,504958.5416,5383096.821,505958.5416,5382096.821,5382597,505459,48.596428,-122.925967,,,,,504958.5416,5383096.821,505958.5416,5382096.821,5382597,505459,48.596428,-122.925967,,,,
