grid_id,left_bound,top_bound,right_bound,bottom_bound,latitude,longitude,lat_deg,long_deg,name,number,Direction,length(m),EW Joined layer_left,EW Joined layer_top,EW Joined layer_right,EW Joined layer_bottom,EW Joined layer_latitude,EW Joined layer_longitude,EW Joined layer_lat_deg,EW Joined layer_long_deg,EW Joined_name,EW Joined layer_number,EW Joined layer_Direction,EW Joined_length(m)
340,493958.5416,5391096.821,494958.5416,5390096.821,5390597,494459,48.668397,-123.075264,Boundary Pass,10,NS,21004.2026,493958.5416,5391096.821,494958.5416,5390096.821,5390597,494459,48.668397,-123.075264,Haro Strait,21,EW,12001.903
341,493958.5416,5390096.821,494958.5416,5389096.821,5389597,494459,48.659401,-123.075251,Boundary Pass,10,NS,21004.2026,493958.5416,5390096.821,494958.5416,5389096.821,5389597,494459,48.659401,-123.075251,Haro Strait,26,EW,9868.7618
342,493958.5416,5389096.821,494958.5416,5388096.821,5388597,494459,48.650404,-123.075237,Boundary Pass,10,NS,21004.2026,493958.5416,5389096.821,494958.5416,5388096.821,5388597,494459,48.650404,-123.075237,Haro Strait,30,EW,8509.1783
343,493958.5416,5388096.821,494958.5416,5387096.821,5387597,494459,48.641408,-123.075224,Boundary Pass,10,NS,21004.2026,493958.5416,5388096.821,494958.5416,5387096.821,5387597,494459,48.641408,-123.075224,San Juan Channel,36,EW,7782.611
344,493958.5416,5387096.821,494958.5416,5386096.821,5386597,494459,48.632412,-123.075211,Boundary Pass,10,NS,21004.2026,493958.5416,5387096.821,494958.5416,5386096.821,5386597,494459,48.632412,-123.075211,San Juan Channel,38,EW,19047.5694
345,493958.5416,5386096.821,494958.5416,5385096.821,5385597,494459,48.623416,-123.075197,Boundary Pass,10,NS,21004.2026,493958.5416,5386096.821,494958.5416,5385096.821,5385597,494459,48.623416,-123.075197,San Juan Channel,44,EW,8087.2376
346,493958.5416,5385096.821,494958.5416,5384096.821,5384597,494459,48.61442,-123.075184,Boundary Pass,10,NS,21004.2026,493958.5416,5385096.821,494958.5416,5384096.821,5384597,494459,48.61442,-123.075184,San Juan Channel,54,EW,3656.8982
347,493958.5416,5384096.821,494958.5416,5383096.821,5383597,494459,48.605424,-123.07517,Boundary Pass,10,NS,21004.2026,493958.5416,5384096.821,494958.5416,5383096.821,5383597,494459,48.605424,-123.07517,San Juan Channel,57,EW,6188.4706
348,493958.5416,5383096.821,494958.5416,5382096.821,5382597,494459,48.596427,-123.075157,Boundary Pass,10,NS,21004.2026,493958.5416,5383096.821,494958.5416,5382096.821,5382597,494459,48.596427,-123.075157,San Juan Channel,61,EW,4993.1908
349,493958.5416,5382096.821,494958.5416,5381096.821,5381597,494459,48.587431,-123.075144,,,,,493958.5416,5382096.821,494958.5416,5381096.821,5381597,494459,48.587431,-123.075144,,,,
350,493958.5416,5381096.821,494958.5416,5380096.821,5380597,494459,48.578435,-123.07513,,,,,493958.5416,5381096.821,494958.5416,5380096.821,5380597,494459,48.578435,-123.07513,,,,
351,493958.5416,5380096.821,494958.5416,5379096.821,5379597,494459,48.569438,-123.075117,,,,,493958.5416,5380096.821,494958.5416,5379096.821,5379597,494459,48.569438,-123.075117,,,,
352,493958.5416,5379096.821,494958.5416,5378096.821,5378597,494459,48.560442,-123.075104,,,,,493958.5416,5379096.821,494958.5416,5378096.821,5378597,494459,48.560442,-123.075104,,,,
353,493958.5416,5378096.821,494958.5416,5377096.821,5377597,494459,48.551446,-123.07509,,,,,493958.5416,5378096.821,494958.5416,5377096.821,5377597,494459,48.551446,-123.07509,,,,
354,493958.5416,5377096.821,494958.5416,5376096.821,5376597,494459,48.54245,-123.075077,,,,,493958.5416,5377096.821,494958.5416,5376096.821,5376597,494459,48.54245,-123.075077,,,,
355,493958.5416,5376096.821,494958.5416,5375096.821,5375597,494459,48.533453,-123.075064,,,,,493958.5416,5376096.821,494958.5416,5375096.821,5375597,494459,48.533453,-123.075064,,,,
356,493958.5416,5375096.821,494958.5416,5374096.821,5374597,494459,48.524457,-123.075051,,,,,493958.5416,5375096.821,494958.5416,5374096.821,5374597,494459,48.524457,-123.075051,,,,
357,493958.5416,5374096.821,494958.5416,5373096.821,5373597,494459,48.515461,-123.075037,,,,,493958.5416,5374096.821,494958.5416,5373096.821,5373597,494459,48.515461,-123.075037,,,,
358,493958.5416,5373096.821,494958.5416,5372096.821,5372597,494459,48.506464,-123.075024,,,,,493958.5416,5373096.821,494958.5416,5372096.821,5372597,494459,48.506464,-123.075024,,,,
359,493958.5416,5372096.821,494958.5416,5371096.821,5371597,494459,48.497468,-123.075011,,,,,493958.5416,5372096.821,494958.5416,5371096.821,5371597,494459,48.497468,-123.075011,,,,
360,493958.5416,5371096.821,494958.5416,5370096.821,5370597,494459,48.488471,-123.074997,,,,,493958.5416,5371096.821,494958.5416,5370096.821,5370597,494459,48.488471,-123.074997,,,,
361,493958.5416,5370096.821,494958.5416,5369096.821,5369597,494459,48.479475,-123.074984,Haro Strait,128,NS,39971.7894,493958.5416,5370096.821,494958.5416,5369096.821,5369597,494459,48.479475,-123.074984,Haro Strait,76,EW,17415.5094
362,493958.5416,5369096.821,494958.5416,5368096.821,5368597,494459,48.470479,-123.074971,Haro Strait,128,NS,39971.7894,493958.5416,5369096.821,494958.5416,5368096.821,5368597,494459,48.470479,-123.074971,Haro Strait,77,EW,17174.6275
363,493958.5416,5368096.821,494958.5416,5367096.821,5367597,494459,48.461482,-123.074958,Haro Strait,128,NS,39971.7894,493958.5416,5368096.821,494958.5416,5367096.821,5367597,494459,48.461482,-123.074958,Haro Strait,78,EW,17270.8059
364,493958.5416,5367096.821,494958.5416,5366096.821,5366597,494459,48.452486,-123.074944,Haro Strait,128,NS,39971.7894,493958.5416,5367096.821,494958.5416,5366096.821,5366597,494459,48.452486,-123.074944,Haro Strait,79,EW,21826.6995
365,493958.5416,5366096.821,494958.5416,5365096.821,5365597,494459,48.443489,-123.074931,Haro Strait,128,NS,39971.7894,493958.5416,5366096.821,494958.5416,5365096.821,5365597,494459,48.443489,-123.074931,Strait of Juan de Fuca,80,EW,25011.8293
366,493958.5416,5365096.821,494958.5416,5364096.821,5364597,494459,48.434493,-123.074918,Haro Strait,128,NS,39971.7894,493958.5416,5365096.821,494958.5416,5364096.821,5364597,494459,48.434493,-123.074918,Strait of Juan de Fuca,81,EW,25390.8147
367,493958.5416,5364096.821,494958.5416,5363096.821,5363597,494459,48.425496,-123.074905,Haro Strait,128,NS,39971.7894,493958.5416,5364096.821,494958.5416,5363096.821,5363597,494459,48.425496,-123.074905,Strait of Juan de Fuca,82,EW,25305.7346
368,493958.5416,5363096.821,494958.5416,5362096.821,5362597,494459,48.4165,-123.074892,Haro Strait,128,NS,39971.7894,493958.5416,5363096.821,494958.5416,5362096.821,5362597,494459,48.4165,-123.074892,Strait of Juan de Fuca,83,EW,46639.2741
369,493958.5416,5362096.821,494958.5416,5361096.821,5361597,494459,48.407503,-123.074878,Haro Strait,128,NS,39971.7894,493958.5416,5362096.821,494958.5416,5361096.821,5361597,494459,48.407503,-123.074878,Strait of Juan de Fuca,84,EW,48031.9372
370,493958.5416,5361096.821,494958.5416,5360096.821,5360597,494459,48.398507,-123.074865,Haro Strait,128,NS,39971.7894,493958.5416,5361096.821,494958.5416,5360096.821,5360597,494459,48.398507,-123.074865,Strait of Juan de Fuca,85,EW,47413.0115
371,494958.5416,5397096.821,495958.5416,5396096.821,5396597,495459,48.722381,-123.061748,Boundary Pass,11,NS,8681.4564,494958.5416,5397096.821,495958.5416,5396096.821,5396597,495459,48.722381,-123.061748,Strait of Georgia,1,EW,42832.6242
372,494958.5416,5396096.821,495958.5416,5395096.821,5395597,495459,48.713385,-123.061737,Boundary Pass,11,NS,8681.4564,494958.5416,5396096.821,495958.5416,5395096.821,5395597,495459,48.713385,-123.061737,Haro Strait,2,EW,18156.5558
373,494958.5416,5395096.821,495958.5416,5394096.821,5394597,495459,48.704389,-123.061726,Boundary Pass,11,NS,8681.4564,494958.5416,5395096.821,495958.5416,5394096.821,5394597,495459,48.704389,-123.061726,Haro Strait,5,EW,18042.9961
374,494958.5416,5394096.821,495958.5416,5393096.821,5393597,495459,48.695393,-123.061715,Boundary Pass,13,NS,12829.4512,494958.5416,5394096.821,495958.5416,5393096.821,5393597,495459,48.695393,-123.061715,Haro Strait,8,EW,21328.1144
375,494958.5416,5393096.821,495958.5416,5392096.821,5392597,495459,48.686397,-123.061704,Boundary Pass,13,NS,12829.4512,494958.5416,5393096.821,495958.5416,5392096.821,5392597,495459,48.686397,-123.061704,Haro Strait,11,EW,12330.0485
376,494958.5416,5392096.821,495958.5416,5391096.821,5391597,495459,48.677401,-123.061693,Boundary Pass,13,NS,12829.4512,494958.5416,5392096.821,495958.5416,5391096.821,5391597,495459,48.677401,-123.061693,Haro Strait,16,EW,9376.4653
377,494958.5416,5391096.821,495958.5416,5390096.821,5390597,495459,48.668405,-123.061682,Boundary Pass,13,NS,12829.4512,494958.5416,5391096.821,495958.5416,5390096.821,5390597,495459,48.668405,-123.061682,Haro Strait,21,EW,12001.903
378,494958.5416,5390096.821,495958.5416,5389096.821,5389597,495459,48.659409,-123.061671,Boundary Pass,13,NS,12829.4512,494958.5416,5390096.821,495958.5416,5389096.821,5389597,495459,48.659409,-123.061671,Haro Strait,26,EW,9868.7618
379,494958.5416,5389096.821,495958.5416,5388096.821,5388597,495459,48.650413,-123.06166,Boundary Pass,13,NS,12829.4512,494958.5416,5389096.821,495958.5416,5388096.821,5388597,495459,48.650413,-123.06166,Haro Strait,30,EW,8509.1783
380,494958.5416,5388096.821,495958.5416,5387096.821,5387597,495459,48.641416,-123.061649,Boundary Pass,13,NS,12829.4512,494958.5416,5388096.821,495958.5416,5387096.821,5387597,495459,48.641416,-123.061649,San Juan Channel,36,EW,7782.611
381,494958.5416,5387096.821,495958.5416,5386096.821,5386597,495459,48.63242,-123.061638,Boundary Pass,13,NS,12829.4512,494958.5416,5387096.821,495958.5416,5386096.821,5386597,495459,48.63242,-123.061638,San Juan Channel,38,EW,19047.5694
382,494958.5416,5386096.821,495958.5416,5385096.821,5385597,495459,48.623424,-123.061627,Boundary Pass,13,NS,12829.4512,494958.5416,5386096.821,495958.5416,5385096.821,5385597,495459,48.623424,-123.061627,San Juan Channel,44,EW,8087.2376
383,494958.5416,5385096.821,495958.5416,5384096.821,5384597,495459,48.614428,-123.061616,Boundary Pass,13,NS,12829.4512,494958.5416,5385096.821,495958.5416,5384096.821,5384597,495459,48.614428,-123.061616,San Juan Channel,54,EW,3656.8982
384,494958.5416,5384096.821,495958.5416,5383096.821,5383597,495459,48.605432,-123.061605,Boundary Pass,13,NS,12829.4512,494958.5416,5384096.821,495958.5416,5383096.821,5383597,495459,48.605432,-123.061605,San Juan Channel,57,EW,6188.4706
385,494958.5416,5383096.821,495958.5416,5382096.821,5382597,495459,48.596435,-123.061594,Boundary Pass,13,NS,12829.4512,494958.5416,5383096.821,495958.5416,5382096.821,5382597,495459,48.596435,-123.061594,San Juan Channel,61,EW,4993.1908
386,494958.5416,5382096.821,495958.5416,5381096.821,5381597,495459,48.587439,-123.061584,Boundary Pass,13,NS,12829.4512,494958.5416,5382096.821,495958.5416,5381096.821,5381597,495459,48.587439,-123.061584,San Juan Channel,87,EW,4038.5838
387,494958.5416,5381096.821,495958.5416,5380096.821,5380597,495459,48.578443,-123.061573,,,,,494958.5416,5381096.821,495958.5416,5380096.821,5380597,495459,48.578443,-123.061573,,,,
388,494958.5416,5380096.821,495958.5416,5379096.821,5379597,495459,48.569447,-123.061562,,,,,494958.5416,5380096.821,495958.5416,5379096.821,5379597,495459,48.569447,-123.061562,,,,
389,494958.5416,5379096.821,495958.5416,5378096.821,5378597,495459,48.56045,-123.061551,,,,,494958.5416,5379096.821,495958.5416,5378096.821,5378597,495459,48.56045,-123.061551,,,,
390,494958.5416,5378096.821,495958.5416,5377096.821,5377597,495459,48.551454,-123.06154,,,,,494958.5416,5378096.821,495958.5416,5377096.821,5377597,495459,48.551454,-123.06154,,,,
391,494958.5416,5377096.821,495958.5416,5376096.821,5376597,495459,48.542458,-123.061529,,,,,494958.5416,5377096.821,495958.5416,5376096.821,5376597,495459,48.542458,-123.061529,,,,
392,494958.5416,5376096.821,495958.5416,5375096.821,5375597,495459,48.533461,-123.061518,,,,,494958.5416,5376096.821,495958.5416,5375096.821,5375597,495459,48.533461,-123.061518,,,,
393,494958.5416,5375096.821,495958.5416,5374096.821,5374597,495459,48.524465,-123.061507,,,,,494958.5416,5375096.821,495958.5416,5374096.821,5374597,495459,48.524465,-123.061507,,,,
394,494958.5416,5374096.821,495958.5416,5373096.821,5373597,495459,48.515469,-123.061496,,,,,494958.5416,5374096.821,495958.5416,5373096.821,5373597,495459,48.515469,-123.061496,,,,
395,494958.5416,5373096.821,495958.5416,5372096.821,5372597,495459,48.506472,-123.061485,,,,,494958.5416,5373096.821,495958.5416,5372096.821,5372597,495459,48.506472,-123.061485,,,,
396,494958.5416,5372096.821,495958.5416,5371096.821,5371597,495459,48.497476,-123.061474,,,,,494958.5416,5372096.821,495958.5416,5371096.821,5371597,495459,48.497476,-123.061474,,,,
397,494958.5416,5371096.821,495958.5416,5370096.821,5370597,495459,48.488479,-123.061464,,,,,494958.5416,5371096.821,495958.5416,5370096.821,5370597,495459,48.488479,-123.061464,,,,
398,494958.5416,5370096.821,495958.5416,5369096.821,5369597,495459,48.479483,-123.061453,,,,,494958.5416,5370096.821,495958.5416,5369096.821,5369597,495459,48.479483,-123.061453,,,,
399,494958.5416,5369096.821,495958.5416,5368096.821,5368597,495459,48.470487,-123.061442,Haro Strait,127,NS,39491.6548,494958.5416,5369096.821,495958.5416,5368096.821,5368597,495459,48.470487,-123.061442,Haro Strait,77,EW,17174.6275
400,494958.5416,5368096.821,495958.5416,5367096.821,5367597,495459,48.46149,-123.061431,Haro Strait,127,NS,39491.6548,494958.5416,5368096.821,495958.5416,5367096.821,5367597,495459,48.46149,-123.061431,Haro Strait,78,EW,17270.8059
401,494958.5416,5367096.821,495958.5416,5366096.821,5366597,495459,48.452494,-123.06142,Haro Strait,127,NS,39491.6548,494958.5416,5367096.821,495958.5416,5366096.821,5366597,495459,48.452494,-123.06142,Haro Strait,79,EW,21826.6995
402,494958.5416,5366096.821,495958.5416,5365096.821,5365597,495459,48.443497,-123.061409,Haro Strait,127,NS,39491.6548,494958.5416,5366096.821,495958.5416,5365096.821,5365597,495459,48.443497,-123.061409,Strait of Juan de Fuca,80,EW,25011.8293
403,494958.5416,5365096.821,495958.5416,5364096.821,5364597,495459,48.434501,-123.061398,Haro Strait,127,NS,39491.6548,494958.5416,5365096.821,495958.5416,5364096.821,5364597,495459,48.434501,-123.061398,Strait of Juan de Fuca,81,EW,25390.8147
404,494958.5416,5364096.821,495958.5416,5363096.821,5363597,495459,48.425504,-123.061388,Haro Strait,127,NS,39491.6548,494958.5416,5364096.821,495958.5416,5363096.821,5363597,495459,48.425504,-123.061388,Strait of Juan de Fuca,82,EW,25305.7346
405,494958.5416,5363096.821,495958.5416,5362096.821,5362597,495459,48.416508,-123.061377,Haro Strait,127,NS,39491.6548,494958.5416,5363096.821,495958.5416,5362096.821,5362597,495459,48.416508,-123.061377,Strait of Juan de Fuca,83,EW,46639.2741
406,494958.5416,5362096.821,495958.5416,5361096.821,5361597,495459,48.407511,-123.061366,Haro Strait,127,NS,39491.6548,494958.5416,5362096.821,495958.5416,5361096.821,5361597,495459,48.407511,-123.061366,Strait of Juan de Fuca,84,EW,48031.9372
407,494958.5416,5361096.821,495958.5416,5360096.821,5360597,495459,48.398515,-123.061355,Haro Strait,127,NS,39491.6548,494958.5416,5361096.821,495958.5416,5360096.821,5360597,495459,48.398515,-123.061355,Strait of Juan de Fuca,85,EW,47413.0115
408,495958.5416,5397096.821,496958.5416,5396096.821,5396597,496459,48.722388,-123.048152,Boundary Pass,12,NS,8204.6489,495958.5416,5397096.821,496958.5416,5396096.821,5396597,496459,48.722388,-123.048152,Strait of Georgia,1,EW,42832.6242
409,495958.5416,5396096.821,496958.5416,5395096.821,5395597,496459,48.713392,-123.048143,Boundary Pass,12,NS,8204.6489,495958.5416,5396096.821,496958.5416,5395096.821,5395597,496459,48.713392,-123.048143,Haro Strait,2,EW,18156.5558
410,495958.5416,5395096.821,496958.5416,5394096.821,5394597,496459,48.704396,-123.048134,,,,,495958.5416,5395096.821,496958.5416,5394096.821,5394597,496459,48.704396,-123.048134,,,,
411,495958.5416,5394096.821,496958.5416,5393096.821,5393597,496459,48.6954,-123.048126,Boundary Pass,14,NS,8393.1008,495958.5416,5394096.821,496958.5416,5393096.821,5393597,496459,48.6954,-123.048126,Haro Strait,8,EW,21328.1144
412,495958.5416,5393096.821,496958.5416,5392096.821,5392597,496459,48.686404,-123.048117,Boundary Pass,14,NS,8393.1008,495958.5416,5393096.821,496958.5416,5392096.821,5392597,496459,48.686404,-123.048117,Haro Strait,11,EW,12330.0485
413,495958.5416,5392096.821,496958.5416,5391096.821,5391597,496459,48.677407,-123.048109,Boundary Pass,14,NS,8393.1008,495958.5416,5392096.821,496958.5416,5391096.821,5391597,496459,48.677407,-123.048109,Haro Strait,16,EW,9376.4653
414,495958.5416,5391096.821,496958.5416,5390096.821,5390597,496459,48.668411,-123.0481,Boundary Pass,14,NS,8393.1008,495958.5416,5391096.821,496958.5416,5390096.821,5390597,496459,48.668411,-123.0481,Haro Strait,21,EW,12001.903
415,495958.5416,5390096.821,496958.5416,5389096.821,5389597,496459,48.659415,-123.048092,Boundary Pass,14,NS,8393.1008,495958.5416,5390096.821,496958.5416,5389096.821,5389597,496459,48.659415,-123.048092,Haro Strait,26,EW,9868.7618
416,495958.5416,5389096.821,496958.5416,5388096.821,5388597,496459,48.650419,-123.048083,Boundary Pass,14,NS,8393.1008,495958.5416,5389096.821,496958.5416,5388096.821,5388597,496459,48.650419,-123.048083,Haro Strait,30,EW,8509.1783
417,495958.5416,5388096.821,496958.5416,5387096.821,5387597,496459,48.641423,-123.048074,Boundary Pass,14,NS,8393.1008,495958.5416,5388096.821,496958.5416,5387096.821,5387597,496459,48.641423,-123.048074,San Juan Channel,36,EW,7782.611
418,495958.5416,5387096.821,496958.5416,5386096.821,5386597,496459,48.632427,-123.048066,Boundary Pass,14,NS,8393.1008,495958.5416,5387096.821,496958.5416,5386096.821,5386597,496459,48.632427,-123.048066,San Juan Channel,38,EW,19047.5694
419,495958.5416,5386096.821,496958.5416,5385096.821,5385597,496459,48.62343,-123.048057,Boundary Pass,14,NS,8393.1008,495958.5416,5386096.821,496958.5416,5385096.821,5385597,496459,48.62343,-123.048057,San Juan Channel,44,EW,8087.2376
420,495958.5416,5385096.821,496958.5416,5384096.821,5384597,496459,48.614434,-123.048049,,,,,495958.5416,5385096.821,496958.5416,5384096.821,5384597,496459,48.614434,-123.048049,,,,
421,495958.5416,5384096.821,496958.5416,5383096.821,5383597,496459,48.605438,-123.04804,San Juan Channel,64,NS,4556.2915,495958.5416,5384096.821,496958.5416,5383096.821,5383597,496459,48.605438,-123.04804,San Juan Channel,57,EW,6188.4706
422,495958.5416,5383096.821,496958.5416,5382096.821,5382597,496459,48.596442,-123.048032,San Juan Channel,64,NS,4556.2915,495958.5416,5383096.821,496958.5416,5382096.821,5382597,496459,48.596442,-123.048032,San Juan Channel,61,EW,4993.1908
423,495958.5416,5382096.821,496958.5416,5381096.821,5381597,496459,48.587446,-123.048023,San Juan Channel,64,NS,4556.2915,495958.5416,5382096.821,496958.5416,5381096.821,5381597,496459,48.587446,-123.048023,San Juan Channel,87,EW,4038.5838
424,495958.5416,5381096.821,496958.5416,5380096.821,5380597,496459,48.578449,-123.048015,San Juan Channel,64,NS,4556.2915,495958.5416,5381096.821,496958.5416,5380096.821,5380597,496459,48.578449,-123.048015,San Juan Channel,88,EW,4433.1459
425,495958.5416,5380096.821,496958.5416,5379096.821,5379597,496459,48.569453,-123.048006,San Juan Channel,64,NS,4556.2915,495958.5416,5380096.821,496958.5416,5379096.821,5379597,496459,48.569453,-123.048006,San Juan Channel,89,EW,4711.6608
426,495958.5416,5379096.821,496958.5416,5378096.821,5378597,496459,48.560457,-123.047998,,,,,495958.5416,5379096.821,496958.5416,5378096.821,5378597,496459,48.560457,-123.047998,,,,
427,495958.5416,5378096.821,496958.5416,5377096.821,5377597,496459,48.55146,-123.047989,,,,,495958.5416,5378096.821,496958.5416,5377096.821,5377597,496459,48.55146,-123.047989,,,,
428,495958.5416,5377096.821,496958.5416,5376096.821,5376597,496459,48.542464,-123.047981,,,,,495958.5416,5377096.821,496958.5416,5376096.821,5376597,496459,48.542464,-123.047981,,,,
429,495958.5416,5376096.821,496958.5416,5375096.821,5375597,496459,48.533468,-123.047972,,,,,495958.5416,5376096.821,496958.5416,5375096.821,5375597,496459,48.533468,-123.047972,,,,
430,495958.5416,5375096.821,496958.5416,5374096.821,5374597,496459,48.524471,-123.047964,,,,,495958.5416,5375096.821,496958.5416,5374096.821,5374597,496459,48.524471,-123.047964,,,,
431,495958.5416,5374096.821,496958.5416,5373096.821,5373597,496459,48.515475,-123.047955,,,,,495958.5416,5374096.821,496958.5416,5373096.821,5373597,496459,48.515475,-123.047955,,,,
432,495958.5416,5373096.821,496958.5416,5372096.821,5372597,496459,48.506479,-123.047947,,,,,495958.5416,5373096.821,496958.5416,5372096.821,5372597,496459,48.506479,-123.047947,,,,
433,495958.5416,5372096.821,496958.5416,5371096.821,5371597,496459,48.497482,-123.047938,,,,,495958.5416,5372096.821,496958.5416,5371096.821,5371597,496459,48.497482,-123.047938,,,,
434,495958.5416,5371096.821,496958.5416,5370096.821,5370597,496459,48.488486,-123.04793,,,,,495958.5416,5371096.821,496958.5416,5370096.821,5370597,496459,48.488486,-123.04793,,,,
435,495958.5416,5370096.821,496958.5416,5369096.821,5369597,496459,48.479489,-123.047921,,,,,495958.5416,5370096.821,496958.5416,5369096.821,5369597,496459,48.479489,-123.047921,,,,
436,495958.5416,5369096.821,496958.5416,5368096.821,5368597,496459,48.470493,-123.047913,,,,,495958.5416,5369096.821,496958.5416,5368096.821,5368597,496459,48.470493,-123.047913,,,,
437,495958.5416,5368096.821,496958.5416,5367096.821,5367597,496459,48.461496,-123.047904,Haro Strait,126,NS,40828.3714,495958.5416,5368096.821,496958.5416,5367096.821,5367597,496459,48.461496,-123.047904,Haro Strait,78,EW,17270.8059
438,495958.5416,5367096.821,496958.5416,5366096.821,5366597,496459,48.4525,-123.047896,Haro Strait,126,NS,40828.3714,495958.5416,5367096.821,496958.5416,5366096.821,5366597,496459,48.4525,-123.047896,Haro Strait,79,EW,21826.6995
439,495958.5416,5366096.821,496958.5416,5365096.821,5365597,496459,48.443504,-123.047887,Haro Strait,126,NS,40828.3714,495958.5416,5366096.821,496958.5416,5365096.821,5365597,496459,48.443504,-123.047887,Strait of Juan de Fuca,80,EW,25011.8293
440,495958.5416,5365096.821,496958.5416,5364096.821,5364597,496459,48.434507,-123.047879,Haro Strait,126,NS,40828.3714,495958.5416,5365096.821,496958.5416,5364096.821,5364597,496459,48.434507,-123.047879,Strait of Juan de Fuca,81,EW,25390.8147
441,495958.5416,5364096.821,496958.5416,5363096.821,5363597,496459,48.425511,-123.04787,Haro Strait,126,NS,40828.3714,495958.5416,5364096.821,496958.5416,5363096.821,5363597,496459,48.425511,-123.04787,Strait of Juan de Fuca,82,EW,25305.7346
442,495958.5416,5363096.821,496958.5416,5362096.821,5362597,496459,48.416514,-123.047862,Haro Strait,126,NS,40828.3714,495958.5416,5363096.821,496958.5416,5362096.821,5362597,496459,48.416514,-123.047862,Strait of Juan de Fuca,83,EW,46639.2741
443,495958.5416,5362096.821,496958.5416,5361096.821,5361597,496459,48.407517,-123.047854,Haro Strait,126,NS,40828.3714,495958.5416,5362096.821,496958.5416,5361096.821,5361597,496459,48.407517,-123.047854,Strait of Juan de Fuca,84,EW,48031.9372
444,495958.5416,5361096.821,496958.5416,5360096.821,5360597,496459,48.398521,-123.047845,Haro Strait,126,NS,40828.3714,495958.5416,5361096.821,496958.5416,5360096.821,5360597,496459,48.398521,-123.047845,Strait of Juan de Fuca,85,EW,47413.0115
445,496958.5416,5397096.821,497958.5416,5396096.821,5396597,497459,48.722393,-123.034555,Boundary Pass,16,NS,1635.5955,496958.5416,5397096.821,497958.5416,5396096.821,5396597,497459,48.722393,-123.034555,Strait of Georgia,1,EW,42832.6242
446,496958.5416,5396096.821,497958.5416,5395096.821,5395597,497459,48.713397,-123.034549,,,,,496958.5416,5396096.821,497958.5416,5395096.821,5395597,497459,48.713397,-123.034549,,,,
447,496958.5416,5395096.821,497958.5416,5394096.821,5394597,497459,48.704401,-123.034543,,,,,496958.5416,5395096.821,497958.5416,5394096.821,5394597,497459,48.704401,-123.034543,,,,
448,496958.5416,5394096.821,497958.5416,5393096.821,5393597,497459,48.695405,-123.034537,,,,,496958.5416,5394096.821,497958.5416,5393096.821,5393597,497459,48.695405,-123.034537,,,,
449,496958.5416,5393096.821,497958.5416,5392096.821,5392597,497459,48.686408,-123.03453,,,,,496958.5416,5393096.821,497958.5416,5392096.821,5392597,497459,48.686408,-123.03453,,,,
450,496958.5416,5392096.821,497958.5416,5391096.821,5391597,497459,48.677412,-123.034524,President Pass,15,NS,12578.7096,496958.5416,5392096.821,497958.5416,5391096.821,5391597,497459,48.677412,-123.034524,President Channel,17,EW,4313.1776
451,496958.5416,5391096.821,497958.5416,5390096.821,5390597,497459,48.668416,-123.034518,President Pass,15,NS,12578.7096,496958.5416,5391096.821,497958.5416,5390096.821,5390597,497459,48.668416,-123.034518,Haro Strait,21,EW,12001.903
452,496958.5416,5390096.821,497958.5416,5389096.821,5389597,497459,48.65942,-123.034512,President Pass,15,NS,12578.7096,496958.5416,5390096.821,497958.5416,5389096.821,5389597,497459,48.65942,-123.034512,Haro Strait,26,EW,9868.7618
453,496958.5416,5389096.821,497958.5416,5388096.821,5388597,497459,48.650424,-123.034506,President Pass,15,NS,12578.7096,496958.5416,5389096.821,497958.5416,5388096.821,5388597,497459,48.650424,-123.034506,Haro Strait,30,EW,8509.1783
454,496958.5416,5388096.821,497958.5416,5387096.821,5387597,497459,48.641428,-123.0345,President Pass,15,NS,12578.7096,496958.5416,5388096.821,497958.5416,5387096.821,5387597,497459,48.641428,-123.0345,San Juan Channel,36,EW,7782.611
455,496958.5416,5387096.821,497958.5416,5386096.821,5386597,497459,48.632432,-123.034494,President Pass,15,NS,12578.7096,496958.5416,5387096.821,497958.5416,5386096.821,5386597,497459,48.632432,-123.034494,San Juan Channel,38,EW,19047.5694
456,496958.5416,5386096.821,497958.5416,5385096.821,5385597,497459,48.623435,-123.034487,President Pass,15,NS,12578.7096,496958.5416,5386096.821,497958.5416,5385096.821,5385597,497459,48.623435,-123.034487,San Juan Channel,44,EW,8087.2376
457,496958.5416,5385096.821,497958.5416,5384096.821,5384597,497459,48.614439,-123.034481,President Pass,15,NS,12578.7096,496958.5416,5385096.821,497958.5416,5384096.821,5384597,497459,48.614439,-123.034481,Spring Passage,58,EW,750.1178
458,496958.5416,5384096.821,497958.5416,5383096.821,5383597,497459,48.605443,-123.034475,President Pass,15,NS,12578.7096,496958.5416,5384096.821,497958.5416,5383096.821,5383597,497459,48.605443,-123.034475,San Juan Channel,57,EW,6188.4706
459,496958.5416,5383096.821,497958.5416,5382096.821,5382597,497459,48.596447,-123.034469,President Pass,15,NS,12578.7096,496958.5416,5383096.821,497958.5416,5382096.821,5382597,497459,48.596447,-123.034469,San Juan Channel,61,EW,4993.1908
460,496958.5416,5382096.821,497958.5416,5381096.821,5381597,497459,48.58745,-123.034463,President Pass,15,NS,12578.7096,496958.5416,5382096.821,497958.5416,5381096.821,5381597,497459,48.58745,-123.034463,San Juan Channel,87,EW,4038.5838
