"","longitude","latitude"
"1",-123.207009242962,48.3935940743643
"2",-123.200276424255,48.3935940743643
"3",-123.193543605548,48.3935940743643
"4",-123.186810786841,48.3935940743643
"5",-123.180077968134,48.3935940743643
"6",-123.173345149427,48.3935940743643
"7",-123.16661233072,48.3935940743643
"8",-123.159879512012,48.3935940743643
"9",-123.153146693305,48.3935940743643
"10",-123.146413874598,48.3935940743643
"11",-123.139681055891,48.3935940743643
"12",-123.132948237184,48.3935940743643
"13",-123.126215418477,48.3935940743643
"14",-123.11948259977,48.3935940743643
"15",-123.112749781063,48.3935940743643
"16",-123.106016962356,48.3935940743643
"17",-123.099284143649,48.3935940743643
"18",-123.092551324941,48.3935940743643
"19",-123.085818506234,48.3935940743643
"20",-123.079085687527,48.3935940743643
"21",-123.07235286882,48.3935940743643
"22",-123.065620050113,48.3935940743643
"23",-123.058887231406,48.3935940743643
"24",-123.052154412699,48.3935940743643
"25",-123.045421593992,48.3935940743643
"26",-123.038688775285,48.3935940743643
"27",-123.031955956578,48.3935940743643
"28",-123.025223137871,48.3935940743643
"29",-123.018490319163,48.3935940743643
"30",-123.011757500456,48.3935940743643
"31",-123.005024681749,48.3935940743643
"32",-122.998291863042,48.3935940743643
"33",-122.991559044335,48.3935940743643
"34",-122.984826225628,48.3935940743643
"35",-122.978093406921,48.3935940743643
"36",-122.971360588214,48.3935940743643
"37",-122.964627769507,48.3935940743643
"38",-122.9578949508,48.3935940743643
"39",-122.951162132093,48.3935940743643
"40",-122.944429313385,48.3935940743643
"41",-122.937696494678,48.3935940743643
"42",-122.930963675971,48.3935940743643
"43",-122.924230857264,48.3935940743643
"44",-122.917498038557,48.3935940743643
"45",-122.91076521985,48.3935940743643
"46",-122.904032401143,48.3935940743643
"47",-122.897299582436,48.3935940743643
"48",-122.890566763729,48.3935940743643
"49",-122.883833945022,48.3935940743643
"50",-122.877101126315,48.3935940743643
"51",-122.870368307607,48.3935940743643
"52",-122.8636354889,48.3935940743643
"53",-122.856902670193,48.3935940743643
"54",-122.850169851486,48.3935940743643
"55",-122.843437032779,48.3935940743643
"56",-122.836704214072,48.3935940743643
"57",-122.829971395365,48.3935940743643
"58",-122.823238576658,48.3935940743643
"59",-122.816505757951,48.3935940743643
"60",-122.809772939244,48.3935940743643
"61",-122.803040120536,48.3935940743643
"62",-122.796307301829,48.3935940743643
"63",-122.789574483122,48.3935940743643
"64",-122.782841664415,48.3935940743643
"65",-122.776108845708,48.3935940743643
"66",-122.769376027001,48.3935940743643
"67",-122.762643208294,48.3935940743643
"68",-122.755910389587,48.3935940743643
"69",-122.74917757088,48.3935940743643
"70",-122.742444752173,48.3935940743643
"71",-122.735711933466,48.3935940743643
"72",-122.728979114758,48.3935940743643
"73",-123.207009242962,48.3980939673486
"74",-123.200276424255,48.3980939673486
"75",-123.193543605548,48.3980939673486
"76",-123.186810786841,48.3980939673486
"77",-123.180077968134,48.3980939673486
"78",-123.173345149427,48.3980939673486
"79",-123.16661233072,48.3980939673486
"80",-123.159879512012,48.3980939673486
"81",-123.153146693305,48.3980939673486
"82",-123.146413874598,48.3980939673486
"83",-123.139681055891,48.3980939673486
"84",-123.132948237184,48.3980939673486
"85",-123.126215418477,48.3980939673486
"86",-123.11948259977,48.3980939673486
"87",-123.112749781063,48.3980939673486
"88",-123.106016962356,48.3980939673486
"89",-123.099284143649,48.3980939673486
"90",-123.092551324941,48.3980939673486
"91",-123.085818506234,48.3980939673486
"92",-123.079085687527,48.3980939673486
"93",-123.07235286882,48.3980939673486
"94",-123.065620050113,48.3980939673486
"95",-123.058887231406,48.3980939673486
"96",-123.052154412699,48.3980939673486
"97",-123.045421593992,48.3980939673486
"98",-123.038688775285,48.3980939673486
"99",-123.031955956578,48.3980939673486
"100",-123.025223137871,48.3980939673486
"101",-123.018490319163,48.3980939673486
"102",-123.011757500456,48.3980939673486
"103",-123.005024681749,48.3980939673486
"104",-122.998291863042,48.3980939673486
"105",-122.991559044335,48.3980939673486
"106",-122.984826225628,48.3980939673486
"107",-122.978093406921,48.3980939673486
"108",-122.971360588214,48.3980939673486
"109",-122.964627769507,48.3980939673486
"110",-122.9578949508,48.3980939673486
"111",-122.951162132093,48.3980939673486
"112",-122.944429313385,48.3980939673486
"113",-122.937696494678,48.3980939673486
"114",-122.930963675971,48.3980939673486
"115",-122.924230857264,48.3980939673486
"116",-122.917498038557,48.3980939673486
"117",-122.91076521985,48.3980939673486
"118",-122.904032401143,48.3980939673486
"119",-122.897299582436,48.3980939673486
"120",-122.890566763729,48.3980939673486
"121",-122.883833945022,48.3980939673486
"122",-122.877101126315,48.3980939673486
"123",-122.870368307607,48.3980939673486
"124",-122.8636354889,48.3980939673486
"125",-122.856902670193,48.3980939673486
"126",-122.850169851486,48.3980939673486
"127",-122.843437032779,48.3980939673486
"128",-122.836704214072,48.3980939673486
"129",-122.829971395365,48.3980939673486
"130",-122.823238576658,48.3980939673486
"131",-122.816505757951,48.3980939673486
"132",-122.809772939244,48.3980939673486
"133",-122.803040120536,48.3980939673486
"134",-122.796307301829,48.3980939673486
"135",-122.789574483122,48.3980939673486
"136",-122.782841664415,48.3980939673486
"137",-122.776108845708,48.3980939673486
"138",-122.769376027001,48.3980939673486
"139",-122.762643208294,48.3980939673486
"140",-122.755910389587,48.3980939673486
