Date_Time (LST/LDT), Event, Speed (knots)
2021-01-01 01:04, slack,-
2021-01-01 04:20, flood,1.3
2021-01-01 07:59, slack,-
2021-01-01 11:27, ebb,-2.0
2021-01-01 15:40, slack,-
2021-01-01 16:59, slack,-
2021-01-01 21:57, ebb,-3.1
2021-01-02 01:46, slack,-
2021-01-02 04:56, flood,1.3
2021-01-02 08:35, slack,-
2021-01-02 11:57, ebb,-2.1
2021-01-02 16:16, slack,-
2021-01-02 17:59, slack,-
2021-01-02 22:45, ebb,-2.8
2021-01-03 02:28, slack,-
2021-01-03 05:38, flood,1.2
2021-01-03 09:05, slack,-
2021-01-03 12:33, ebb,-2.2
2021-01-03 16:52, slack,-
2021-01-03 17:50, flood,0.1
2021-01-03 19:11, slack,-
2021-01-03 23:45, ebb,-2.5
2021-01-04 03:22, slack,-
2021-01-04 06:26, flood,1.0
2021-01-04 09:41, slack,-
2021-01-04 13:09, ebb,-2.3
2021-01-04 17:28, slack,-
2021-01-04 18:50, flood,0.2
2021-01-04 20:41, slack,-
2021-01-05 00:51, ebb,-2.1
2021-01-05 04:16, slack,-
2021-01-05 07:14, flood,0.8
2021-01-05 10:17, slack,-
2021-01-05 13:51, ebb,-2.4
2021-01-05 18:10, slack,-
2021-01-05 20:02, flood,0.3
2021-01-05 22:17, slack,-
2021-01-06 02:03, ebb,-1.8
2021-01-06 05:28, slack,-
2021-01-06 08:14, flood,0.7
2021-01-06 10:59, slack,-
2021-01-06 14:39, ebb,-2.6
2021-01-06 18:58, slack,-
2021-01-06 21:20, flood,0.5
2021-01-06 23:59, slack,-
2021-01-07 03:27, ebb,-1.7
2021-01-07 06:46, slack,-
2021-01-07 09:14, flood,0.5
2021-01-07 11:41, slack,-
2021-01-07 15:33, ebb,-2.7
2021-01-07 19:52, slack,-
2021-01-07 22:26, flood,0.7
2021-01-08 01:29, slack,-
2021-01-08 04:51, ebb,-1.7
2021-01-08 08:10, slack,-
2021-01-08 10:20, flood,0.5
2021-01-08 12:29, slack,-
2021-01-08 16:33, ebb,-2.9
2021-01-08 20:40, slack,-
2021-01-08 23:32, flood,0.9
2021-01-09 02:47, slack,-
2021-01-09 06:09, ebb,-1.8
2021-01-09 09:28, slack,-
2021-01-09 11:20, flood,0.4
2021-01-09 13:23, slack,-
2021-01-09 17:33, ebb,-3.2
2021-01-09 21:34, slack,-
2021-01-10 00:26, flood,1.1
2021-01-10 03:53, slack,-
2021-01-10 07:21, ebb,-2.0
2021-01-10 10:40, slack,-
2021-01-10 12:20, flood,0.4
2021-01-10 14:11, slack,-
2021-01-10 18:27, ebb,-3.5
2021-01-10 22:22, slack,-
2021-01-11 01:20, flood,1.2
2021-01-11 04:47, slack,-
2021-01-11 08:21, ebb,-2.1
2021-01-11 11:46, slack,-
2021-01-11 13:14, flood,0.3
2021-01-11 14:59, slack,-
2021-01-11 19:15, ebb,-3.6
2021-01-11 23:10, slack,-
2021-01-12 02:08, flood,1.4
2021-01-12 05:41, slack,-
2021-01-12 09:15, ebb,-2.3
2021-01-12 12:46, slack,-
2021-01-12 14:08, flood,0.3
2021-01-12 15:47, slack,-
2021-01-12 20:03, ebb,-3.6
2021-01-12 23:52, slack,-
2021-01-13 02:56, flood,1.4
2021-01-13 06:29, slack,-
2021-01-13 10:09, ebb,-2.3
2021-01-13 13:52, slack,-
2021-01-13 15:02, flood,0.3
