Date_Time (LST/LDT), Event, Speed (knots)
2021-01-01 00:47, slack,-
2021-01-01 03:55, flood,3.6
2021-01-01 09:08, slack,-
2021-01-01 10:30, ebb,-0.8
2021-01-01 14:17, slack,-
2021-01-01 15:56, slack,-
2021-01-01 20:48, ebb,-3.3
2021-01-02 01:29, slack,-
2021-01-02 04:43, flood,3.4
2021-01-02 09:44, slack,-
2021-01-02 11:18, ebb,-0.9
2021-01-02 15:29, slack,-
2021-01-02 21:30, ebb,-3.0
2021-01-03 02:11, slack,-
2021-01-03 05:25, flood,3.2
2021-01-03 10:14, slack,-
2021-01-03 12:00, ebb,-1.1
2021-01-03 16:06, slack,-
2021-01-03 22:18, ebb,-2.6
2021-01-04 02:53, slack,-
2021-01-04 06:07, flood,2.9
2021-01-04 10:38, slack,-
2021-01-04 12:42, ebb,-1.4
2021-01-04 17:53, slack,-
2021-01-04 18:56, slack,-
2021-01-04 23:12, ebb,-2.1
2021-01-05 03:35, slack,-
2021-01-05 06:49, flood,2.6
2021-01-05 10:56, slack,-
2021-01-05 13:24, ebb,-1.8
2021-01-05 18:23, slack,-
2021-01-05 19:19, flood,0.4
2021-01-05 21:08, slack,-
2021-01-06 00:18, ebb,-1.5
2021-01-06 04:17, slack,-
2021-01-06 07:31, flood,2.2
2021-01-06 11:08, slack,-
2021-01-06 14:06, ebb,-2.3
2021-01-06 18:59, slack,-
2021-01-06 20:37, flood,0.9
2021-01-06 23:26, slack,-
2021-01-07 01:30, ebb,-0.9
2021-01-07 05:05, slack,-
2021-01-07 08:07, flood,1.7
2021-01-07 11:32, slack,-
2021-01-07 14:42, ebb,-2.7
2021-01-07 19:35, slack,-
2021-01-07 21:49, flood,1.7
2021-01-08 01:44, slack,-
2021-01-08 03:06, ebb,-0.6
2021-01-08 06:11, slack,-
2021-01-08 09:01, flood,1.2
2021-01-08 11:56, slack,-
2021-01-08 15:24, ebb,-3.0
2021-01-08 20:17, slack,-
2021-01-08 22:55, flood,2.5
2021-01-09 03:32, slack,-
2021-01-09 04:48, ebb,-0.5
2021-01-09 07:41, slack,-
2021-01-09 10:01, flood,0.9
2021-01-09 12:26, slack,-
2021-01-09 16:12, ebb,-3.3
2021-01-09 20:59, slack,-
2021-01-09 23:43, flood,3.2
2021-01-10 04:44, slack,-
2021-01-10 06:06, ebb,-0.7
2021-01-10 09:29, slack,-
2021-01-10 11:01, flood,0.6
2021-01-10 13:02, slack,-
2021-01-10 17:00, ebb,-3.4
2021-01-10 21:41, slack,-
2021-01-11 00:37, flood,3.8
2021-01-11 05:32, slack,-
2021-01-11 07:06, ebb,-1.0
2021-01-11 10:59, slack,-
2021-01-11 12:01, flood,0.5
2021-01-11 13:44, slack,-
2021-01-11 17:48, ebb,-3.4
2021-01-11 22:23, slack,-
2021-01-12 01:19, flood,4.2
2021-01-12 06:20, slack,-
2021-01-12 08:00, ebb,-1.3
2021-01-12 12:05, slack,-
2021-01-12 12:49, flood,0.4
2021-01-12 14:32, slack,-
2021-01-12 18:36, ebb,-3.4
2021-01-12 23:05, slack,-
2021-01-13 02:13, flood,4.3
2021-01-13 07:02, slack,-
2021-01-13 08:48, ebb,-1.5
2021-01-13 13:05, slack,-
2021-01-13 13:37, flood,0.3
2021-01-13 15:14, slack,-
2021-01-13 19:24, ebb,-3.3
2021-01-13 23:53, slack,-
2021-01-14 03:01, flood,4.2
2021-01-14 07:50, slack,-
2021-01-14 09:30, ebb,-1.5
2021-01-14 14:05, slack,-
2021-01-14 14:31, flood,0.2
2021-01-14 15:56, slack,-
2021-01-14 20:12, ebb,-3.1
2021-01-15 00:35, slack,-
2021-01-15 03:49, flood,4.0
2021-01-15 08:32, slack,-
2021-01-15 10:18, ebb,-1.5
2021-01-15 15:11, slack,-
2021-01-15 15:19, flood,0.1
2021-01-15 16:38, slack,-
2021-01-15 20:54, ebb,-2.9
2021-01-16 01:23, slack,-
2021-01-16 04:37, flood,3.6
2021-01-16 09:14, slack,-
2021-01-16 11:06, ebb,-1.5
2021-01-16 16:35, slack,-
2021-01-16 21:36, ebb,-2.4
2021-01-17 02:11, slack,-
2021-01-17 05:25, flood,3.2
2021-01-17 09:50, slack,-
2021-01-17 11:54, ebb,-1.5
2021-01-17 17:00, slack,-
2021-01-17 22:24, ebb,-1.9
2021-01-18 02:53, slack,-
2021-01-18 06:07, flood,2.6
2021-01-18 10:20, slack,-
2021-01-18 12:42, ebb,-1.7
2021-01-18 18:47, slack,-
2021-01-18 23:18, ebb,-1.4
2021-01-19 03:29, slack,-
2021-01-19 06:49, flood,2.1
2021-01-19 10:38, slack,-
2021-01-19 13:18, ebb,-1.8
2021-01-19 19:05, slack,-
2021-01-19 19:31, flood,0.2
2021-01-19 21:14, slack,-
2021-01-20 00:12, ebb,-0.8
2021-01-20 04:05, slack,-
2021-01-20 07:25, flood,1.5
2021-01-20 10:44, slack,-
2021-01-20 13:54, ebb,-2.0
2021-01-20 19:29, slack,-
2021-01-20 20:43, flood,0.5
2021-01-21 00:02, slack,-
2021-01-21 01:30, ebb,-0.3
2021-01-21 04:35, slack,-
2021-01-21 07:55, flood,1.0
2021-01-21 10:50, slack,-
2021-01-21 14:30, ebb,-2.2
2021-01-21 19:59, slack,-
2021-01-21 22:01, flood,1.0
2021-01-22 03:08, slack,-
2021-01-22 05:17, slack,-
2021-01-22 08:25, flood,0.6
2021-01-22 11:02, slack,-
2021-01-22 15:00, ebb,-2.4
2021-01-22 20:23, slack,-
2021-01-22 22:55, flood,1.5
2021-01-23 04:50, slack,-
2021-01-23 06:47, slack,-
2021-01-23 09:25, flood,0.3
2021-01-23 11:20, slack,-
2021-01-23 15:36, ebb,-2.5
2021-01-23 20:53, slack,-
2021-01-23 23:43, flood,2.0
2021-01-24 05:26, slack,-
2021-01-24 06:00, ebb,-0.2
2021-01-24 09:29, slack,-
2021-01-24 10:19, flood,0.1
2021-01-24 11:44, slack,-
2021-01-24 16:18, ebb,-2.7
2021-01-24 21:23, slack,-
2021-01-25 00:19, flood,2.5
2021-01-25 05:50, slack,-
2021-01-25 06:48, ebb,-0.4
2021-01-25 10:53, slack,-
2021-01-25 12:20, slack,-
2021-01-25 16:54, ebb,-2.9
2021-01-25 21:59, slack,-
2021-01-26 00:55, flood,2.9
2021-01-26 06:20, slack,-
2021-01-26 07:36, ebb,-0.6
2021-01-26 11:29, slack,-
2021-01-26 11:55, flood,0.1
2021-01-26 13:08, slack,-
2021-01-26 17:42, ebb,-3.1
2021-01-26 22:35, slack,-
2021-01-27 01:37, flood,3.3
2021-01-27 06:50, slack,-
2021-01-27 08:12, ebb,-0.8
2021-01-27 11:53, slack,-
2021-01-27 12:31, flood,0.2
2021-01-27 14:02, slack,-
2021-01-27 18:24, ebb,-3.2
2021-01-27 23:11, slack,-
2021-01-28 02:13, flood,3.5
2021-01-28 07:26, slack,-
2021-01-28 08:54, ebb,-0.9
2021-01-28 12:17, slack,-
2021-01-28 13:07, flood,0.3
2021-01-28 14:50, slack,-
2021-01-28 19:06, ebb,-3.3
2021-01-28 23:47, slack,-
2021-01-29 02:55, flood,3.6
2021-01-29 07:56, slack,-
2021-01-29 09:24, ebb,-1.0
2021-01-29 12:47, slack,-
2021-01-29 13:49, flood,0.4
2021-01-29 15:44, slack,-
2021-01-29 19:48, ebb,-3.3
2021-01-30 00:29, slack,-
2021-01-30 03:37, flood,3.6
2021-01-30 08:26, slack,-
2021-01-30 09:54, ebb,-1.1
2021-01-30 13:29, slack,-
2021-01-30 14:31, flood,0.5
2021-01-30 16:38, slack,-
2021-01-30 20:30, ebb,-3.1
2021-01-31 01:05, slack,-
2021-01-31 04:13, flood,3.4
2021-01-31 08:44, slack,-
2021-01-31 10:30, ebb,-1.3
2021-01-31 14:23, slack,-
2021-01-31 15:31, flood,0.5
2021-01-31 17:38, slack,-
2021-01-31 21:12, ebb,-2.8
2021-02-01 01:47, slack,-
2021-02-01 04:49, flood,3.1
2021-02-01 09:02, slack,-
2021-02-01 11:06, ebb,-1.6
2021-02-01 15:17, slack,-
2021-02-01 16:31, flood,0.7
2021-02-01 18:50, slack,-
2021-02-01 22:00, ebb,-2.2
2021-02-02 02:23, slack,-
2021-02-02 05:19, flood,2.7
2021-02-02 09:14, slack,-
2021-02-02 11:42, ebb,-2.0
2021-02-02 16:11, slack,-
2021-02-02 17:49, flood,0.9
2021-02-02 20:20, slack,-
2021-02-02 22:54, ebb,-1.6
2021-02-03 02:59, slack,-
2021-02-03 05:49, flood,2.2
2021-02-03 09:32, slack,-
2021-02-03 12:24, ebb,-2.4
2021-02-03 17:05, slack,-
2021-02-03 19:01, flood,1.3
