Date_Time (LST/LDT), Event, Speed (knots)
2021-01-01 02:00, slack,-
2021-01-01 05:06, flood,1.8
2021-01-01 09:12, slack,-
2021-01-01 12:00, ebb,-0.9
2021-01-01 16:24, slack,-
2021-01-01 17:48, slack,-
2021-01-01 23:00, ebb,-2.0
2021-01-02 02:36, slack,-
2021-01-02 05:48, flood,1.8
2021-01-02 09:48, slack,-
2021-01-02 12:48, ebb,-0.9
2021-01-02 17:48, slack,-
2021-01-02 23:30, ebb,-1.8
2021-01-03 03:18, slack,-
2021-01-03 06:36, flood,1.7
2021-01-03 10:24, slack,-
2021-01-03 13:48, ebb,-1.1
2021-01-03 18:48, slack,-
2021-01-04 00:12, ebb,-1.5
2021-01-04 04:00, slack,-
2021-01-04 07:18, flood,1.6
2021-01-04 11:00, slack,-
2021-01-04 14:42, ebb,-1.3
2021-01-04 19:18, slack,-
2021-01-04 20:24, slack,-
2021-01-05 01:18, ebb,-1.2
2021-01-05 04:48, slack,-
2021-01-05 08:12, flood,1.3
2021-01-05 11:36, slack,-
2021-01-05 15:24, ebb,-1.5
2021-01-05 19:42, slack,-
2021-01-05 21:00, flood,0.3
2021-01-05 22:36, slack,-
2021-01-06 02:42, ebb,-0.8
2021-01-06 05:54, slack,-
2021-01-06 09:06, flood,1.0
2021-01-06 12:06, slack,-
2021-01-06 16:12, ebb,-1.8
2021-01-06 20:12, slack,-
2021-01-06 22:18, flood,0.7
2021-01-07 01:36, slack,-
2021-01-07 04:18, ebb,-0.6
2021-01-07 07:24, slack,-
2021-01-07 10:00, flood,0.7
2021-01-07 12:30, slack,-
2021-01-07 17:00, ebb,-2.1
2021-01-07 20:54, slack,-
2021-01-07 23:42, flood,1.2
2021-01-08 03:48, slack,-
2021-01-08 06:18, ebb,-0.5
2021-01-08 09:24, slack,-
2021-01-08 11:06, flood,0.3
2021-01-08 12:48, slack,-
2021-01-08 17:48, ebb,-2.5
2021-01-08 21:42, slack,-
2021-01-09 00:48, flood,1.8
2021-01-09 05:30, slack,-
2021-01-09 08:06, ebb,-0.6
2021-01-09 11:12, slack,-
