Date_Time (LST/LDT), Event, Speed (knots)
2021-01-01 01:42, slack,-
2021-01-01 04:48, flood,3.2
2021-01-01 09:24, slack,-
2021-01-01 12:12, ebb,-0.9
2021-01-01 16:12, ebb,-0.3
2021-01-01 22:18, ebb,-3.9
2021-01-02 02:24, slack,-
2021-01-02 05:36, flood,3.2
2021-01-02 10:00, slack,-
2021-01-02 13:12, ebb,-1.1
2021-01-02 17:06, ebb,-0.4
2021-01-02 23:00, ebb,-3.5
2021-01-03 03:06, slack,-
2021-01-03 06:18, flood,3.0
2021-01-03 10:36, slack,-
2021-01-03 13:54, ebb,-1.4
2021-01-03 18:06, ebb,-0.5
2021-01-03 23:48, ebb,-2.9
2021-01-04 03:48, slack,-
2021-01-04 07:06, flood,2.7
2021-01-04 11:06, slack,-
2021-01-04 14:42, ebb,-1.8
2021-01-04 19:18, ebb,-0.4
2021-01-05 00:42, ebb,-2.3
2021-01-05 04:30, slack,-
2021-01-05 07:48, flood,2.4
2021-01-05 11:30, slack,-
2021-01-05 15:24, ebb,-2.3
2021-01-05 20:36, ebb,-0.1
2021-01-06 01:48, ebb,-1.6
2021-01-06 05:12, slack,-
2021-01-06 08:30, flood,1.9
2021-01-06 11:48, slack,-
2021-01-06 16:00, ebb,-2.8
2021-01-06 20:36, slack,-
2021-01-06 21:54, flood,0.4
2021-01-07 00:00, slack,-
2021-01-07 03:18, ebb,-0.9
2021-01-07 06:00, slack,-
2021-01-07 09:18, flood,1.5
2021-01-07 12:06, slack,-
2021-01-07 16:42, ebb,-3.4
2021-01-07 21:00, slack,-
2021-01-07 23:12, flood,1.1
2021-01-08 02:42, slack,-
2021-01-08 05:00, ebb,-0.6
2021-01-08 07:00, slack,-
2021-01-08 10:06, flood,1.1
2021-01-08 12:24, slack,-
2021-01-08 17:24, ebb,-3.9
2021-01-08 21:30, slack,-
2021-01-09 00:18, flood,1.9
2021-01-09 04:24, slack,-
2021-01-09 06:18, ebb,-0.5
2021-01-09 08:24, slack,-
2021-01-09 11:00, flood,0.7
2021-01-09 12:48, slack,-
2021-01-09 18:00, ebb,-4.3
2021-01-09 22:06, slack,-
2021-01-10 01:12, flood,2.6
2021-01-10 05:30, slack,-
2021-01-10 07:24, ebb,-0.6
2021-01-10 10:18, slack,-
2021-01-10 12:00, flood,0.4
2021-01-10 13:24, slack,-
2021-01-10 18:42, ebb,-4.6
2021-01-10 22:42, slack,-
2021-01-11 01:54, flood,3.2
2021-01-11 06:18, slack,-
2021-01-11 08:30, ebb,-0.8
2021-01-11 11:54, slack,-
2021-01-11 13:00, flood,0.2
2021-01-11 14:00, slack,-
2021-01-11 19:24, ebb,-4.6
2021-01-11 23:24, slack,-
2021-01-12 02:36, flood,3.6
2021-01-12 06:54, slack,-
2021-01-12 09:30, ebb,-1.0
2021-01-12 13:06, slack,-
2021-01-12 13:54, flood,0.2
2021-01-12 14:42, slack,-
2021-01-12 20:06, ebb,-4.6
2021-01-13 00:06, slack,-
2021-01-13 03:18, flood,3.7
2021-01-13 07:36, slack,-
2021-01-13 10:24, ebb,-1.2
2021-01-13 14:06, slack,-
2021-01-13 14:48, flood,0.1
2021-01-13 15:24, slack,-
2021-01-13 20:54, ebb,-4.4
2021-01-14 00:54, slack,-
2021-01-14 04:00, flood,3.7
2021-01-14 08:18, slack,-
2021-01-14 11:18, ebb,-1.3
2021-01-14 15:06, slack,-
2021-01-14 21:42, ebb,-4.0
2021-01-15 01:42, slack,-
2021-01-15 04:42, flood,3.5
2021-01-15 09:00, slack,-
2021-01-15 12:06, ebb,-1.4
2021-01-15 16:24, slack,-
2021-01-15 22:30, ebb,-3.6
2021-01-16 02:24, slack,-
2021-01-16 05:30, flood,3.2
2021-01-16 09:42, slack,-
2021-01-16 12:54, ebb,-1.5
2021-01-16 17:18, ebb,-0.1
2021-01-16 23:18, ebb,-3.1
2021-01-17 03:12, slack,-
2021-01-17 06:12, flood,2.8
2021-01-17 10:18, slack,-
2021-01-17 13:36, ebb,-1.7
2021-01-17 18:12, ebb,-0.2
2021-01-18 00:06, ebb,-2.5
2021-01-18 03:54, slack,-
2021-01-18 07:00, flood,2.3
2021-01-18 10:48, slack,-
2021-01-18 14:18, ebb,-1.9
2021-01-18 19:12, ebb,-0.3
2021-01-19 00:48, ebb,-1.8
2021-01-19 04:36, slack,-
2021-01-19 07:42, flood,1.9
2021-01-19 11:06, slack,-
2021-01-19 15:00, ebb,-2.2
2021-01-19 20:24, ebb,-0.2
2021-01-20 01:42, ebb,-1.1
2021-01-20 05:06, slack,-
2021-01-20 08:18, flood,1.4
2021-01-20 11:24, slack,-
2021-01-20 15:36, ebb,-2.5
2021-01-20 21:18, slack,-
2021-01-20 22:42, slack,-
2021-01-21 03:00, ebb,-0.5
