Date_Time (LST/LDT), Event, Speed (knots)
2021-01-01 00:54, slack,-
2021-01-01 04:30, flood,1.7
2021-01-01 07:42, slack,-
2021-01-01 10:06, ebb,-0.8
2021-01-01 13:06, slack,-
2021-01-01 15:36, flood,0.8
2021-01-01 18:06, slack,-
2021-01-01 21:24, ebb,-1.8
2021-01-02 01:42, slack,-
2021-01-02 05:06, flood,1.6
2021-01-02 08:18, slack,-
2021-01-02 10:30, ebb,-0.9
2021-01-02 13:54, slack,-
2021-01-02 16:30, flood,0.9
2021-01-02 19:06, slack,-
2021-01-02 22:18, ebb,-1.7
2021-01-03 02:30, slack,-
2021-01-03 05:42, flood,1.4
2021-01-03 08:48, slack,-
2021-01-03 11:06, ebb,-1.0
2021-01-03 14:42, slack,-
2021-01-03 17:18, flood,1.0
2021-01-03 20:18, slack,-
2021-01-03 23:06, ebb,-1.5
2021-01-04 03:24, slack,-
2021-01-04 06:24, flood,1.2
2021-01-04 09:24, slack,-
2021-01-04 11:42, ebb,-1.1
2021-01-04 15:36, slack,-
2021-01-04 18:30, flood,1.1
2021-01-04 21:24, slack,-
2021-01-05 00:06, ebb,-1.3
2021-01-05 04:18, slack,-
2021-01-05 07:18, flood,1.0
2021-01-05 10:00, slack,-
2021-01-05 12:36, ebb,-1.1
2021-01-05 16:30, slack,-
2021-01-05 19:48, flood,1.2
2021-01-05 22:36, slack,-
2021-01-06 01:24, ebb,-1.2
2021-01-06 05:18, slack,-
2021-01-06 08:00, flood,0.9
2021-01-06 10:42, slack,-
2021-01-06 13:30, ebb,-1.2
2021-01-06 17:30, slack,-
2021-01-06 20:48, flood,1.3
2021-01-06 23:48, slack,-
2021-01-07 02:24, ebb,-1.1
2021-01-07 06:18, slack,-
2021-01-07 08:48, flood,0.8
2021-01-07 11:24, slack,-
2021-01-07 14:18, ebb,-1.3
2021-01-07 18:30, slack,-
2021-01-07 21:54, flood,1.3
2021-01-08 00:54, slack,-
2021-01-08 03:24, ebb,-1.0
2021-01-08 07:18, slack,-
2021-01-08 09:36, flood,0.7
2021-01-08 12:12, slack,-
2021-01-08 15:00, ebb,-1.3
2021-01-08 19:24, slack,-
2021-01-08 23:06, flood,1.4
2021-01-09 01:54, slack,-
2021-01-09 05:06, ebb,-0.9
2021-01-09 08:18, slack,-
2021-01-09 10:42, flood,0.6
2021-01-09 13:06, slack,-
2021-01-09 15:54, ebb,-1.2
2021-01-09 20:18, slack,-
2021-01-10 00:00, flood,1.5
2021-01-10 02:54, slack,-
2021-01-10 06:24, ebb,-1.0
2021-01-10 09:24, slack,-
2021-01-10 11:48, flood,0.6
2021-01-10 13:54, slack,-
2021-01-10 16:54, ebb,-1.2
2021-01-10 21:12, slack,-
2021-01-11 00:48, flood,1.6
2021-01-11 03:54, slack,-
2021-01-11 07:18, ebb,-1.1
2021-01-11 10:30, slack,-
2021-01-11 12:42, flood,0.5
2021-01-11 14:42, slack,-
2021-01-11 18:00, ebb,-1.2
2021-01-11 22:00, slack,-
2021-01-12 01:36, flood,1.6
2021-01-12 04:54, slack,-
2021-01-12 08:24, ebb,-1.2
2021-01-12 11:30, slack,-
2021-01-12 13:24, flood,0.5
2021-01-12 15:36, slack,-
2021-01-12 18:54, ebb,-1.2
2021-01-12 22:48, slack,-
2021-01-13 02:30, flood,1.7
2021-01-13 05:54, slack,-
2021-01-13 09:30, ebb,-1.3
2021-01-13 12:30, slack,-
2021-01-13 14:42, flood,0.4
2021-01-13 16:30, slack,-
2021-01-13 19:42, ebb,-1.3
2021-01-13 23:30, slack,-
2021-01-14 03:30, flood,1.8
2021-01-14 06:42, slack,-
2021-01-14 10:12, ebb,-1.3
2021-01-14 13:30, slack,-
2021-01-14 15:42, flood,0.4
2021-01-14 17:18, slack,-
2021-01-14 20:36, ebb,-1.3
2021-01-15 00:12, slack,-
2021-01-15 04:12, flood,1.8
2021-01-15 07:30, slack,-
2021-01-15 10:54, ebb,-1.3
2021-01-15 14:24, slack,-
2021-01-15 16:36, flood,0.5
2021-01-15 18:12, slack,-
2021-01-15 21:30, ebb,-1.3
2021-01-16 01:00, slack,-
2021-01-16 04:48, flood,1.8
2021-01-16 08:12, slack,-
2021-01-16 11:42, ebb,-1.3
2021-01-16 15:12, slack,-
2021-01-16 17:24, flood,0.6
2021-01-16 19:12, slack,-
2021-01-16 22:18, ebb,-1.2
2021-01-17 01:48, slack,-
2021-01-17 05:24, flood,1.6
