Year,Month,Day,net_move,Station
2018,10,01,2.866,9449994
2018,10,02,4.821000000000001,9449994
2018,10,03,4.939,9449994
2018,10,04,5.287000000000001,9449994
2018,10,05,5.1339999999999995,9449994
2018,10,06,6.045,9449994
2018,10,07,6.551,9449994
2018,10,08,6.923,9449994
2018,10,09,7.0729999999999995,9449994
2018,10,10,6.9719999999999995,9449994
2018,10,11,6.638000000000001,9449994
2018,10,12,6.109000000000001,9449994
2018,10,13,3.4530000000000003,9449994
2018,10,14,5.007999999999999,9449994
2018,10,15,4.497,9449994
2018,10,16,4.186,9449994
2018,10,17,4.002,9449994
2018,10,18,3.971,9449994
2018,10,19,3.7190000000000003,9449994
2018,10,20,4.219000000000001,9449994
2018,10,21,4.646,9449994
2018,10,22,5.144,9449994
2018,10,23,5.645,9449994
2018,10,24,6.088,9449994
2018,10,25,6.406000000000001,9449994
2018,10,26,6.552,9449994
2018,10,27,6.501999999999999,9449994
2018,10,28,3.8019999999999996,9449994
2018,10,29,6.008,9449994
2018,10,30,5.6419999999999995,9449994
2018,10,31,5.362,9449994
