Year,Month,Day,net_move,Station
2018,10,01,2.5729999999999995,9449828
2018,10,02,4.647,9449828
2018,10,03,4.816000000000001,9449828
2018,10,04,5.074000000000001,9449828
2018,10,05,4.925000000000001,9449828
2018,10,06,5.45,9449828
2018,10,07,5.718999999999999,9449828
2018,10,08,5.917000000000001,9449828
2018,10,09,5.995999999999999,9449828
2018,10,10,5.931,9449828
2018,10,11,5.7219999999999995,9449828
2018,10,12,3.297,9449828
2018,10,13,5.048000000000001,9449828
2018,10,14,4.664,9449828
2018,10,15,3.921,9449828
2018,10,16,4.022,9449828
2018,10,17,3.812,9449828
2018,10,18,4.491999999999999,9449828
2018,10,19,3.5829999999999997,9449828
2018,10,20,3.7529999999999997,9449828
2018,10,21,3.976,9449828
2018,10,22,4.305,9449828
2018,10,23,4.702999999999999,9449828
2018,10,24,5.118,9449828
2018,10,25,5.4750000000000005,9449828
2018,10,26,5.718,9449828
2018,10,27,5.808,9449828
2018,10,28,3.3140000000000005,9449828
2018,10,29,5.617,9449828
2018,10,30,5.420999999999999,9449828
2018,10,31,5.259,9449828
