Year,Month,Day,net_move,Station
2018,10,01,2.643,9449932
2018,10,02,4.767,9449932
2018,10,03,4.943999999999999,9449932
2018,10,04,5.209,9449932
2018,10,05,5.073,9449932
2018,10,06,5.729,9449932
2018,10,07,6.166,9449932
2018,10,08,6.526,9449932
2018,10,09,6.716,9449932
2018,10,10,6.683,9449932
2018,10,11,6.425,9449932
2018,10,12,3.735,9449932
2018,10,13,5.529999999999999,9449932
2018,10,14,5.019,9449932
2018,10,15,4.626,9449932
2018,10,16,3.652,9449932
2018,10,17,4.656,9449932
2018,10,18,3.8950000000000005,9449932
2018,10,19,3.6020000000000003,9449932
2018,10,20,3.956,9449932
2018,10,21,4.324,9449932
2018,10,22,4.796,9449932
2018,10,23,5.315,9449932
2018,10,24,5.797,9449932
2018,10,25,6.166,9449932
2018,10,26,6.359,9449932
2018,10,27,3.736,9449932
2018,10,28,6.18,9449932
2018,10,29,5.935,9449932
2018,10,30,5.176,9449932
2018,10,31,5.263,9449932
