Year,Month,Day,net_move,Station
2018,10,01,2.705,9449880
2018,10,02,4.763,9449880
2018,10,03,4.885,9449880
2018,10,04,5.1339999999999995,9449880
2018,10,05,5.01,9449880
2018,10,06,5.598000000000001,9449880
2018,10,07,5.965,9449880
2018,10,08,6.237,9449880
2018,10,09,6.357,9449880
2018,10,10,6.301,9449880
2018,10,11,3.9159999999999995,9449880
2018,10,12,5.725,9449880
2018,10,13,5.317,9449880
2018,10,14,4.876,9449880
2018,10,15,4.507,9449880
2018,10,16,3.61,9449880
2018,10,17,3.828,9449880
2018,10,18,4.541,9449880
2018,10,19,3.603,9449880
2018,10,20,3.899,9449880
2018,10,21,4.238,9449880
2018,10,22,4.653,9449880
2018,10,23,5.0920000000000005,9449880
2018,10,24,5.515,9449880
2018,10,25,5.867,9449880
2018,10,26,6.093999999999999,9449880
2018,10,27,3.6729999999999996,9449880
2018,10,28,6.024999999999999,9449880
2018,10,29,5.844,9449880
2018,10,30,5.598,9449880
2018,10,31,4.667,9449880
