Year,Month,Day,net_move,Station
2018,11,01,3.6030000000000006,9449798
2018,11,02,4.976,9449798
2018,11,03,5.421,9449798
2018,11,04,5.8549999999999995,9449798
2018,11,05,6.341,9449798
2018,11,06,6.724,9449798
2018,11,07,6.917,9449798
2018,11,08,6.9,9449798
2018,11,09,6.673,9449798
2018,11,10,3.9,9449798
2018,11,11,5.984,9449798
2018,11,12,5.481999999999999,9449798
2018,11,13,4.3,9449798
2018,11,14,4.467,9449798
2018,11,15,5.0920000000000005,9449798
2018,11,16,4.076,9449798
2018,11,17,3.6510000000000002,9449798
2018,11,18,4.0920000000000005,9449798
2018,11,19,4.593,9449798
2018,11,20,5.243,9449798
2018,11,21,5.928000000000001,9449798
2018,11,22,6.5600000000000005,9449798
2018,11,23,7.043,9449798
2018,11,24,7.314,9449798
2018,11,25,4.380000000000001,9449798
2018,11,26,7.244,9449798
2018,11,27,6.912000000000001,9449798
2018,11,28,6.454000000000001,9449798
2018,11,29,6.007000000000001,9449798
2018,11,30,5.667,9449798
