Date_Time (LST/LDT), Event, Speed (knots)
2021-01-01 05:44, flood,1.5
2021-01-01 12:06, slack,-
2021-01-01 11:38, ebb,-0.2
2021-01-01 16:26, flood,0.1
2021-01-01 19:30, slack,-
2021-01-01 21:44, ebb,-0.7
2021-01-02 00:42, slack,-
2021-01-02 06:26, flood,1.4
2021-01-02 12:48, slack,-
2021-01-02 12:20, ebb,-0.1
2021-01-02 17:14, flood,0.2
2021-01-02 20:24, slack,-
2021-01-02 22:26, ebb,-0.6
2021-01-03 01:24, slack,-
2021-01-03 07:08, flood,1.2
2021-01-03 13:12, slack,-
2021-01-03 13:02, ebb,-0.2
2021-01-03 18:14, flood,0.2
2021-01-03 21:24, slack,-
2021-01-03 23:08, ebb,-0.5
2021-01-04 01:54, slack,-
2021-01-04 07:50, flood,1.1
2021-01-04 13:24, slack,-
2021-01-04 13:44, ebb,-0.2
2021-01-04 15:24, slack,-
2021-01-04 19:26, flood,0.1
2021-01-04 22:42, slack,-
2021-01-04 23:50, ebb,-0.4
2021-01-05 02:24, slack,-
2021-01-05 08:32, flood,0.9
2021-01-05 13:36, slack,-
2021-01-05 14:32, ebb,-0.3
2021-01-05 16:42, slack,-
2021-01-05 21:08, flood,0.2
2021-01-06 00:36, slack,-
2021-01-06 00:56, ebb,-0.2
2021-01-06 02:48, slack,-
2021-01-06 09:08, flood,0.7
2021-01-06 13:54, slack,-
2021-01-06 15:14, ebb,-0.5
2021-01-06 17:42, slack,-
2021-01-06 22:32, flood,0.4
2021-01-07 03:12, slack,-
2021-01-07 09:50, flood,0.6
2021-01-07 14:12, slack,-
2021-01-07 15:50, ebb,-0.5
2021-01-07 18:24, slack,-
2021-01-07 23:44, flood,0.7
2021-01-08 06:06, slack,-
2021-01-08 10:32, flood,0.4
2021-01-08 14:36, slack,-
2021-01-08 16:26, ebb,-0.6
2021-01-08 19:00, slack,-
2021-01-09 00:44, flood,1.0
2021-01-09 07:06, slack,-
2021-01-09 11:44, flood,0.2
2021-01-09 15:00, slack,-
2021-01-09 17:08, ebb,-0.7
2021-01-09 19:36, slack,-
2021-01-10 01:32, flood,1.3
2021-01-10 07:42, slack,-
2021-01-10 07:08, ebb,-0.1
2021-01-10 09:30, slack,-
2021-01-10 15:30, slack,-
2021-01-10 17:50, ebb,-0.7
2021-01-10 20:18, slack,-
2021-01-11 02:20, flood,1.6
2021-01-11 08:12, slack,-
2021-01-11 08:14, ebb,-0.2
2021-01-11 11:18, slack,-
2021-01-11 16:06, slack,-
2021-01-11 18:38, ebb,-0.7
2021-01-11 21:00, slack,-
2021-01-12 03:08, flood,1.7
2021-01-12 08:54, slack,-
2021-01-12 09:14, ebb,-0.3
2021-01-12 12:12, slack,-
2021-01-12 17:06, slack,-
2021-01-12 19:20, ebb,-0.7
2021-01-12 21:48, slack,-
2021-01-13 03:50, flood,1.7
2021-01-13 09:36, slack,-
2021-01-13 09:56, ebb,-0.3
2021-01-13 12:42, slack,-
2021-01-13 18:06, slack,-
2021-01-13 20:14, ebb,-0.7
2021-01-13 22:42, slack,-
2021-01-14 04:38, flood,1.7
2021-01-14 10:24, slack,-
2021-01-14 10:44, ebb,-0.3
2021-01-14 13:06, slack,-
2021-01-14 16:32, flood,0.1
2021-01-14 19:06, slack,-
2021-01-14 21:08, ebb,-0.7
2021-01-14 23:30, slack,-
2021-01-15 05:26, flood,1.6
2021-01-15 11:12, slack,-
2021-01-15 11:26, ebb,-0.3
2021-01-15 13:42, slack,-
2021-01-15 17:14, flood,0.1
2021-01-15 20:00, slack,-
2021-01-15 22:02, ebb,-0.6
2021-01-16 00:18, slack,-
