Date_Time (LST/LDT), Event, Speed (knots)
2021-01-01 03:18, flood,1.7
2021-01-01 07:48, slack,-
2021-01-01 10:30, ebb,-0.8
2021-01-01 13:42, slack,-
2021-01-01 15:06, flood,0.2
2021-01-01 16:36, slack,-
2021-01-01 21:00, ebb,-1.5
2021-01-02 00:24, slack,-
2021-01-02 04:00, flood,1.7
2021-01-02 08:18, slack,-
2021-01-02 11:06, ebb,-0.9
2021-01-02 14:30, slack,-
2021-01-02 15:54, flood,0.3
2021-01-02 17:36, slack,-
2021-01-02 22:00, ebb,-1.4
2021-01-03 01:12, slack,-
2021-01-03 04:42, flood,1.7
2021-01-03 08:48, slack,-
2021-01-03 11:48, ebb,-1.0
2021-01-03 15:12, slack,-
2021-01-03 16:48, flood,0.4
2021-01-03 19:00, slack,-
2021-01-03 23:00, ebb,-1.2
2021-01-04 02:06, slack,-
2021-01-04 05:24, flood,1.5
2021-01-04 09:18, slack,-
2021-01-04 12:24, ebb,-1.1
2021-01-04 15:54, slack,-
2021-01-04 17:54, flood,0.5
2021-01-04 20:30, slack,-
2021-01-05 00:06, ebb,-1.1
2021-01-05 03:00, slack,-
2021-01-05 06:18, flood,1.4
2021-01-05 09:54, slack,-
2021-01-05 13:06, ebb,-1.2
2021-01-05 16:36, slack,-
2021-01-05 19:06, flood,0.6
2021-01-05 22:06, slack,-
2021-01-06 01:18, ebb,-0.9
2021-01-06 04:06, slack,-
2021-01-06 07:12, flood,1.2
2021-01-06 10:30, slack,-
2021-01-06 13:48, ebb,-1.3
2021-01-06 17:30, slack,-
2021-01-06 20:30, flood,0.8
2021-01-06 23:48, slack,-
2021-01-07 02:30, ebb,-0.8
2021-01-07 05:12, slack,-
2021-01-07 08:06, flood,1.0
2021-01-07 11:06, slack,-
2021-01-07 14:36, ebb,-1.5
2021-01-07 18:24, slack,-
2021-01-07 21:54, flood,1.0
2021-01-08 01:18, slack,-
2021-01-08 03:48, ebb,-0.7
2021-01-08 06:18, slack,-
2021-01-08 09:06, flood,0.9
2021-01-08 11:48, slack,-
2021-01-08 15:30, ebb,-1.6
2021-01-08 19:24, slack,-
2021-01-08 23:06, flood,1.2
2021-01-09 02:42, slack,-
2021-01-09 05:06, ebb,-0.6
2021-01-09 07:30, slack,-
2021-01-09 10:00, flood,0.8
2021-01-09 12:36, slack,-
2021-01-09 16:30, ebb,-1.7
2021-01-09 20:18, slack,-
2021-01-10 00:06, flood,1.4
2021-01-10 04:00, slack,-
2021-01-10 06:12, ebb,-0.6
2021-01-10 08:36, slack,-
2021-01-10 11:00, flood,0.7
2021-01-10 13:18, slack,-
2021-01-10 17:24, ebb,-1.8
2021-01-10 21:12, slack,-
2021-01-11 01:06, flood,1.6
2021-01-11 05:00, slack,-
2021-01-11 07:18, ebb,-0.7
2021-01-11 09:42, slack,-
2021-01-11 11:54, flood,0.6
2021-01-11 14:06, slack,-
2021-01-11 18:18, ebb,-1.8
2021-01-11 22:06, slack,-
2021-01-12 01:54, flood,1.7
2021-01-12 05:54, slack,-
2021-01-12 08:18, ebb,-0.8
2021-01-12 10:48, slack,-
2021-01-12 12:48, flood,0.5
2021-01-12 14:54, slack,-
2021-01-12 19:12, ebb,-1.8
2021-01-12 22:48, slack,-
2021-01-13 02:42, flood,1.8
2021-01-13 06:42, slack,-
