Date_Time (LST/LDT), Event, Speed (knots)
2021-01-01 00:44, slack,-
2021-01-01 03:08, flood,3.2
2021-01-01 07:59, slack,-
2021-01-01 10:50, ebb,-1.2
2021-01-01 15:20, slack,-
2021-01-01 14:56, flood,0.1
2021-01-01 16:59, slack,-
2021-01-01 21:20, ebb,-1.8
2021-01-02 01:26, slack,-
2021-01-02 03:44, flood,3.0
2021-01-02 08:35, slack,-
2021-01-02 11:20, ebb,-1.2
2021-01-02 15:56, slack,-
2021-01-02 15:44, flood,0.2
2021-01-02 17:59, slack,-
2021-01-02 22:08, ebb,-1.6
2021-01-03 02:08, slack,-
2021-01-03 04:26, flood,2.8
2021-01-03 09:05, slack,-
2021-01-03 11:56, ebb,-1.3
2021-01-03 16:32, slack,-
2021-01-03 16:38, flood,0.3
2021-01-03 19:11, slack,-
2021-01-03 23:08, ebb,-1.4
2021-01-04 03:02, slack,-
2021-01-04 05:14, flood,2.4
2021-01-04 09:41, slack,-
2021-01-04 12:32, ebb,-1.3
2021-01-04 17:08, slack,-
2021-01-04 17:38, flood,0.5
2021-01-04 20:41, slack,-
2021-01-05 00:14, ebb,-1.2
2021-01-05 03:56, slack,-
2021-01-05 06:02, flood,2.0
2021-01-05 10:17, slack,-
2021-01-05 13:14, ebb,-1.4
2021-01-05 17:50, slack,-
2021-01-05 18:50, flood,0.8
2021-01-05 22:17, slack,-
2021-01-06 01:26, ebb,-1.0
2021-01-06 05:08, slack,-
2021-01-06 07:02, flood,1.6
2021-01-06 10:59, slack,-
2021-01-06 14:02, ebb,-1.5
2021-01-06 18:38, slack,-
2021-01-06 20:08, flood,1.1
2021-01-06 23:59, slack,-
2021-01-07 02:50, ebb,-1.0
2021-01-07 06:26, slack,-
2021-01-07 08:02, flood,1.3
2021-01-07 11:41, slack,-
2021-01-07 14:56, ebb,-1.6
2021-01-07 19:32, slack,-
2021-01-07 21:14, flood,1.6
2021-01-08 01:29, slack,-
2021-01-08 04:14, ebb,-0.9
2021-01-08 07:50, slack,-
2021-01-08 09:08, flood,1.1
2021-01-08 12:29, slack,-
2021-01-08 15:56, ebb,-1.7
2021-01-08 20:20, slack,-
2021-01-08 22:20, flood,2.1
2021-01-09 02:47, slack,-
2021-01-09 05:32, ebb,-1.0
2021-01-09 09:08, slack,-
2021-01-09 10:08, flood,1.0
2021-01-09 13:23, slack,-
2021-01-09 16:56, ebb,-1.8
2021-01-09 21:14, slack,-
2021-01-09 23:14, flood,2.6
2021-01-10 03:53, slack,-
2021-01-10 06:44, ebb,-1.1
2021-01-10 10:20, slack,-
2021-01-10 11:08, flood,0.9
2021-01-10 14:11, slack,-
2021-01-10 17:50, ebb,-2.0
2021-01-10 22:02, slack,-
2021-01-11 00:08, flood,3.0
2021-01-11 04:47, slack,-
