Date_Time (LST/LDT), Event, Speed (knots)
2021-01-01 03:44, flood,1.9
2021-01-01 09:17, slack,-
2021-01-01 11:02, ebb,-0.2
2021-01-01 15:02, slack,-
2021-01-01 21:08, ebb,-0.8
2021-01-01 23:13, slack,-
2021-01-02 04:32, flood,1.9
2021-01-02 09:53, slack,-
2021-01-02 12:02, ebb,-0.2
2021-01-02 15:56, slack,-
2021-01-02 21:50, ebb,-0.7
2021-01-02 23:55, slack,-
2021-01-03 05:14, flood,1.8
2021-01-03 10:29, slack,-
2021-01-03 12:44, ebb,-0.3
2021-01-03 16:56, slack,-
2021-01-03 22:38, ebb,-0.6
2021-01-04 00:37, slack,-
2021-01-04 06:02, flood,1.6
2021-01-04 10:59, slack,-
2021-01-04 13:32, ebb,-0.4
2021-01-04 18:08, slack,-
2021-01-04 23:32, ebb,-0.5
2021-01-05 01:19, slack,-
2021-01-05 06:44, flood,1.4
2021-01-05 11:23, slack,-
2021-01-05 14:14, ebb,-0.5
2021-01-05 19:26, slack,-
2021-01-06 00:38, ebb,-0.3
2021-01-06 02:01, slack,-
2021-01-06 07:26, flood,1.2
2021-01-06 11:41, slack,-
2021-01-06 14:50, ebb,-0.6
2021-01-06 17:25, slack,-
2021-01-06 20:50, flood,0.2
2021-01-06 23:53, slack,-
2021-01-07 02:08, ebb,-0.2
2021-01-07 02:49, slack,-
2021-01-07 08:14, flood,0.9
2021-01-07 11:59, slack,-
2021-01-07 15:32, ebb,-0.7
2021-01-07 17:49, slack,-
2021-01-07 22:08, flood,0.7
2021-01-08 02:35, slack,-
2021-01-08 03:50, ebb,-0.1
2021-01-08 03:49, slack,-
2021-01-08 09:02, flood,0.6
2021-01-08 12:17, slack,-
2021-01-08 16:14, ebb,-0.8
2021-01-08 18:19, slack,-
2021-01-08 23:14, flood,1.1
2021-01-09 04:17, slack,-
2021-01-09 05:08, ebb,-0.1
2021-01-09 09:56, flood,0.4
2021-01-09 12:41, slack,-
2021-01-09 16:50, ebb,-0.9
2021-01-09 18:55, slack,-
2021-01-10 00:08, flood,1.6
2021-01-10 05:23, slack,-
2021-01-10 06:14, ebb,-0.1
2021-01-10 07:07, slack,-
2021-01-10 10:56, flood,0.2
2021-01-10 13:17, slack,-
2021-01-10 17:32, ebb,-0.9
2021-01-10 19:31, slack,-
2021-01-11 00:50, flood,1.9
2021-01-11 06:11, slack,-
2021-01-11 07:20, ebb,-0.2
2021-01-11 08:43, slack,-
2021-01-11 11:56, flood,0.1
2021-01-11 13:53, slack,-
2021-01-11 18:14, ebb,-0.9
2021-01-11 20:13, slack,-
2021-01-12 01:32, flood,2.1
2021-01-12 06:47, slack,-
2021-01-12 08:20, ebb,-0.2
2021-01-12 09:55, slack,-
2021-01-12 14:35, slack,-
2021-01-12 18:56, ebb,-0.9
2021-01-12 20:55, slack,-
2021-01-13 02:14, flood,2.2
2021-01-13 07:29, slack,-
2021-01-13 09:14, ebb,-0.2
2021-01-13 10:55, slack,-
2021-01-13 15:17, slack,-
2021-01-13 19:44, ebb,-0.9
2021-01-13 21:43, slack,-
2021-01-14 02:56, flood,2.2
2021-01-14 08:11, slack,-
2021-01-14 10:08, ebb,-0.3
2021-01-14 11:55, slack,-
2021-01-14 15:59, slack,-
2021-01-14 20:32, ebb,-0.8
2021-01-14 22:31, slack,-
2021-01-15 03:38, flood,2.1
2021-01-15 08:53, slack,-
2021-01-15 10:56, ebb,-0.3
2021-01-15 15:14, slack,-
2021-01-15 21:20, ebb,-0.7
2021-01-15 23:13, slack,-
2021-01-16 04:26, flood,1.9
2021-01-16 09:35, slack,-
2021-01-16 11:44, ebb,-0.3
2021-01-16 16:08, slack,-
2021-01-16 22:08, ebb,-0.6
2021-01-17 00:01, slack,-
2021-01-17 05:08, flood,1.7
