Date_Time (LST/LDT), Event, Speed (knots)
2021-01-01 01:48, slack,-
2021-01-01 06:36, flood,2.1
2021-01-01 10:42, slack,-
2021-01-01 12:30, ebb,-1.0
2021-01-01 16:18, slack,-
2021-01-01 17:42, slack,-
2021-01-01 23:06, ebb,-3.1
2021-01-02 02:36, slack,-
2021-01-02 06:54, flood,2.1
2021-01-02 11:18, slack,-
2021-01-02 13:12, ebb,-1.0
2021-01-02 17:24, slack,-
2021-01-02 23:54, ebb,-2.9
2021-01-03 03:18, slack,-
2021-01-03 07:18, flood,2.1
2021-01-03 11:42, slack,-
2021-01-03 13:54, ebb,-1.1
2021-01-03 18:54, slack,-
2021-01-04 00:48, ebb,-2.5
2021-01-04 04:00, slack,-
2021-01-04 07:54, flood,2.0
2021-01-04 12:00, slack,-
2021-01-04 14:36, ebb,-1.4
2021-01-04 20:12, slack,-
2021-01-05 01:42, ebb,-1.9
2021-01-05 04:36, slack,-
2021-01-05 08:30, flood,1.8
2021-01-05 12:12, slack,-
2021-01-05 15:12, ebb,-1.7
2021-01-05 20:42, slack,-
2021-01-05 22:30, slack,-
2021-01-06 02:48, ebb,-1.2
2021-01-06 05:12, slack,-
2021-01-06 09:00, flood,1.5
2021-01-06 12:18, slack,-
2021-01-06 15:54, ebb,-2.0
2021-01-06 21:18, slack,-
2021-01-07 00:00, flood,0.4
2021-01-07 02:00, slack,-
2021-01-07 04:06, ebb,-0.6
2021-01-07 05:48, slack,-
2021-01-07 09:42, flood,1.2
2021-01-07 12:30, slack,-
2021-01-07 16:36, ebb,-2.2
2021-01-07 22:00, slack,-
2021-01-08 01:24, flood,1.0
2021-01-08 04:24, slack,-
2021-01-08 05:30, ebb,-0.2
2021-01-08 06:42, slack,-
2021-01-08 10:30, flood,0.8
2021-01-08 12:48, slack,-
2021-01-08 17:24, ebb,-2.3
2021-01-08 22:42, slack,-
2021-01-09 02:24, flood,1.4
2021-01-09 05:48, slack,-
2021-01-09 06:48, ebb,-0.2
2021-01-09 08:12, slack,-
2021-01-09 11:24, flood,0.6
2021-01-09 13:18, slack,-
2021-01-09 18:12, ebb,-2.4
2021-01-09 23:18, slack,-
2021-01-10 03:18, flood,1.6
2021-01-10 06:36, slack,-
2021-01-10 07:48, ebb,-0.4
2021-01-10 09:54, slack,-
2021-01-10 12:18, flood,0.6
2021-01-10 14:00, slack,-
2021-01-10 19:00, ebb,-2.4
2021-01-10 23:54, slack,-
2021-01-11 04:12, flood,1.6
2021-01-11 07:12, slack,-
2021-01-11 08:42, ebb,-0.5
2021-01-11 11:00, slack,-
2021-01-11 13:06, flood,0.6
2021-01-11 14:48, slack,-
2021-01-11 19:48, ebb,-2.3
2021-01-12 00:24, slack,-
2021-01-12 05:00, flood,1.5
2021-01-12 07:54, slack,-
2021-01-12 09:30, ebb,-0.7
2021-01-12 11:48, slack,-
2021-01-12 13:54, flood,0.6
2021-01-12 15:36, slack,-
2021-01-12 20:42, ebb,-2.2
2021-01-13 01:00, slack,-
2021-01-13 05:42, flood,1.3
2021-01-13 08:30, slack,-
2021-01-13 10:12, ebb,-0.8
2021-01-13 12:30, slack,-
2021-01-13 14:36, flood,0.6
2021-01-13 16:18, slack,-
2021-01-13 21:36, ebb,-2.1
2021-01-14 01:30, slack,-
