Date_Time (LST/LDT), Event, Speed (knots)
2021-01-01 02:44, flood,1.3
2021-01-01 07:38, slack,-
2021-01-01 11:03, ebb,-0.5
2021-01-01 14:14, slack,-
2021-01-01 16:38, slack,-
2021-01-01 21:33, ebb,-0.8
2021-01-02 00:20, slack,-
2021-01-02 03:20, flood,1.2
2021-01-02 08:14, slack,-
2021-01-02 11:33, ebb,-0.6
2021-01-02 14:50, slack,-
2021-01-02 17:38, slack,-
2021-01-02 22:21, ebb,-0.7
2021-01-03 01:02, slack,-
2021-01-03 04:02, flood,1.1
2021-01-03 08:44, slack,-
2021-01-03 12:09, ebb,-0.6
2021-01-03 15:26, slack,-
2021-01-03 16:14, flood,0.1
2021-01-03 18:50, slack,-
2021-01-03 23:21, ebb,-0.6
2021-01-04 01:56, slack,-
2021-01-04 04:50, flood,1.0
2021-01-04 09:20, slack,-
2021-01-04 12:45, ebb,-0.6
2021-01-04 16:02, slack,-
2021-01-04 17:14, flood,0.2
2021-01-04 20:20, slack,-
2021-01-05 00:27, ebb,-0.6
2021-01-05 02:50, slack,-
2021-01-05 05:38, flood,0.8
2021-01-05 09:56, slack,-
2021-01-05 13:27, ebb,-0.6
2021-01-05 16:44, slack,-
2021-01-05 18:26, flood,0.3
2021-01-05 21:56, slack,-
2021-01-06 01:39, ebb,-0.5
2021-01-06 04:02, slack,-
2021-01-06 06:38, flood,0.6
2021-01-06 10:38, slack,-
2021-01-06 14:15, ebb,-0.7
2021-01-06 17:32, slack,-
2021-01-06 19:44, flood,0.5
2021-01-06 23:38, slack,-
2021-01-07 03:03, ebb,-0.4
2021-01-07 05:20, slack,-
2021-01-07 07:38, flood,0.5
2021-01-07 11:20, slack,-
2021-01-07 15:09, ebb,-0.7
2021-01-07 18:26, slack,-
2021-01-07 20:50, flood,0.6
2021-01-08 01:08, slack,-
2021-01-08 04:27, ebb,-0.4
2021-01-08 06:44, slack,-
2021-01-08 08:44, flood,0.4
2021-01-08 12:08, slack,-
2021-01-08 16:09, ebb,-0.8
2021-01-08 19:14, slack,-
2021-01-08 21:56, flood,0.8
2021-01-09 02:26, slack,-
2021-01-09 05:45, ebb,-0.5
2021-01-09 08:02, slack,-
2021-01-09 09:44, flood,0.4
2021-01-09 13:02, slack,-
2021-01-09 17:09, ebb,-0.8
2021-01-09 20:08, slack,-
2021-01-09 22:50, flood,1.0
2021-01-10 03:32, slack,-
2021-01-10 06:57, ebb,-0.5
2021-01-10 09:14, slack,-
2021-01-10 10:44, flood,0.4
2021-01-10 13:50, slack,-
2021-01-10 18:03, ebb,-0.9
