Year,Month,Day,Amplitude,Station
2020,10,01,3,PUG1705
2020,10,02,2.9,PUG1705
2020,10,03,2.7,PUG1705
2020,10,04,2.6,PUG1705
2020,10,05,2.7,PUG1705
2020,10,06,2.9,PUG1705
2020,10,07,3,PUG1705
2020,10,08,2.3,PUG1705
2020,10,09,3.2,PUG1705
2020,10,10,3.3,PUG1705
2020,10,11,3.3,PUG1705
2020,10,12,3.5,PUG1705
2020,10,13,3.6,PUG1705
2020,10,14,3.7,PUG1705
2020,10,15,3.7,PUG1705
2020,10,16,3.6,PUG1705
2020,10,17,3.7,PUG1705
2020,10,18,4,PUG1705
2020,10,19,4.1,PUG1705
2020,10,20,4.1,PUG1705
2020,10,21,4,PUG1705
2020,10,22,2.8,PUG1705
2020,10,23,3.6,PUG1705
2020,10,24,3.3,PUG1705
2020,10,25,3.1,PUG1705
2020,10,26,2.9000000000000004,PUG1705
2020,10,27,2.8,PUG1705
2020,10,28,2.8,PUG1705
2020,10,29,2.9,PUG1705
2020,10,30,3,PUG1705
2020,10,31,2.9000000000000004,PUG1705
2020,11,01,3.2,PUG1705
2020,11,02,3.3,PUG1705
2020,11,03,3.5,PUG1705
2020,11,04,3.5999999999999996,PUG1705
2020,11,05,3.7,PUG1705
2020,11,06,3.6,PUG1705
2020,11,07,3,PUG1705
2020,11,08,3.5,PUG1705
2020,11,09,3.3,PUG1705
2020,11,10,3.1,PUG1705
2020,11,11,3.3,PUG1705
2020,11,12,3.3,PUG1705
2020,11,13,3.6,PUG1705
2020,11,14,4.1,PUG1705
2020,11,15,4.5,PUG1705
2020,11,16,4.7,PUG1705
2020,11,17,4.7,PUG1705
2020,11,18,4.5,PUG1705
2020,11,19,4.1,PUG1705
2020,11,20,3.7,PUG1705
2020,11,21,2.9000000000000004,PUG1705
2020,11,22,2.9,PUG1705
2020,11,23,2.7,PUG1705
2020,11,24,2.5,PUG1705
2020,11,25,2.8,PUG1705
2020,11,26,2.5,PUG1705
2020,11,27,3,PUG1705
2020,11,28,3.2,PUG1705
2020,11,29,3.4000000000000004,PUG1705
2020,11,30,3.7,PUG1705
2020,12,01,4,PUG1705
2020,12,02,4.1,PUG1705
2020,12,03,4.3,PUG1705
2020,12,04,4.2,PUG1705
2020,12,05,4,PUG1705
2020,12,06,3.6999999999999997,PUG1705
2020,12,07,3.3,PUG1705
2020,12,08,3.2,PUG1705
2020,12,09,3.1,PUG1705
2020,12,10,3.4,PUG1705
2020,12,11,3.3,PUG1705
2020,12,12,4.2,PUG1705
2020,12,13,4.7,PUG1705
2020,12,14,4.9,PUG1705
2020,12,15,5,PUG1705
2020,12,16,4.800000000000001,PUG1705
2020,12,17,4.5,PUG1705
2020,12,18,4.1,PUG1705
2020,12,19,3.5,PUG1705
2020,12,20,3.1,PUG1705
2020,12,21,2.8,PUG1705
2020,12,22,2.5,PUG1705
2020,12,23,2.4000000000000004,PUG1705
2020,12,24,2.7,PUG1705
2020,12,25,3,PUG1705
2020,12,26,2.4000000000000004,PUG1705
2020,12,27,3.6,PUG1705
2020,12,28,3.8,PUG1705
2020,12,29,4.2,PUG1705
2020,12,30,4.4,PUG1705
2020,12,31,4.6,PUG1705
