Year,Month,Day,Amplitude,Station
2020,10,01,2.8,PCT2191
2020,10,02,2.9000000000000004,PCT2191
2020,10,03,3,PCT2191
2020,10,04,3.1,PCT2191
2020,10,05,3.2,PCT2191
2020,10,06,3.3,PCT2191
2020,10,07,2.9,PCT2191
2020,10,08,3.4,PCT2191
2020,10,09,3.5,PCT2191
2020,10,10,3.4000000000000004,PCT2191
2020,10,11,3.5,PCT2191
2020,10,12,3.5,PCT2191
2020,10,13,3.5999999999999996,PCT2191
2020,10,14,3.7,PCT2191
2020,10,15,3.7,PCT2191
2020,10,16,3.8,PCT2191
2020,10,17,4,PCT2191
2020,10,18,4.4,PCT2191
2020,10,19,4.6,PCT2191
2020,10,20,4.5,PCT2191
2020,10,21,4,PCT2191
2020,10,22,4.3,PCT2191
2020,10,23,3.9,PCT2191
2020,10,24,3.5999999999999996,PCT2191
2020,10,25,3.3,PCT2191
2020,10,26,3.1,PCT2191
2020,10,27,2.9000000000000004,PCT2191
2020,10,28,2.7,PCT2191
2020,10,29,2.9,PCT2191
2020,10,30,3.2,PCT2191
2020,10,31,3.4,PCT2191
2020,11,01,3.6,PCT2191
2020,11,02,3.7,PCT2191
2020,11,03,4,PCT2191
2020,11,04,4,PCT2191
2020,11,05,4,PCT2191
2020,11,06,3.9,PCT2191
2020,11,07,3.4,PCT2191
2020,11,08,3.5999999999999996,PCT2191
2020,11,09,3.3,PCT2191
2020,11,10,3.3,PCT2191
2020,11,11,3.4,PCT2191
2020,11,12,3.5999999999999996,PCT2191
2020,11,13,3.5,PCT2191
2020,11,14,4.3,PCT2191
2020,11,15,4.7,PCT2191
2020,11,16,5,PCT2191
2020,11,17,5.1,PCT2191
2020,11,18,4.9,PCT2191
2020,11,19,4.6,PCT2191
2020,11,20,4,PCT2191
2020,11,21,3.8,PCT2191
2020,11,22,3.2,PCT2191
2020,11,23,2.8,PCT2191
2020,11,24,2.5,PCT2191
2020,11,25,2.7,PCT2191
2020,11,26,2.1,PCT2191
2020,11,27,3.0999999999999996,PCT2191
2020,11,28,3.5,PCT2191
2020,11,29,3.8000000000000003,PCT2191
2020,11,30,4.2,PCT2191
2020,12,01,4.4,PCT2191
2020,12,02,4.6,PCT2191
2020,12,03,4.6,PCT2191
2020,12,04,4.5,PCT2191
2020,12,05,4.199999999999999,PCT2191
2020,12,06,3.8,PCT2191
2020,12,07,3.5999999999999996,PCT2191
2020,12,08,3.4,PCT2191
2020,12,09,3.2,PCT2191
2020,12,10,3.4000000000000004,PCT2191
2020,12,11,4.1,PCT2191
2020,12,12,3.3,PCT2191
2020,12,13,4.9,PCT2191
2020,12,14,5.2,PCT2191
2020,12,15,5.4,PCT2191
2020,12,16,5.4,PCT2191
2020,12,17,5.1,PCT2191
2020,12,18,4.5,PCT2191
2020,12,19,3.9000000000000004,PCT2191
2020,12,20,3.3,PCT2191
2020,12,21,2.8,PCT2191
2020,12,22,2.4,PCT2191
2020,12,23,2.4,PCT2191
2020,12,24,2.7,PCT2191
2020,12,25,3.1,PCT2191
2020,12,26,1.7999999999999998,PCT2191
2020,12,27,3.7,PCT2191
2020,12,28,4.1,PCT2191
2020,12,29,4.5,PCT2191
2020,12,30,4.9,PCT2191
2020,12,31,4.9,PCT2191
