Year,Month,Day,Amplitude,Station
2019,10,01,3.5,PUG1705
2019,10,02,3.6,PUG1705
2019,10,03,2.8,PUG1705
2019,10,04,3.4000000000000004,PUG1705
2019,10,05,3.4000000000000004,PUG1705
2019,10,06,3.3,PUG1705
2019,10,07,3.1,PUG1705
2019,10,08,3.1,PUG1705
2019,10,09,3,PUG1705
2019,10,10,2.9,PUG1705
2019,10,11,2.8,PUG1705
2019,10,12,2.7,PUG1705
2019,10,13,2.7,PUG1705
2019,10,14,2.9000000000000004,PUG1705
2019,10,15,3,PUG1705
2019,10,16,3.3,PUG1705
2019,10,17,3.5,PUG1705
2019,10,18,3.7,PUG1705
2019,10,19,2.9,PUG1705
2019,10,20,3.8,PUG1705
2019,10,21,3.7,PUG1705
2019,10,22,3.5,PUG1705
2019,10,23,3.5,PUG1705
2019,10,24,3.5,PUG1705
2019,10,25,3.4,PUG1705
2019,10,26,3.4,PUG1705
2019,10,27,3.5,PUG1705
2019,10,28,3.9000000000000004,PUG1705
2019,10,29,4.1,PUG1705
2019,10,30,4.1,PUG1705
2019,10,31,4,PUG1705
2019,11,01,3.8,PUG1705
2019,11,02,2.8,PUG1705
2019,11,03,3.4,PUG1705
2019,11,04,3,PUG1705
2019,11,05,2.7,PUG1705
2019,11,06,2.5,PUG1705
2019,11,07,2.4,PUG1705
2019,11,08,2.4,PUG1705
2019,11,09,2.4,PUG1705
2019,11,10,2.8,PUG1705
2019,11,11,3.1,PUG1705
2019,11,12,3.5,PUG1705
2019,11,13,3.8,PUG1705
2019,11,14,4.1,PUG1705
2019,11,15,4.3,PUG1705
2019,11,16,4.3,PUG1705
2019,11,17,4.2,PUG1705
2019,11,18,3.9,PUG1705
2019,11,19,3.2,PUG1705
2019,11,20,3.4,PUG1705
2019,11,21,3,PUG1705
2019,11,22,3.2,PUG1705
2019,11,23,3.3,PUG1705
2019,11,24,3.8,PUG1705
2019,11,25,4.199999999999999,PUG1705
2019,11,26,4.4,PUG1705
2019,11,27,4.6,PUG1705
2019,11,28,4.4,PUG1705
2019,11,29,4.199999999999999,PUG1705
2019,11,30,3.9000000000000004,PUG1705
2019,12,01,3.5,PUG1705
2019,12,02,3.0999999999999996,PUG1705
2019,12,03,2.6,PUG1705
2019,12,04,2.4000000000000004,PUG1705
2019,12,05,2.2,PUG1705
2019,12,06,2.2,PUG1705
2019,12,07,2.6,PUG1705
2019,12,08,2.5,PUG1705
2019,12,09,3.2,PUG1705
2019,12,10,3.7,PUG1705
2019,12,11,4.1,PUG1705
2019,12,12,4.4,PUG1705
2019,12,13,4.7,PUG1705
2019,12,14,4.800000000000001,PUG1705
2019,12,15,4.7,PUG1705
2019,12,16,4.4,PUG1705
2019,12,17,3.9,PUG1705
2019,12,18,3.4000000000000004,PUG1705
2019,12,19,3.2,PUG1705
2019,12,20,3,PUG1705
2019,12,21,3.5,PUG1705
2019,12,22,4.1,PUG1705
2019,12,23,3.4000000000000004,PUG1705
2019,12,24,4.5,PUG1705
2019,12,25,4.7,PUG1705
2019,12,26,4.7,PUG1705
2019,12,27,4.5,PUG1705
2019,12,28,4.3,PUG1705
2019,12,29,3.9000000000000004,PUG1705
2019,12,30,3.5,PUG1705
2019,12,31,3.1,PUG1705
