Year,Month,Day,Amplitude,Station
2019,10,01,2.7,PUG1733
2019,10,02,3.5999999999999996,PUG1733
2019,10,03,3.5,PUG1733
2019,10,04,3.1,PUG1733
2019,10,05,2.6,PUG1733
2019,10,06,2.2,PUG1733
2019,10,07,1.8,PUG1733
2019,10,08,1.5,PUG1733
2019,10,09,1.4000000000000001,PUG1733
2019,10,10,1.5,PUG1733
2019,10,11,1.6,PUG1733
2019,10,12,1.7999999999999998,PUG1733
2019,10,13,1.9,PUG1733
2019,10,14,2.2,PUG1733
2019,10,15,2.4000000000000004,PUG1733
2019,10,16,2.6,PUG1733
2019,10,17,2.3,PUG1733
2019,10,18,2.7,PUG1733
2019,10,19,2.6,PUG1733
2019,10,20,2.4,PUG1733
2019,10,21,2.3,PUG1733
2019,10,22,2.3,PUG1733
2019,10,23,2.3,PUG1733
2019,10,24,2.2,PUG1733
2019,10,25,2.3,PUG1733
2019,10,26,2.5999999999999996,PUG1733
2019,10,27,2.9000000000000004,PUG1733
2019,10,28,3.5,PUG1733
2019,10,29,3.9000000000000004,PUG1733
2019,10,30,3.9,PUG1733
2019,10,31,2.3,PUG1733
2019,11,01,3.5,PUG1733
2019,11,02,2.9000000000000004,PUG1733
2019,11,03,2.4,PUG1733
2019,11,04,1.9,PUG1733
2019,11,05,1.5,PUG1733
2019,11,06,1.4000000000000001,PUG1733
2019,11,07,1.3,PUG1733
2019,11,08,1.3,PUG1733
2019,11,09,1.4,PUG1733
2019,11,10,1.7,PUG1733
2019,11,11,2.1,PUG1733
2019,11,12,2.6,PUG1733
2019,11,13,2.9000000000000004,PUG1733
2019,11,14,3.0999999999999996,PUG1733
2019,11,15,3.1,PUG1733
2019,11,16,3,PUG1733
2019,11,17,1.7,PUG1733
2019,11,18,2.7,PUG1733
2019,11,19,2.5,PUG1733
2019,11,20,2.4,PUG1733
2019,11,21,2.3,PUG1733
2019,11,22,2.5,PUG1733
2019,11,23,2.6,PUG1733
2019,11,24,3.2,PUG1733
2019,11,25,3.8,PUG1733
2019,11,26,4.1,PUG1733
2019,11,27,4.2,PUG1733
2019,11,28,4,PUG1733
2019,11,29,3.5,PUG1733
2019,11,30,2.9,PUG1733
2019,12,01,1.3,PUG1733
2019,12,02,2.2,PUG1733
2019,12,03,1.9,PUG1733
2019,12,04,1.6,PUG1733
2019,12,05,1.5,PUG1733
2019,12,06,1.5,PUG1733
2019,12,07,1.4,PUG1733
2019,12,08,1.5999999999999999,PUG1733
2019,12,09,2.1,PUG1733
2019,12,10,2.6,PUG1733
2019,12,11,3,PUG1733
2019,12,12,3.2,PUG1733
2019,12,13,3.3000000000000003,PUG1733
2019,12,14,3.3000000000000003,PUG1733
2019,12,15,3.1,PUG1733
2019,12,16,2,PUG1733
2019,12,17,3.0999999999999996,PUG1733
2019,12,18,2.7,PUG1733
2019,12,19,2.6,PUG1733
2019,12,20,2.8,PUG1733
2019,12,21,2.8000000000000003,PUG1733
2019,12,22,3.0999999999999996,PUG1733
2019,12,23,3.6,PUG1733
2019,12,24,3.9000000000000004,PUG1733
2019,12,25,4,PUG1733
2019,12,26,3.8,PUG1733
2019,12,27,3.5,PUG1733
2019,12,28,3,PUG1733
2019,12,29,2.6,PUG1733
2019,12,30,2.3,PUG1733
2019,12,31,1.6,PUG1733
