Year,Month,Day,Amplitude,Station
2019,10,01,3.1,PUG1724
2019,10,02,3,PUG1724
2019,10,03,3.3000000000000003,PUG1724
2019,10,04,3.3,PUG1724
2019,10,05,3.0999999999999996,PUG1724
2019,10,06,3,PUG1724
2019,10,07,2.9,PUG1724
2019,10,08,3,PUG1724
2019,10,09,3.1,PUG1724
2019,10,10,3.4000000000000004,PUG1724
2019,10,11,3.4,PUG1724
2019,10,12,3.5,PUG1724
2019,10,13,3.5,PUG1724
2019,10,14,3.5,PUG1724
2019,10,15,3.8000000000000003,PUG1724
2019,10,16,2.2,PUG1724
2019,10,17,4.4,PUG1724
2019,10,18,4.6,PUG1724
2019,10,19,4.6,PUG1724
2019,10,20,4.4,PUG1724
2019,10,21,4,PUG1724
2019,10,22,3.8,PUG1724
2019,10,23,3.3,PUG1724
2019,10,24,3,PUG1724
2019,10,25,2.8,PUG1724
2019,10,26,3.0999999999999996,PUG1724
2019,10,27,3.3,PUG1724
2019,10,28,3.3000000000000003,PUG1724
2019,10,29,3.1999999999999997,PUG1724
2019,10,30,2.1,PUG1724
2019,10,31,3.4000000000000004,PUG1724
2019,11,01,3.4000000000000004,PUG1724
2019,11,02,3.3,PUG1724
2019,11,03,3.1,PUG1724
2019,11,04,2.9000000000000004,PUG1724
2019,11,05,2.8,PUG1724
2019,11,06,3,PUG1724
2019,11,07,3.3,PUG1724
2019,11,08,3.5,PUG1724
2019,11,09,3.6,PUG1724
2019,11,10,3.7,PUG1724
2019,11,11,3.9000000000000004,PUG1724
2019,11,12,4.3,PUG1724
2019,11,13,4.6,PUG1724
2019,11,14,4.8,PUG1724
2019,11,15,5,PUG1724
2019,11,16,2.9,PUG1724
2019,11,17,4.9,PUG1724
2019,11,18,4.6,PUG1724
2019,11,19,4.1,PUG1724
2019,11,20,3.5,PUG1724
2019,11,21,2.8,PUG1724
2019,11,22,2.9,PUG1724
2019,11,23,3.1,PUG1724
2019,11,24,3.3,PUG1724
2019,11,25,3.5,PUG1724
2019,11,26,3.7,PUG1724
2019,11,27,3.6999999999999997,PUG1724
2019,11,28,3.5,PUG1724
2019,11,29,3.3,PUG1724
2019,11,30,2.5,PUG1724
2019,12,01,3.2,PUG1724
2019,12,02,3.0999999999999996,PUG1724
2019,12,03,3,PUG1724
2019,12,04,3.2,PUG1724
2019,12,05,3.3,PUG1724
2019,12,06,3.4,PUG1724
2019,12,07,3.5,PUG1724
2019,12,08,3.5999999999999996,PUG1724
2019,12,09,4.1,PUG1724
2019,12,10,4.6,PUG1724
2019,12,11,4.8,PUG1724
2019,12,12,5,PUG1724
2019,12,13,5.2,PUG1724
2019,12,14,5.2,PUG1724
2019,12,15,5.1,PUG1724
2019,12,16,3,PUG1724
2019,12,17,4.6,PUG1724
2019,12,18,4,PUG1724
2019,12,19,3.2,PUG1724
2019,12,20,3.1,PUG1724
2019,12,21,3.1,PUG1724
2019,12,22,3.3,PUG1724
2019,12,23,3.8,PUG1724
2019,12,24,4,PUG1724
2019,12,25,3.9,PUG1724
2019,12,26,3.7,PUG1724
2019,12,27,3.5,PUG1724
2019,12,28,3.3,PUG1724
2019,12,29,3.1,PUG1724
2019,12,30,2.7,PUG1724
2019,12,31,3.2,PUG1724
