Year,Month,Day,net_move,Station
2020,11,01,3.956,9449161
2020,11,02,3.85,9449161
2020,11,03,6.122,9449161
2020,11,04,5.9510000000000005,9449161
2020,11,05,5.231999999999999,9449161
2020,11,06,5.713,9449161
2020,11,07,5.642,9449161
2020,11,08,5.478,9449161
2020,11,09,6.593,9449161
2020,11,10,5.231,9449161
2020,11,11,5.774,9449161
2020,11,12,6.631,9449161
2020,11,13,7.575000000000001,9449161
2020,11,14,8.403,9449161
2020,11,15,8.959,9449161
2020,11,16,9.132,9449161
2020,11,17,5.4559999999999995,9449161
2020,11,18,8.627,9449161
2020,11,19,8.001999999999999,9449161
2020,11,20,6.2219999999999995,9449161
2020,11,21,6.391,9449161
2020,11,22,7.124999999999999,9449161
2020,11,23,4.987,9449161
2020,11,24,4.7829999999999995,9449161
2020,11,25,4.933,9449161
2020,11,26,5.2860000000000005,9449161
2020,11,27,5.716999999999999,9449161
2020,11,28,6.135,9449161
2020,11,29,6.485,9449161
2020,11,30,6.725,9449161
