Year,Month,Day,net_move,Station
2020,10,01,4.54,9449798
2020,10,02,5.6770000000000005,9449798
2020,10,03,5.643999999999999,9449798
2020,10,04,3.5919999999999996,9449798
2020,10,05,5.2219999999999995,9449798
2020,10,06,4.920999999999999,9449798
2020,10,07,4.5600000000000005,9449798
2020,10,08,4.239000000000001,9449798
2020,10,09,3.84,9449798
2020,10,10,4.126,9449798
2020,10,11,4.933,9449798
2020,10,12,4.619,9449798
2020,10,13,5.2989999999999995,9449798
2020,10,14,6.052,9449798
2020,10,15,6.817,9449798
2020,10,16,7.45,9449798
2020,10,17,7.833,9449798
2020,10,18,7.897,9449798
2020,10,19,4.76,9449798
2020,10,20,7.177,9449798
2020,10,21,6.556,9449798
2020,10,22,5.905,9449798
2020,10,23,5.444,9449798
2020,10,24,5.101,9449798
2020,10,25,4.609,9449798
2020,10,26,4.696,9449798
2020,10,27,4.84,9449798
2020,10,28,5.053999999999999,9449798
2020,10,29,5.282,9449798
2020,10,30,5.509,9449798
2020,10,31,5.706,9449798
