Year,Month,Day,net_move,Station
2020,11,01,4.111000000000001,9448683
2020,11,02,6.366,9448683
2020,11,03,6.235,9448683
2020,11,04,3.6590000000000003,9448683
2020,11,05,5.827,9448683
2020,11,06,4.880000000000001,9448683
2020,11,07,5.15,9448683
2020,11,08,4.945,9448683
2020,11,09,6.118,9448683
2020,11,10,5.0280000000000005,9448683
2020,11,11,5.777,9448683
2020,11,12,6.546,9448683
2020,11,13,7.394999999999999,9448683
2020,11,14,8.132,9448683
2020,11,15,8.59,9448683
2020,11,16,8.687000000000001,9448683
2020,11,17,8.415,9448683
2020,11,18,4.893000000000001,9448683
2020,11,19,7.458,9448683
2020,11,20,6.774,9448683
2020,11,21,6.1370000000000005,9448683
2020,11,22,5.555000000000001,9448683
2020,11,23,5.181000000000001,9448683
2020,11,24,4.279999999999999,9448683
2020,11,25,4.922999999999999,9448683
2020,11,26,5.263,9448683
2020,11,27,5.6690000000000005,9448683
2020,11,28,6.063000000000001,9448683
2020,11,29,6.399,9448683
2020,11,30,6.6259999999999994,9448683
