Year,Month,Day,net_move,Station
2020,10,01,3.9690000000000003,9449828
2020,10,02,4.742,9449828
2020,10,03,4.718999999999999,9449828
2020,10,04,4.643,9449828
2020,10,05,2.675,9449828
2020,10,06,4.265,9449828
2020,10,07,4.0969999999999995,9449828
2020,10,08,3.8689999999999998,9449828
2020,10,09,4.098000000000001,9449828
2020,10,10,4.154999999999999,9449828
2020,10,11,4.176,9449828
2020,10,12,4.979,9449828
2020,10,13,4.4799999999999995,9449828
2020,10,14,5.142,9449828
2020,10,15,5.697,9449828
2020,10,16,6.218,9449828
2020,10,17,6.591000000000001,9449828
2020,10,18,6.747,9449828
2020,10,19,3.9539999999999997,9449828
2020,10,20,6.366,9449828
2020,10,21,5.993,9449828
2020,10,22,5.143000000000001,9449828
2020,10,23,5.077,9449828
2020,10,24,4.63,9449828
2020,10,25,5.298,9449828
2020,10,26,4.035,9449828
2020,10,27,4.217,9449828
2020,10,28,4.37,9449828
2020,10,29,4.5520000000000005,9449828
2020,10,30,4.758,9449828
2020,10,31,4.953,9449828
