Year,Month,Day,net_move,Station
2020,11,01,3.3770000000000002,9449932
2020,11,02,5.552,9449932
2020,11,03,5.487999999999999,9449932
2020,11,04,3.0159999999999996,9449932
2020,11,05,4.970000000000001,9449932
2020,11,06,5.247999999999999,9449932
2020,11,07,5.087,9449932
2020,11,08,4.838000000000001,9449932
2020,11,09,5.571,9449932
2020,11,10,4.466,9449932
2020,11,11,4.831,9449932
2020,11,12,5.516,9449932
2020,11,13,6.385000000000001,9449932
2020,11,14,7.207999999999999,9449932
2020,11,15,7.792999999999999,9449932
2020,11,16,8.017,9449932
2020,11,17,7.841,9449932
2020,11,18,4.312,9449932
2020,11,19,7.074,9449932
2020,11,20,5.667,9449932
2020,11,21,5.545,9449932
2020,11,22,6.031000000000001,9449932
2020,11,23,4.252,9449932
2020,11,24,4.011,9449932
2020,11,25,4.114,9449932
2020,11,26,4.415,9449932
2020,11,27,4.824,9449932
2020,11,28,5.2620000000000005,9449932
2020,11,29,5.6579999999999995,9449932
2020,11,30,5.953,9449932
