Year,Month,Day,net_move,Station
2020,10,01,4.3020000000000005,9449771
2020,10,02,5.1739999999999995,9449771
2020,10,03,5.067,9449771
2020,10,04,3.181,9449771
2020,10,05,4.611,9449771
2020,10,06,4.385,9449771
2020,10,07,4.195,9449771
2020,10,08,4.096,9449771
2020,10,09,3.888,9449771
2020,10,10,4.228,9449771
2020,10,11,4.369999999999999,9449771
2020,10,12,5.498,9449771
2020,10,13,4.859,9449771
2020,10,14,5.619,9449771
2020,10,15,6.218,9449771
2020,10,16,6.747,9449771
2020,10,17,7.120000000000001,9449771
2020,10,18,7.25,9449771
2020,10,19,4.309,9449771
2020,10,20,6.744999999999999,9449771
2020,10,21,6.325000000000001,9449771
2020,10,22,5.869999999999999,9449771
2020,10,23,4.84,9449771
2020,10,24,4.886000000000001,9449771
2020,10,25,5.571000000000001,9449771
2020,10,26,4.261,9449771
2020,10,27,4.484,9449771
2020,10,28,4.692,9449771
2020,10,29,4.914,9449771
2020,10,30,5.128,9449771
2020,10,31,5.311,9449771
