Date_Time (LST/LDT), Event, Speed (knots)
2019-01-01 01:24, slack,-
2019-01-01 04:24, ebb,-1.3
2019-01-01 07:54, slack,-
2019-01-01 10:00, flood,0.7
2019-01-01 12:36, slack,-
2019-01-01 16:06, ebb,-2.0
2019-01-01 20:00, slack,-
2019-01-01 23:42, flood,1.1
2019-01-02 02:30, slack,-
2019-01-02 05:30, ebb,-1.4
2019-01-02 09:06, slack,-
2019-01-02 11:00, flood,0.6
2019-01-02 13:24, slack,-
2019-01-02 16:54, ebb,-2.0
2019-01-02 20:42, slack,-
2019-01-03 00:54, flood,1.2
2019-01-03 03:36, slack,-
2019-01-03 06:30, ebb,-1.5
2019-01-03 10:18, slack,-
2019-01-03 12:06, flood,0.5
2019-01-03 14:18, slack,-
2019-01-03 17:36, ebb,-2.0
2019-01-03 21:18, slack,-
2019-01-04 02:00, flood,1.3
2019-01-04 04:30, slack,-
2019-01-04 07:24, ebb,-1.6
2019-01-04 11:24, slack,-
2019-01-04 13:18, flood,0.4
2019-01-04 15:06, slack,-
2019-01-04 18:18, ebb,-2.0
2019-01-04 21:54, slack,-
2019-01-05 02:48, flood,1.4
2019-01-05 05:24, slack,-
2019-01-05 08:24, ebb,-1.6
2019-01-05 12:36, slack,-
2019-01-05 14:18, flood,0.3
2019-01-05 15:42, slack,-
2019-01-05 19:00, ebb,-2.0
2019-01-05 22:24, slack,-
2019-01-06 03:30, flood,1.4
2019-01-06 06:12, slack,-
2019-01-06 09:18, ebb,-1.5
2019-01-06 13:42, slack,-
2019-01-06 15:00, flood,0.2
2019-01-06 16:12, slack,-
2019-01-06 19:42, ebb,-1.9
2019-01-06 23:00, slack,-
2019-01-07 04:00, flood,1.4
2019-01-07 07:00, slack,-
2019-01-07 10:06, ebb,-1.4
2019-01-07 14:42, slack,-
2019-01-07 16:30, slack,-
2019-01-07 20:18, ebb,-1.8
2019-01-07 23:36, slack,-
2019-01-08 03:24, flood,1.3
2019-01-08 07:36, slack,-
2019-01-08 10:54, ebb,-1.4
2019-01-08 15:42, slack,-
2019-01-08 21:00, ebb,-1.7
2019-01-09 00:18, slack,-
2019-01-09 03:48, flood,1.2
2019-01-09 08:12, slack,-
2019-01-09 11:36, ebb,-1.3
2019-01-09 16:24, slack,-
2019-01-09 21:42, ebb,-1.5
2019-01-10 00:54, slack,-
2019-01-10 04:18, flood,1.1
2019-01-10 08:30, slack,-
2019-01-10 12:00, ebb,-1.3
2019-01-10 16:42, slack,-
2019-01-10 18:18, slack,-
2019-01-10 22:36, ebb,-1.2
2019-01-11 01:36, slack,-
2019-01-11 04:54, flood,0.9
2019-01-11 08:42, slack,-
2019-01-11 12:30, ebb,-1.4
2019-01-11 17:00, slack,-
2019-01-11 18:06, flood,0.2
2019-01-11 20:00, slack,-
2019-01-11 23:36, ebb,-1.0
2019-01-12 02:18, slack,-
2019-01-12 05:30, flood,0.8
2019-01-12 08:36, slack,-
2019-01-12 12:54, ebb,-1.6
2019-01-12 17:24, slack,-
2019-01-12 18:54, flood,0.3
2019-01-12 21:42, slack,-
2019-01-13 00:30, ebb,-0.8
2019-01-13 03:06, slack,-
2019-01-13 06:18, flood,0.7
2019-01-13 08:42, slack,-
2019-01-13 13:24, ebb,-1.8
2019-01-13 17:42, slack,-
2019-01-13 19:36, flood,0.5
2019-01-13 23:06, slack,-
2019-01-14 01:36, ebb,-0.7
2019-01-14 04:00, slack,-
2019-01-14 07:06, flood,0.6
2019-01-14 09:12, slack,-
2019-01-14 13:54, ebb,-1.9
2019-01-14 18:06, slack,-
2019-01-14 20:18, flood,0.7
2019-01-15 00:18, slack,-
2019-01-15 02:42, ebb,-0.6
2019-01-15 05:18, slack,-
2019-01-15 08:06, flood,0.4
2019-01-15 09:48, slack,-
2019-01-15 14:36, ebb,-2.0
2019-01-15 18:36, slack,-
2019-01-15 21:12, flood,0.8
2019-01-16 01:30, slack,-
2019-01-16 04:12, ebb,-0.6
2019-01-16 07:12, slack,-
2019-01-16 09:06, flood,0.3
2019-01-16 10:36, slack,-
2019-01-16 15:30, ebb,-2.0
2019-01-16 19:06, slack,-
2019-01-16 21:54, flood,1.0
2019-01-17 02:36, slack,-
2019-01-17 05:18, ebb,-0.8
2019-01-17 09:00, slack,-
2019-01-17 10:12, flood,0.2
2019-01-17 11:24, slack,-
2019-01-17 16:24, ebb,-2.1
2019-01-17 19:48, slack,-
2019-01-17 22:48, flood,1.2
2019-01-18 03:30, slack,-
2019-01-18 06:12, ebb,-1.0
2019-01-18 10:18, slack,-
2019-01-18 11:12, flood,0.1
2019-01-18 12:18, slack,-
2019-01-18 17:12, ebb,-2.1
2019-01-18 20:30, slack,-
2019-01-18 23:42, flood,1.3
2019-01-19 04:18, slack,-
2019-01-19 07:06, ebb,-1.2
2019-01-19 11:24, slack,-
2019-01-19 12:18, flood,0.1
2019-01-19 13:24, slack,-
2019-01-19 18:06, ebb,-2.3
2019-01-19 21:18, slack,-
2019-01-20 00:36, flood,1.5
2019-01-20 05:06, slack,-
2019-01-20 08:00, ebb,-1.4
2019-01-20 12:12, slack,-
2019-01-20 13:18, flood,0.2
2019-01-20 14:48, slack,-
2019-01-20 18:54, ebb,-2.3
2019-01-20 22:06, slack,-
2019-01-21 01:36, flood,1.7
2019-01-21 05:48, slack,-
2019-01-21 08:42, ebb,-1.5
2019-01-21 12:54, slack,-
2019-01-21 14:18, flood,0.4
2019-01-21 15:54, slack,-
2019-01-21 19:42, ebb,-2.4
2019-01-21 23:00, slack,-
2019-01-22 02:30, flood,1.8
2019-01-22 06:24, slack,-
2019-01-22 09:24, ebb,-1.6
2019-01-22 13:30, slack,-
