Date_Time (LST/LDT), Event, Speed (knots)
2019-01-01 01:08, flood,0.6
2019-01-01 03:32, slack,-
2019-01-01 06:08, ebb,-0.4
2019-01-01 09:30, slack,-
2019-01-01 11:50, flood,0.4
2019-01-01 13:26, slack,-
2019-01-01 18:14, ebb,-1.5
2019-01-01 22:54, slack,-
2019-01-02 02:02, flood,0.8
2019-01-02 04:50, slack,-
2019-01-02 07:26, ebb,-0.4
2019-01-02 11:00, slack,-
2019-01-02 12:44, flood,0.2
2019-01-02 13:50, slack,-
2019-01-02 18:50, ebb,-1.6
2019-01-02 23:24, slack,-
2019-01-03 02:38, flood,1.0
2019-01-03 05:56, slack,-
2019-01-03 08:44, ebb,-0.4
2019-01-03 12:30, slack,-
2019-01-03 13:38, flood,0.1
2019-01-03 14:02, slack,-
2019-01-03 19:26, ebb,-1.6
2019-01-04 00:00, slack,-
2019-01-04 03:14, flood,1.2
2019-01-04 06:44, slack,-
2019-01-04 09:50, ebb,-0.4
2019-01-04 13:48, slack,-
2019-01-04 19:56, ebb,-1.6
2019-01-05 00:36, slack,-
2019-01-05 03:44, flood,1.2
2019-01-05 07:26, slack,-
2019-01-05 10:44, ebb,-0.4
2019-01-05 14:26, slack,-
2019-01-05 20:32, ebb,-1.6
2019-01-06 01:12, slack,-
2019-01-06 04:20, flood,1.2
2019-01-06 08:08, slack,-
2019-01-06 11:14, ebb,-0.3
2019-01-06 15:02, slack,-
2019-01-06 21:02, ebb,-1.5
2019-01-07 01:48, slack,-
2019-01-07 04:50, flood,1.2
2019-01-07 08:38, slack,-
2019-01-07 11:44, ebb,-0.3
2019-01-07 15:38, slack,-
2019-01-07 21:38, ebb,-1.5
2019-01-08 02:24, slack,-
2019-01-08 05:26, flood,1.1
2019-01-08 09:02, slack,-
2019-01-08 12:14, ebb,-0.3
2019-01-08 16:14, slack,-
2019-01-08 22:14, ebb,-1.4
2019-01-09 03:00, slack,-
2019-01-09 06:02, flood,1.1
2019-01-09 09:26, slack,-
2019-01-09 12:44, ebb,-0.4
2019-01-09 16:56, ebb,-0.1
2019-01-09 22:50, ebb,-1.2
2019-01-10 03:30, slack,-
2019-01-10 06:44, flood,1.0
2019-01-10 09:56, slack,-
2019-01-10 13:20, ebb,-0.5
2019-01-10 17:44, ebb,-0.2
2019-01-10 23:26, ebb,-1.1
2019-01-11 04:06, slack,-
2019-01-11 07:26, flood,1.0
2019-01-11 10:26, slack,-
2019-01-11 14:02, ebb,-0.6
2019-01-11 18:44, ebb,-0.2
2019-01-12 00:02, ebb,-0.9
2019-01-12 04:36, slack,-
2019-01-12 08:08, flood,0.9
2019-01-12 10:50, slack,-
2019-01-12 14:44, ebb,-0.8
2019-01-12 19:50, ebb,-0.2
2019-01-13 00:50, ebb,-0.7
2019-01-13 05:12, slack,-
2019-01-13 08:50, flood,0.8
2019-01-13 11:20, slack,-
2019-01-13 15:32, ebb,-0.9
2019-01-13 21:02, slack,-
2019-01-14 01:56, ebb,-0.4
2019-01-14 05:48, slack,-
2019-01-14 09:32, flood,0.7
2019-01-14 11:44, slack,-
2019-01-14 16:14, ebb,-1.1
2019-01-14 21:42, slack,-
2019-01-14 23:32, slack,-
2019-01-15 03:20, ebb,-0.3
2019-01-15 06:36, slack,-
