Date_Time (LST/LDT), Event, Speed (knots)
2019-01-01 02:08, slack,-
2019-01-01 05:39, ebb,-0.5
2019-01-01 07:56, slack,-
2019-01-01 09:44, flood,0.5
2019-01-01 13:14, slack,-
2019-01-01 17:15, ebb,-0.7
2019-01-01 20:14, slack,-
2019-01-01 22:44, flood,0.9
2019-01-02 03:14, slack,-
2019-01-02 06:45, ebb,-0.5
2019-01-02 09:08, slack,-
2019-01-02 10:38, flood,0.4
2019-01-02 14:02, slack,-
2019-01-02 18:09, ebb,-0.8
2019-01-02 20:56, slack,-
2019-01-02 23:38, flood,1.0
2019-01-03 04:08, slack,-
2019-01-03 07:45, ebb,-0.6
2019-01-03 10:08, slack,-
2019-01-03 11:32, flood,0.3
2019-01-03 14:38, slack,-
2019-01-03 18:45, ebb,-0.8
2019-01-03 21:38, slack,-
2019-01-04 00:20, flood,1.1
2019-01-04 04:56, slack,-
2019-01-04 08:33, ebb,-0.6
2019-01-04 11:08, slack,-
2019-01-04 12:14, flood,0.3
2019-01-04 15:14, slack,-
2019-01-04 19:27, ebb,-0.8
2019-01-04 22:14, slack,-
2019-01-05 01:02, flood,1.1
2019-01-05 05:44, slack,-
2019-01-05 09:21, ebb,-0.6
2019-01-05 12:02, slack,-
2019-01-05 12:56, flood,0.2
2019-01-05 15:44, slack,-
2019-01-05 20:03, ebb,-0.8
2019-01-05 22:44, slack,-
2019-01-06 01:38, flood,1.1
2019-01-06 06:20, slack,-
2019-01-06 09:57, ebb,-0.6
2019-01-06 12:50, slack,-
2019-01-06 13:38, flood,0.2
2019-01-06 16:14, slack,-
2019-01-06 20:39, ebb,-0.7
2019-01-06 23:14, slack,-
2019-01-07 02:08, flood,1.1
2019-01-07 06:56, slack,-
2019-01-07 10:39, ebb,-0.5
2019-01-07 13:44, slack,-
2019-01-07 14:14, flood,0.1
2019-01-07 16:44, slack,-
2019-01-07 21:15, ebb,-0.7
2019-01-07 23:50, slack,-
2019-01-08 02:44, flood,1.0
2019-01-08 07:26, slack,-
2019-01-08 11:09, ebb,-0.5
2019-01-08 14:26, slack,-
2019-01-08 17:20, slack,-
2019-01-08 21:51, ebb,-0.6
2019-01-09 00:20, slack,-
2019-01-09 03:14, flood,1.0
2019-01-09 07:56, slack,-
2019-01-09 11:33, ebb,-0.5
2019-01-09 15:02, slack,-
2019-01-09 18:02, slack,-
2019-01-09 22:33, ebb,-0.6
2019-01-10 00:56, slack,-
2019-01-10 03:50, flood,0.9
2019-01-10 08:26, slack,-
2019-01-10 12:09, ebb,-0.6
2019-01-10 15:38, slack,-
2019-01-10 16:26, flood,0.1
2019-01-10 19:02, slack,-
2019-01-10 23:27, ebb,-0.5
2019-01-11 01:38, slack,-
2019-01-11 04:26, flood,0.8
2019-01-11 08:50, slack,-
2019-01-11 12:39, ebb,-0.6
2019-01-11 16:08, slack,-
2019-01-11 17:14, flood,0.1
2019-01-11 20:08, slack,-
2019-01-12 00:21, ebb,-0.4
2019-01-12 02:26, slack,-
2019-01-12 05:08, flood,0.6
2019-01-12 09:20, slack,-
2019-01-12 13:09, ebb,-0.6
2019-01-12 16:44, slack,-
2019-01-12 18:08, flood,0.2
2019-01-12 21:38, slack,-
2019-01-13 01:27, ebb,-0.4
2019-01-13 03:26, slack,-
2019-01-13 05:50, flood,0.5
2019-01-13 09:56, slack,-
2019-01-13 13:51, ebb,-0.6
2019-01-13 17:20, slack,-
2019-01-13 19:14, flood,0.3
2019-01-13 23:14, slack,-
2019-01-14 02:39, ebb,-0.3
2019-01-14 04:38, slack,-
2019-01-14 06:44, flood,0.4
2019-01-14 10:32, slack,-
2019-01-14 14:33, ebb,-0.6
2019-01-14 18:02, slack,-
2019-01-14 20:26, flood,0.4
2019-01-15 00:38, slack,-
2019-01-15 03:51, ebb,-0.3
2019-01-15 05:50, slack,-
2019-01-15 07:44, flood,0.3
2019-01-15 11:08, slack,-
2019-01-15 15:21, ebb,-0.6
2019-01-15 18:44, slack,-
2019-01-15 21:20, flood,0.6
2019-01-16 01:50, slack,-
2019-01-16 05:03, ebb,-0.3
2019-01-16 07:08, slack,-
2019-01-16 08:44, flood,0.3
2019-01-16 11:50, slack,-
2019-01-16 16:15, ebb,-0.7
2019-01-16 19:26, slack,-
2019-01-16 22:14, flood,0.8
2019-01-17 02:50, slack,-
2019-01-17 06:03, ebb,-0.4
2019-01-17 08:20, slack,-
2019-01-17 09:38, flood,0.2
2019-01-17 12:32, slack,-
2019-01-17 17:03, ebb,-0.8
2019-01-17 20:08, slack,-
2019-01-17 23:02, flood,1.0
2019-01-18 03:44, slack,-
2019-01-18 06:57, ebb,-0.4
2019-01-18 09:20, slack,-
2019-01-18 10:32, flood,0.2
2019-01-18 13:20, slack,-
2019-01-18 17:51, ebb,-0.9
2019-01-18 20:50, slack,-
2019-01-18 23:44, flood,1.1
2019-01-19 04:32, slack,-
2019-01-19 07:45, ebb,-0.5
2019-01-19 10:14, slack,-
2019-01-19 11:26, flood,0.2
2019-01-19 14:08, slack,-
2019-01-19 18:33, ebb,-0.9
2019-01-19 21:32, slack,-
2019-01-20 00:32, flood,1.3
2019-01-20 05:20, slack,-
