Date_Time (LST/LDT), Event, Speed (knots)
2020-01-01 00:30, ebb,-1.8
2020-01-01 05:12, slack,-
2020-01-01 07:36, flood,0.9
2020-01-01 11:00, slack,-
2020-01-01 17:54, ebb,-0.9
2020-01-01 19:42, ebb,-0.8
2020-01-02 01:24, ebb,-1.4
2020-01-02 05:48, slack,-
2020-01-02 08:18, flood,0.9
2020-01-02 11:36, slack,-
2020-01-02 18:12, ebb,-1.1
2020-01-02 21:00, ebb,-0.8
2020-01-03 02:24, ebb,-1.2
2020-01-03 06:24, slack,-
2020-01-03 09:00, flood,0.9
2020-01-03 12:12, slack,-
2020-01-03 18:00, ebb,-1.3
2020-01-04 00:12, ebb,-0.6
2020-01-04 03:12, ebb,-1.0
2020-01-04 07:06, slack,-
2020-01-04 09:42, flood,0.9
2020-01-04 12:54, slack,-
2020-01-04 17:36, ebb,-1.7
2020-01-05 00:42, ebb,-0.2
2020-01-05 04:12, ebb,-0.8
2020-01-05 07:48, slack,-
2020-01-05 10:30, flood,0.8
2020-01-05 13:24, slack,-
2020-01-05 18:00, ebb,-2.1
2020-01-05 23:24, slack,-
2020-01-06 01:06, flood,0.2
2020-01-06 02:30, slack,-
2020-01-06 05:42, ebb,-0.7
2020-01-06 08:36, slack,-
2020-01-06 11:24, flood,0.8
2020-01-06 13:54, slack,-
2020-01-06 18:30, ebb,-2.5
2020-01-06 23:18, slack,-
2020-01-07 01:24, flood,0.6
2020-01-07 04:18, slack,-
2020-01-07 06:42, ebb,-0.6
2020-01-07 09:36, slack,-
2020-01-07 12:12, flood,0.6
2020-01-07 14:18, slack,-
2020-01-07 19:06, ebb,-2.9
2020-01-07 23:36, slack,-
2020-01-08 02:00, flood,1.0
2020-01-08 05:30, slack,-
2020-01-08 07:30, ebb,-0.5
2020-01-08 10:42, slack,-
2020-01-08 12:54, flood,0.5
2020-01-08 14:42, slack,-
2020-01-08 19:42, ebb,-3.2
2020-01-09 00:12, slack,-
2020-01-09 02:54, flood,1.3
2020-01-09 06:30, slack,-
2020-01-09 08:18, ebb,-0.5
2020-01-09 11:42, slack,-
2020-01-09 13:36, flood,0.3
2020-01-09 15:12, slack,-
2020-01-09 20:18, ebb,-3.3
2020-01-10 00:48, slack,-
2020-01-10 03:42, flood,1.5
2020-01-10 07:12, slack,-
2020-01-10 09:06, ebb,-0.5
2020-01-10 12:42, slack,-
2020-01-10 14:24, flood,0.2
2020-01-10 15:42, slack,-
2020-01-10 21:06, ebb,-3.3
2020-01-11 01:24, slack,-
2020-01-11 04:18, flood,1.7
2020-01-11 07:48, slack,-
2020-01-11 09:42, ebb,-0.5
2020-01-11 14:12, slack,-
2020-01-11 15:30, flood,0.1
2020-01-11 16:24, slack,-
2020-01-11 21:42, ebb,-3.3
2020-01-12 02:06, slack,-
2020-01-12 04:54, flood,1.7
2020-01-12 08:18, slack,-
2020-01-12 10:12, ebb,-0.6
2020-01-12 15:42, slack,-
2020-01-12 16:54, slack,-
2020-01-12 22:18, ebb,-3.1
2020-01-13 02:42, slack,-
2020-01-13 05:24, flood,1.7
2020-01-13 08:48, slack,-
2020-01-13 10:48, ebb,-0.8
2020-01-13 17:06, slack,-
2020-01-13 22:54, ebb,-2.7
2020-01-14 03:18, slack,-
2020-01-14 06:00, flood,1.7
2020-01-14 09:18, slack,-
2020-01-14 11:30, ebb,-1.0
2020-01-14 17:54, ebb,-0.1
2020-01-14 23:30, ebb,-2.3
2020-01-15 03:54, slack,-
2020-01-15 06:42, flood,1.5
2020-01-15 09:48, slack,-
2020-01-15 12:30, ebb,-1.2
2020-01-15 19:00, ebb,-0.2
2020-01-16 00:18, ebb,-1.8
2020-01-16 04:30, slack,-
2020-01-16 07:30, flood,1.4
2020-01-16 10:24, slack,-
2020-01-16 14:06, ebb,-1.5
2020-01-16 20:18, ebb,-0.1
2020-01-17 01:30, ebb,-1.3
2020-01-17 05:18, slack,-
2020-01-17 08:18, flood,1.2
2020-01-17 11:00, slack,-
2020-01-17 15:06, ebb,-1.9
2020-01-17 20:42, slack,-
2020-01-17 22:36, slack,-
2020-01-18 02:48, ebb,-0.9
2020-01-18 06:18, slack,-
2020-01-18 09:06, flood,1.0
2020-01-18 11:36, slack,-
2020-01-18 16:00, ebb,-2.4
2020-01-18 21:00, slack,-
2020-01-18 23:24, flood,0.5
2020-01-19 01:48, slack,-
2020-01-19 04:06, ebb,-0.6
2020-01-19 07:36, slack,-
2020-01-19 09:54, flood,0.7
2020-01-19 12:18, slack,-
2020-01-19 16:54, ebb,-2.8
2020-01-19 21:36, slack,-
2020-01-20 00:30, flood,1.1
2020-01-20 03:42, slack,-
2020-01-20 06:18, ebb,-0.5
2020-01-20 09:00, slack,-
2020-01-20 10:54, flood,0.4
2020-01-20 12:48, slack,-
2020-01-20 17:54, ebb,-3.2
2020-01-20 22:18, slack,-
2020-01-21 01:24, flood,1.6
2020-01-21 05:18, slack,-
2020-01-21 07:42, ebb,-0.5
2020-01-21 10:48, slack,-
2020-01-21 12:00, flood,0.2
2020-01-21 13:12, slack,-
2020-01-21 18:36, ebb,-3.5
2020-01-21 23:00, slack,-
2020-01-22 02:12, flood,1.8
2020-01-22 06:24, slack,-
2020-01-22 09:24, ebb,-0.5
2020-01-22 12:30, slack,-
2020-01-22 19:24, ebb,-3.6
2020-01-22 23:48, slack,-
2020-01-23 03:12, flood,2.0
2020-01-23 07:24, slack,-
2020-01-23 10:42, ebb,-0.6
2020-01-23 13:42, slack,-
2020-01-23 20:12, ebb,-3.6
2020-01-24 00:36, slack,-
2020-01-24 04:06, flood,2.0
2020-01-24 08:18, slack,-
2020-01-24 11:30, ebb,-0.5
2020-01-24 14:54, ebb,-0.2
2020-01-24 21:00, ebb,-3.4
2020-01-25 01:24, slack,-
2020-01-25 04:42, flood,1.8
2020-01-25 09:00, slack,-
2020-01-25 12:48, ebb,-0.5
2020-01-25 16:00, ebb,-0.2
2020-01-25 21:42, ebb,-3.2
2020-01-26 02:12, slack,-
2020-01-26 05:12, flood,1.6
2020-01-26 09:12, slack,-
2020-01-26 13:54, ebb,-0.5
2020-01-26 16:42, ebb,-0.2
2020-01-26 22:24, ebb,-2.9
2020-01-27 02:54, slack,-
2020-01-27 05:30, flood,1.4
2020-01-27 09:18, slack,-
2020-01-27 11:00, ebb,-0.3
2020-01-27 12:06, ebb,-0.3
2020-01-27 14:42, ebb,-0.5
2020-01-27 17:06, ebb,-0.2
2020-01-27 22:54, ebb,-2.5
2020-01-28 03:30, slack,-
2020-01-28 05:54, flood,1.2
2020-01-28 09:24, slack,-
2020-01-28 11:18, ebb,-0.5
2020-01-28 12:54, ebb,-0.4
2020-01-28 15:12, ebb,-0.6
2020-01-28 17:36, ebb,-0.3
2020-01-28 23:18, ebb,-2.1
2020-01-29 03:54, slack,-
2020-01-29 06:18, flood,1.1
2020-01-29 09:36, slack,-
2020-01-29 11:48, ebb,-0.6
2020-01-29 13:24, ebb,-0.6
2020-01-29 15:42, ebb,-0.7
2020-01-29 18:12, ebb,-0.5
2020-01-29 23:42, ebb,-1.8
2020-01-30 04:18, slack,-
2020-01-30 06:54, flood,1.1
2020-01-30 10:00, slack,-
2020-01-30 15:24, ebb,-0.9
2020-01-30 19:06, ebb,-0.6
2020-01-31 00:12, ebb,-1.5
2020-01-31 04:42, slack,-
2020-01-31 07:36, flood,1.1
2020-01-31 10:30, slack,-
2020-01-31 15:00, ebb,-1.2
2020-01-31 20:18, ebb,-0.5
2020-02-01 01:12, ebb,-1.1
2020-02-01 05:18, slack,-
2020-02-01 08:18, flood,1.0
2020-02-01 11:06, slack,-
2020-02-01 15:30, ebb,-1.6
2020-02-01 21:18, ebb,-0.3
2020-02-02 02:24, ebb,-0.8
2020-02-02 06:06, slack,-
2020-02-02 09:06, flood,0.9
2020-02-02 11:42, slack,-
2020-02-02 16:18, ebb,-1.9
2020-02-02 22:36, slack,-
2020-02-03 03:30, ebb,-0.6
2020-02-03 07:06, slack,-
2020-02-03 09:48, flood,0.7
2020-02-03 12:24, slack,-
2020-02-03 17:06, ebb,-2.3
2020-02-03 22:06, slack,-
2020-02-04 00:24, flood,0.4
2020-02-04 02:36, slack,-
2020-02-04 05:00, ebb,-0.4
2020-02-04 08:06, slack,-
2020-02-04 10:42, flood,0.5
2020-02-04 12:54, slack,-
2020-02-04 17:54, ebb,-2.7
2020-02-04 22:36, slack,-
2020-02-05 00:54, flood,0.8
2020-02-05 04:18, slack,-
2020-02-05 06:30, ebb,-0.3
2020-02-05 09:12, slack,-
2020-02-05 11:42, flood,0.4
2020-02-05 13:30, slack,-
2020-02-05 18:42, ebb,-3.0
2020-02-05 23:12, slack,-
2020-02-06 01:36, flood,1.1
2020-02-06 05:30, slack,-
2020-02-06 07:18, ebb,-0.3
2020-02-06 10:30, slack,-
2020-02-06 12:30, flood,0.3
2020-02-06 14:00, slack,-
2020-02-06 19:18, ebb,-3.1
2020-02-06 23:48, slack,-
2020-02-07 02:24, flood,1.2
2020-02-07 06:18, slack,-
2020-02-07 07:54, ebb,-0.3
2020-02-07 11:36, slack,-
2020-02-07 13:18, flood,0.3
2020-02-07 14:42, slack,-
2020-02-07 20:00, ebb,-3.2
2020-02-08 00:30, slack,-
2020-02-08 03:12, flood,1.4
2020-02-08 06:48, slack,-
2020-02-08 08:36, ebb,-0.5
2020-02-08 12:36, slack,-
2020-02-08 14:06, flood,0.2
2020-02-08 15:30, slack,-
2020-02-08 20:42, ebb,-3.1
2020-02-09 01:06, slack,-
2020-02-09 03:54, flood,1.5
2020-02-09 07:12, slack,-
2020-02-09 09:18, ebb,-0.7
2020-02-09 13:48, slack,-
2020-02-09 15:18, flood,0.2
2020-02-09 16:24, slack,-
2020-02-09 21:24, ebb,-3.0
2020-02-10 01:42, slack,-
2020-02-10 04:30, flood,1.6
2020-02-10 07:36, slack,-
2020-02-10 09:54, ebb,-0.9
2020-02-10 15:00, slack,-
2020-02-10 16:18, flood,0.2
2020-02-10 17:18, slack,-
2020-02-10 22:00, ebb,-2.8
2020-02-11 02:18, slack,-
2020-02-11 05:00, flood,1.6
2020-02-11 08:00, slack,-
2020-02-11 10:36, ebb,-1.2
2020-02-11 15:54, slack,-
2020-02-11 17:00, flood,0.2
2020-02-11 18:06, slack,-
2020-02-11 22:36, ebb,-2.5
2020-02-12 02:48, slack,-
2020-02-12 05:36, flood,1.6
2020-02-12 08:30, slack,-
2020-02-12 11:18, ebb,-1.5
2020-02-12 16:42, slack,-
2020-02-12 17:48, flood,0.2
2020-02-12 19:00, slack,-
2020-02-12 23:12, ebb,-2.1
2020-02-13 03:24, slack,-
2020-02-13 06:12, flood,1.5
2020-02-13 09:00, slack,-
2020-02-13 12:06, ebb,-1.8
2020-02-13 17:36, slack,-
2020-02-13 18:48, flood,0.3
2020-02-13 20:12, slack,-
2020-02-14 00:00, ebb,-1.6
2020-02-14 04:06, slack,-
2020-02-14 06:54, flood,1.2
2020-02-14 09:30, slack,-
2020-02-14 13:18, ebb,-2.0
2020-02-14 18:30, slack,-
2020-02-14 20:00, flood,0.4
2020-02-14 21:42, slack,-
2020-02-15 01:06, ebb,-1.0
2020-02-15 04:54, slack,-
2020-02-15 07:48, flood,0.9
2020-02-15 10:00, slack,-
2020-02-15 14:24, ebb,-2.4
2020-02-15 19:18, slack,-
2020-02-15 21:06, flood,0.6
2020-02-15 23:54, slack,-
2020-02-16 02:42, ebb,-0.6
2020-02-16 06:18, slack,-
2020-02-16 08:36, flood,0.6
2020-02-16 10:30, slack,-
2020-02-16 15:24, ebb,-2.7
2020-02-16 20:06, slack,-
2020-02-16 22:30, flood,0.9
