Date_Time (LST/LDT), Event, Speed (knots)
2020-01-01 03:34 AM, slack,-
2020-01-01 06:49 AM, flood,1.5
2020-01-01 12:16 PM, slack,-
2020-01-01 02:35 PM, ebb,-0.6
2020-01-01 07:05 PM, ebb,-0.3
2020-01-02 12:17 AM, ebb,-0.7
2020-01-02 04:10 AM, slack,-
2020-01-02 07:31 AM, flood,1.3
2020-01-02 12:40 PM, slack,-
2020-01-02 03:11 PM, ebb,-0.8
2020-01-02 08:17 PM, ebb,-0.2
2020-01-03 01:05 AM, ebb,-0.4
2020-01-03 04:40 AM, slack,-
2020-01-03 08:13 AM, flood,1.1
2020-01-03 01:04 PM, slack,-
2020-01-03 03:47 PM, ebb,-1.0
2020-01-03 09:47 PM, ebb,-0.1
2020-01-04 02:23 AM, ebb,-0.2
2020-01-04 05:04 AM, slack,-
2020-01-04 08:55 AM, flood,0.9
2020-01-04 01:22 PM, slack,-
2020-01-04 04:23 PM, ebb,-1.1
2020-01-04 09:28 PM, slack,-
2020-01-04 11:43 PM, flood,0.2
2020-01-05 03:22 AM, slack,-
2020-01-05 03:59 AM, ebb,-0.1
2020-01-05 05:40 AM, slack,-
2020-01-05 09:37 AM, flood,0.7
2020-01-05 01:46 PM, slack,-
2020-01-05 04:53 PM, ebb,-1.3
2020-01-05 09:28 PM, slack,-
2020-01-06 12:13 AM, flood,0.6
2020-01-06 05:22 AM, slack,-
2020-01-06 06:40 AM, slack,-
2020-01-06 10:19 AM, flood,0.5
2020-01-06 02:04 PM, slack,-
2020-01-06 05:29 PM, ebb,-1.5
2020-01-06 09:46 PM, slack,-
2020-01-07 12:37 AM, flood,1.1
2020-01-07 06:22 AM, slack,-
2020-01-07 07:58 AM, slack,-
2020-01-07 11:13 AM, flood,0.4
2020-01-07 02:28 PM, slack,-
2020-01-07 06:05 PM, ebb,-1.6
2020-01-07 10:10 PM, slack,-
2020-01-08 01:07 AM, flood,1.5
2020-01-08 07:04 AM, slack,-
2020-01-08 07:23 AM, ebb,-0.1
2020-01-08 09:52 AM, slack,-
2020-01-08 12:07 PM, flood,0.2
2020-01-08 02:52 PM, slack,-
2020-01-08 06:35 PM, ebb,-1.7
2020-01-08 10:40 PM, slack,-
2020-01-09 01:43 AM, flood,1.9
2020-01-09 07:46 AM, slack,-
2020-01-09 08:17 AM, ebb,-0.2
2020-01-09 11:34 AM, slack,-
2020-01-09 12:55 PM, flood,0.1
2020-01-09 03:22 PM, slack,-
2020-01-09 07:17 PM, ebb,-1.8
2020-01-09 11:16 PM, slack,-
2020-01-10 02:19 AM, flood,2.2
2020-01-10 08:22 AM, slack,-
2020-01-10 09:17 AM, ebb,-0.3
2020-01-10 12:46 PM, slack,-
2020-01-10 03:58 PM, slack,-
2020-01-10 07:53 PM, ebb,-1.8
2020-01-10 11:52 PM, slack,-
2020-01-11 03:01 AM, flood,2.3
2020-01-11 09:04 AM, slack,-
2020-01-11 10:11 AM, ebb,-0.3
2020-01-11 01:46 PM, slack,-
2020-01-11 04:28 PM, slack,-
2020-01-11 08:35 PM, ebb,-1.7
2020-01-12 12:34 AM, slack,-
2020-01-12 03:43 AM, flood,2.4
2020-01-12 09:40 AM, slack,-
2020-01-12 10:59 AM, ebb,-0.4
2020-01-12 02:52 PM, slack,-
2020-01-12 05:10 PM, slack,-
2020-01-12 09:23 PM, ebb,-1.6
2020-01-13 01:16 AM, slack,-
2020-01-13 04:25 AM, flood,2.3
2020-01-13 10:16 AM, slack,-
2020-01-13 11:53 AM, ebb,-0.5
2020-01-13 04:11 PM, slack,-
2020-01-13 10:11 PM, ebb,-1.5
2020-01-14 01:58 AM, slack,-
2020-01-14 05:13 AM, flood,2.2
