Date_Time (LST/LDT), Event, Speed (knots)
2020-01-01 02:54, slack,-
2020-01-01 05:24, flood,1.5
2020-01-01 09:12, slack,-
2020-01-01 13:42, ebb,-2.2
2020-01-01 19:30, slack,-
2020-01-01 23:54, ebb,-1.9
2020-01-02 03:42, slack,-
2020-01-02 05:54, flood,1.3
2020-01-02 09:42, slack,-
2020-01-02 14:24, ebb,-2.2
2020-01-02 19:06, slack,-
2020-01-02 20:48, flood,0.3
2020-01-02 21:48, slack,-
2020-01-03 00:48, ebb,-1.6
2020-01-03 04:30, slack,-
2020-01-03 06:36, flood,1.0
2020-01-03 10:06, slack,-
2020-01-03 14:54, ebb,-2.4
2020-01-03 19:30, slack,-
2020-01-03 21:36, flood,0.6
2020-01-03 23:12, slack,-
2020-01-04 01:42, ebb,-1.3
2020-01-04 05:30, slack,-
2020-01-04 07:30, flood,0.8
2020-01-04 10:36, slack,-
2020-01-04 15:06, ebb,-2.5
2020-01-04 20:00, slack,-
2020-01-04 22:24, flood,1.0
2020-01-05 00:24, slack,-
2020-01-05 02:42, ebb,-1.2
2020-01-05 06:36, slack,-
2020-01-05 08:36, flood,0.7
2020-01-05 11:06, slack,-
2020-01-05 15:24, ebb,-2.7
2020-01-05 20:24, slack,-
2020-01-05 23:06, flood,1.4
2020-01-06 01:24, slack,-
2020-01-06 03:42, ebb,-1.1
2020-01-06 07:42, slack,-
2020-01-06 09:30, flood,0.7
2020-01-06 11:42, slack,-
2020-01-06 16:00, ebb,-3.0
2020-01-06 20:54, slack,-
2020-01-06 23:42, flood,1.7
2020-01-07 02:24, slack,-
2020-01-07 04:42, ebb,-1.1
2020-01-07 08:42, slack,-
2020-01-07 10:18, flood,0.7
2020-01-07 12:18, slack,-
2020-01-07 16:42, ebb,-3.2
2020-01-07 21:30, slack,-
2020-01-08 00:18, flood,2.1
2020-01-08 03:18, slack,-
2020-01-08 07:00, ebb,-1.3
2020-01-08 09:42, slack,-
2020-01-08 11:12, flood,0.6
2020-01-08 13:00, slack,-
2020-01-08 17:30, ebb,-3.4
2020-01-08 22:00, slack,-
2020-01-09 00:54, flood,2.5
2020-01-09 04:06, slack,-
2020-01-09 07:48, ebb,-1.6
2020-01-09 10:42, slack,-
2020-01-09 12:06, flood,0.6
2020-01-09 13:42, slack,-
2020-01-09 18:18, ebb,-3.6
2020-01-09 22:36, slack,-
2020-01-10 01:24, flood,2.9
2020-01-10 04:54, slack,-
2020-01-10 08:30, ebb,-1.9
2020-01-10 11:36, slack,-
2020-01-10 12:54, flood,0.6
2020-01-10 14:24, slack,-
2020-01-10 19:06, ebb,-3.7
2020-01-10 23:12, slack,-
2020-01-11 02:00, flood,3.1
2020-01-11 05:36, slack,-
2020-01-11 09:12, ebb,-2.1
2020-01-11 12:30, slack,-
2020-01-11 13:42, flood,0.6
2020-01-11 15:06, slack,-
2020-01-11 19:48, ebb,-3.7
2020-01-11 23:48, slack,-
2020-01-12 02:36, flood,3.2
2020-01-12 06:18, slack,-
2020-01-12 09:48, ebb,-2.3
2020-01-12 13:18, slack,-
2020-01-12 14:30, flood,0.6
2020-01-12 16:06, slack,-
2020-01-12 20:36, ebb,-3.6
2020-01-13 00:30, slack,-
2020-01-13 03:12, flood,3.1
2020-01-13 07:00, slack,-
2020-01-13 10:30, ebb,-2.4
2020-01-13 14:06, slack,-
2020-01-13 15:24, flood,0.6
2020-01-13 17:06, slack,-
2020-01-13 21:36, ebb,-3.4
2020-01-14 01:18, slack,-
2020-01-14 04:00, flood,2.9
2020-01-14 07:36, slack,-
2020-01-14 11:06, ebb,-2.6
2020-01-14 15:00, slack,-
2020-01-14 16:30, flood,0.6
2020-01-14 18:24, slack,-
2020-01-14 22:30, ebb,-3.1
2020-01-15 02:06, slack,-
2020-01-15 04:42, flood,2.6
2020-01-15 08:12, slack,-
2020-01-15 11:48, ebb,-2.8
2020-01-15 16:00, slack,-
2020-01-15 17:36, flood,0.7
2020-01-15 19:48, slack,-
2020-01-15 23:30, ebb,-2.7
2020-01-16 03:00, slack,-
2020-01-16 05:30, flood,2.2
2020-01-16 08:54, slack,-
2020-01-16 12:30, ebb,-2.9
2020-01-16 17:00, slack,-
2020-01-16 19:18, flood,0.8
2020-01-16 21:24, slack,-
2020-01-17 00:30, ebb,-2.3
2020-01-17 04:00, slack,-
2020-01-17 06:18, flood,1.8
2020-01-17 09:36, slack,-
2020-01-17 13:24, ebb,-3.1
2020-01-17 18:00, slack,-
2020-01-17 20:48, flood,1.2
2020-01-17 22:48, slack,-
2020-01-18 01:36, ebb,-1.9
2020-01-18 05:00, slack,-
2020-01-18 07:24, flood,1.4
2020-01-18 10:18, slack,-
2020-01-18 14:30, ebb,-3.2
2020-01-18 19:00, slack,-
2020-01-18 21:48, flood,1.7
