Date_Time (LST/LDT), Event, Speed (knots)
2020-01-01 00:06, ebb,-1.6
2020-01-01 04:18, slack,-
2020-01-01 07:18, flood,1.1
2020-01-01 10:48, slack,-
2020-01-01 15:42, ebb,-1.5
2020-01-01 20:54, ebb,-0.5
2020-01-02 00:54, ebb,-1.2
2020-01-02 04:54, slack,-
2020-01-02 07:48, flood,0.8
2020-01-02 10:54, slack,-
2020-01-02 16:12, ebb,-1.5
2020-01-02 22:00, ebb,-0.3
2020-01-03 02:12, ebb,-0.9
2020-01-03 05:42, slack,-
2020-01-03 08:24, flood,0.6
2020-01-03 11:00, slack,-
2020-01-03 16:48, ebb,-1.6
2020-01-03 23:06, slack,-
2020-01-04 03:42, ebb,-0.8
2020-01-04 06:54, slack,-
2020-01-04 09:12, flood,0.4
2020-01-04 11:18, slack,-
2020-01-04 17:24, ebb,-1.7
2020-01-04 22:18, slack,-
2020-01-05 00:24, flood,0.3
2020-01-05 02:06, slack,-
2020-01-05 05:00, ebb,-0.8
2020-01-05 08:12, slack,-
2020-01-05 10:00, flood,0.3
2020-01-05 11:48, slack,-
2020-01-05 18:00, ebb,-1.8
2020-01-05 22:24, slack,-
2020-01-06 01:00, flood,0.7
2020-01-06 03:12, slack,-
2020-01-06 06:18, ebb,-1.0
2020-01-06 09:18, slack,-
2020-01-06 11:00, flood,0.3
2020-01-06 12:48, slack,-
2020-01-06 18:36, ebb,-2.0
2020-01-06 22:42, slack,-
2020-01-07 01:30, flood,1.0
2020-01-07 04:00, slack,-
2020-01-07 07:06, ebb,-1.1
2020-01-07 10:12, slack,-
2020-01-07 12:06, flood,0.4
2020-01-07 13:48, slack,-
2020-01-07 19:00, ebb,-2.3
2020-01-07 23:12, slack,-
2020-01-08 01:54, flood,1.4
2020-01-08 04:54, slack,-
2020-01-08 07:48, ebb,-1.2
2020-01-08 11:00, slack,-
2020-01-08 13:00, flood,0.5
2020-01-08 14:30, slack,-
2020-01-08 19:24, ebb,-2.6
2020-01-08 23:48, slack,-
2020-01-09 02:24, flood,1.6
2020-01-09 05:42, slack,-
2020-01-09 08:30, ebb,-1.2
2020-01-09 11:42, slack,-
2020-01-09 13:36, flood,0.6
2020-01-09 15:12, slack,-
2020-01-09 19:54, ebb,-2.8
2020-01-10 00:24, slack,-
2020-01-10 03:06, flood,1.8
2020-01-10 06:30, slack,-
2020-01-10 09:24, ebb,-1.1
2020-01-10 12:30, slack,-
2020-01-10 14:18, flood,0.6
2020-01-10 15:48, slack,-
2020-01-10 20:24, ebb,-2.9
2020-01-11 01:00, slack,-
2020-01-11 03:48, flood,1.9
2020-01-11 07:18, slack,-
2020-01-11 10:36, ebb,-1.1
2020-01-11 13:24, slack,-
2020-01-11 15:00, flood,0.5
2020-01-11 16:24, slack,-
2020-01-11 21:06, ebb,-2.8
2020-01-12 01:36, slack,-
2020-01-12 04:30, flood,1.9
2020-01-12 08:00, slack,-
2020-01-12 11:24, ebb,-1.2
2020-01-12 14:30, slack,-
2020-01-12 15:54, flood,0.3
2020-01-12 17:06, slack,-
2020-01-12 21:48, ebb,-2.6
