Date_Time (LST/LDT), Event, Speed (knots)
2020-01-01 00:14, ebb,-0.9
2020-01-01 03:32, slack,-
2020-01-01 05:38, flood,1.6
2020-01-01 10:05, slack,-
2020-01-01 13:26, ebb,-1.2
2020-01-01 18:44, slack,-
2020-01-01 19:02, flood,0.3
2020-01-01 22:05, slack,-
2020-01-02 01:14, ebb,-0.7
2020-01-02 04:26, slack,-
2020-01-02 06:20, flood,1.2
2020-01-02 10:29, slack,-
2020-01-02 13:56, ebb,-1.2
2020-01-02 19:08, slack,-
2020-01-02 20:02, flood,0.5
2020-01-02 23:41, slack,-
2020-01-03 02:26, ebb,-0.6
2020-01-03 05:32, slack,-
2020-01-03 07:08, flood,0.9
2020-01-03 10:59, slack,-
2020-01-03 14:32, ebb,-1.2
2020-01-03 19:38, slack,-
2020-01-03 21:02, flood,0.8
2020-01-04 01:05, slack,-
2020-01-04 03:38, ebb,-0.6
2020-01-04 06:50, slack,-
2020-01-04 08:08, flood,0.7
2020-01-04 11:35, slack,-
2020-01-04 15:20, ebb,-1.2
2020-01-04 20:08, slack,-
2020-01-04 21:50, flood,1.2
2020-01-05 02:11, slack,-
2020-01-05 04:50, ebb,-0.7
2020-01-05 08:08, slack,-
2020-01-05 09:02, flood,0.6
2020-01-05 12:11, slack,-
2020-01-05 16:02, ebb,-1.3
2020-01-05 20:38, slack,-
2020-01-05 22:38, flood,1.6
2020-01-06 03:11, slack,-
2020-01-06 05:50, ebb,-0.8
2020-01-06 09:20, slack,-
2020-01-06 09:56, flood,0.5
2020-01-06 12:47, slack,-
2020-01-06 16:50, ebb,-1.5
2020-01-06 21:14, slack,-
2020-01-06 23:20, flood,2.0
2020-01-07 03:59, slack,-
2020-01-07 06:44, ebb,-0.9
2020-01-07 10:26, slack,-
2020-01-07 10:44, flood,0.4
2020-01-07 13:29, slack,-
2020-01-07 17:26, ebb,-1.6
2020-01-07 21:50, slack,-
2020-01-08 00:02, flood,2.4
2020-01-08 04:47, slack,-
2020-01-08 07:32, ebb,-1.0
2020-01-08 11:20, slack,-
2020-01-08 11:32, flood,0.4
2020-01-08 14:05, slack,-
2020-01-08 18:08, ebb,-1.8
2020-01-08 22:26, slack,-
2020-01-09 00:44, flood,2.8
2020-01-09 05:29, slack,-
2020-01-09 08:14, ebb,-1.0
2020-01-09 12:08, slack,-
2020-01-09 12:14, flood,0.4
2020-01-09 14:41, slack,-
2020-01-09 18:50, ebb,-2.0
2020-01-09 23:02, slack,-
2020-01-10 01:20, flood,3.1
2020-01-10 06:11, slack,-
2020-01-10 08:56, ebb,-1.1
2020-01-10 12:56, slack,-
2020-01-10 13:02, flood,0.3
2020-01-10 15:23, slack,-
2020-01-10 19:26, ebb,-2.1
2020-01-10 23:44, slack,-
2020-01-11 02:02, flood,3.3
