Date_Time (LST/LDT), Event, Speed (knots)
2020-01-01 03:17, slack,-
2020-01-01 06:49, flood,2.3
2020-01-01 11:08, slack,-
2020-01-01 13:36, ebb,-1.4
2020-01-01 18:42, ebb,-0.4
2020-01-01 23:24, ebb,-1.3
2020-01-02 03:53, slack,-
2020-01-02 07:25, flood,2.0
2020-01-02 11:26, slack,-
2020-01-02 14:12, ebb,-1.6
2020-01-02 19:48, ebb,-0.2
2020-01-03 00:24, ebb,-0.9
2020-01-03 04:29, slack,-
2020-01-03 08:07, flood,1.7
2020-01-03 11:44, slack,-
2020-01-03 14:48, ebb,-1.9
2020-01-03 21:05, slack,-
2020-01-03 21:19, flood,0.1
2020-01-03 22:50, slack,-
2020-01-04 01:30, ebb,-0.5
2020-01-04 05:05, slack,-
2020-01-04 08:43, flood,1.4
2020-01-04 12:02, slack,-
2020-01-04 15:18, ebb,-2.2
2020-01-04 20:53, slack,-
2020-01-04 22:25, flood,0.7
2020-01-05 01:56, slack,-
2020-01-05 03:06, ebb,-0.3
2020-01-05 05:59, slack,-
2020-01-05 09:31, flood,1.1
2020-01-05 12:20, slack,-
2020-01-05 15:48, ebb,-2.5
2020-01-05 21:05, slack,-
2020-01-05 23:13, flood,1.4
2020-01-06 03:50, slack,-
2020-01-06 04:54, ebb,-0.3
2020-01-06 07:23, slack,-
2020-01-06 10:19, flood,0.8
2020-01-06 12:44, slack,-
2020-01-06 16:24, ebb,-2.7
2020-01-06 21:23, slack,-
2020-01-07 00:01, flood,2.1
2020-01-07 05:02, slack,-
2020-01-07 06:06, ebb,-0.4
2020-01-07 08:53, slack,-
2020-01-07 11:01, flood,0.6
2020-01-07 13:08, slack,-
2020-01-07 17:00, ebb,-3.0
2020-01-07 21:53, slack,-
2020-01-08 00:37, flood,2.8
2020-01-08 05:50, slack,-
2020-01-08 07:06, ebb,-0.6
2020-01-08 10:17, slack,-
2020-01-08 11:43, flood,0.5
2020-01-08 13:38, slack,-
2020-01-08 17:36, ebb,-3.2
2020-01-08 22:23, slack,-
2020-01-09 01:19, flood,3.3
2020-01-09 06:32, slack,-
2020-01-09 07:54, ebb,-0.7
2020-01-09 11:11, slack,-
2020-01-09 12:19, flood,0.4
2020-01-09 14:08, slack,-
2020-01-09 18:18, ebb,-3.4
2020-01-09 22:59, slack,-
2020-01-10 02:01, flood,3.6
2020-01-10 07:14, slack,-
2020-01-10 08:36, ebb,-0.8
2020-01-10 11:53, slack,-
2020-01-10 12:49, flood,0.4
2020-01-10 14:50, slack,-
2020-01-10 19:00, ebb,-3.5
2020-01-10 23:41, slack,-
2020-01-11 02:49, flood,3.8
2020-01-11 07:56, slack,-
2020-01-11 09:18, ebb,-0.9
2020-01-11 12:29, slack,-
2020-01-11 13:31, flood,0.4
2020-01-11 15:32, slack,-
2020-01-11 19:42, ebb,-3.5
2020-01-12 00:23, slack,-
2020-01-12 03:25, flood,3.7
2020-01-12 08:32, slack,-
2020-01-12 09:54, ebb,-0.9
2020-01-12 13:17, slack,-
2020-01-12 14:19, flood,0.4
2020-01-12 16:20, slack,-
2020-01-12 20:30, ebb,-3.4
2020-01-13 01:05, slack,-
2020-01-13 04:13, flood,3.6
2020-01-13 09:02, slack,-
2020-01-13 10:36, ebb,-1.1
2020-01-13 14:11, slack,-
2020-01-13 15:13, flood,0.4
2020-01-13 17:14, slack,-
2020-01-13 21:12, ebb,-3.1
2020-01-14 01:47, slack,-
2020-01-14 04:55, flood,3.4
2020-01-14 09:26, slack,-
2020-01-14 11:18, ebb,-1.3
2020-01-14 15:17, slack,-
2020-01-14 16:19, flood,0.4
2020-01-14 18:20, slack,-
2020-01-14 22:00, ebb,-2.6
2020-01-15 02:29, slack,-
2020-01-15 05:37, flood,3.1
